Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Ueberschall,Easy Listening,Track 27 -> TS 0:05,Effect Hit,,BOOSTED,
Zero-G,Chemical Beats,,096-FX Loop 09,,BOOSTED,
,,,,,,
Section 6 - NiGHTS Series,,,,,,
,,,,,,
NiGHTS Into Dreams…,,"(Released: July 5, 1996)",,,Jump to top,
Sample: Teresa Berganza,Una voce poco fa,,,,She Had Long Ears,
Crypton,Drumbase 5000,Partition B -> DANCE KIT #3,H33 02,,The Dragon Gave a Loud Scream,
Crypton,Drumbase 5000,Partition E -> BREAKBEATS#1,BREAKBEATS 1,"EDIT BEAT, MASTERGROOVE",Message From Nightopia,
Crypton,Drumbase 5000,Partition I -> ORCHESTRAHIT,HITS 1-1,"1208HITSYN, ORCH 06","NiGHTS and Reala, NiGHTS and Reala : Theme of a Tragedic Revenge",
Crypton,Drumbase 5000,Partition I -> ORCHESTRAHIT,HITS 1-2,0408HIT,"NiGHTS and Reala, NiGHTS and Reala : Theme of a Tragedic Revenge",
KORG,01/W,PROG -> Bank A,A00 Ephemerals,,The Dragon Gave a Loud Scream,
KORG,01/W,PROG -> Bank A,A05 VS Bells 1,,"After the Dream, <EVENT> Score The Goal!",
KORG,01/W,PROG -> Bank A,A13 Alto Sax,,NiGHTS and Reala,
KORG,01/W,PROG -> Bank A,A27 Analog Pad,,After the Dream,
KORG,01/W,PROG -> Bank A,A32 FrHrn&Tuba,,Paternal Horn : Complete Ver.,
KORG,01/W,PROG -> Bank A,A40 FreeFlight,,Message From Nightopia,
KORG,01/W,PROG -> Bank A,A43 Harmonica,,"Paternal Horn : Complete Ver., After the Dream",
KORG,01/W,PROG -> Bank A,A50 DesertDawn,,"NiGHTS and Reala, NiGHTS and Reala : Theme of a Tragedic Revenge",
KORG,01/W,PROG -> Bank A,A82 Muted Trpt,,Gloom of The N.H.C. : Complete Ver.,
KORG,01/W,PROG -> Bank A,A83 Flute,,After the Dream,
KORG,01/W,PROG -> Bank B,B01 Piano 8',,<EVENT> Score The Goal!,
KORG,01/W,PROG -> Bank B,B07 YourString,,The Dragon Gave a Loud Scream,
KORG,01/W,PROG -> Bank B,B11 DigiPiano2,,The Dragon Gave a Loud Scream,
KORG,01/W,PROG -> Bank B,B29 Percussion,,"After the Dream, The Dragon Gave a Loud Scream",
KORG,01/W,PROG -> Bank B,B39 Timpani,,<JINGLE> Mare Over,
KORG,01/W,PROG -> Bank B,B43 Musette,,"Paternal Horn : Complete Ver., After the Dream, Take The Snow Train : Complete Ver.",
KORG,01/W,PROG -> Bank B,B57 Pizzicato,,She Had Long Ears,
KORG,01/W,PROG -> Bank B,B93 Scotland,,Suburban Museum : Complete Ver.,
KORG,WAVESTATION,RAM2 -> Performances,39 Ivesian Split,,<EVENT> Dreaming Youngsters : Claris Ver.,
Polestar Magnetics,The X-Static Goldmine,CD1 -> Track 14 - Clonk -> TS 0:10,1 Bar,pitched up +1 semitone,NiGHTS and Reala : Theme of a Tragedic Revenge,
Roland,D-70,PATCH -> A,A23 JP–Strings,,The Dragon Gave a Loud Scream,
Roland,D-70,PATCH -> A,A28 Calliopead,,Take The Snow Train : Complete Ver.,
Roland,JD-800,Internal,I-13: Crystal Rhodes,Could also be JD-990,After the Dream,
Roland,JD-800,Internal,I-34: Wet Bass,,NiGHTS and Reala,
Roland,JD-800,Internal,I-53: Ac Piano 1,,Paternal Horn : Complete Ver.,
Roland,JD-800,Internal,I-64: Synth Pipe Solo,,The Dragon Gave a Loud Scream,
Roland,JD-800,Preset A,4-8 Harlequin,Could also be JD-990,Pia Over,
Roland,JD-990,Preset A,A-17 Cherish,,After the Dream,
Roland,JD-990,Preset A,A-45 Nylon Guitar,,"Deep It Lies, Dreams Dreams : In Silent Memory",
Roland,JD-990,Preset B,B-21 Brass Section,,Paternal Horn : Complete Ver.,
Zero-G,Datafile 2,Track 05 - Breakbeat Live -> TS 0:00,1 Bar,,The Amazing Water : Complete Ver.,
Zero-G,Ethnic,Track 39 - ETHNIC TECHNO HOUSE -> TS 1:04,"Ethno Tech 9 - Timbales, Congas",,Message From Nightopia,
Stuff to Find,,,,,,
Sample: 20th Century Fox,Home Alone,,Timestamp 19:30,,Gate of Your Dream,link
E-MU Systems,?,,,,,
Ensoniq,SQ-R,,,Dance piano,NiGHTS and Reala,
Polestar Magnetics,The X-Static Goldmine,,,TR-909 drums,Gloom of The N.H.C. : Complete Ver.,
Roland,?,,,Harmonica,She Had Long Ears,
Roland,JV-1080,,,Sweeping synth,After the Dream (Saturn Version),
Roland,JV-1080,,,GM Honky Tonk,Gloom of The N.H.C. : Complete Ver.,
KORG,01/W,,,Acoustic Upright Bass,Gloom of The N.H.C. : Complete Ver.,
Christmas NiGHTS,,"(Released: November 22, 1996)",,,,
KORG,01/W,PROG -> Bank B,B39 Timpani,,Rolling Eggman,
Roland,JD-800,,I-53: Ac Piano 1,,Dreams Dreams : Sweet Mix in Holy Night,
Roland,JV-80,Preset A,A56 Velo Harmnix,,Dreams Dreams : Sweet Mix in Holy Night,
Roland,JV-80,Preset B,B13 Harp,,<EVENT> Missing Star,
Stuff to Find,,,,,,
EastWest,Dance/Industrial,,,Drum loops,Rolling Eggman,
NiGHTS: Journey of Dreams,,"(Released: December 13, 2007)",,,,
Best Service,Sound Cube Vol. 2 - Orchestra & Classic,CD 2 -> CHOIRS,CLGL_UP,,"Drifting Donbalon, Drifting Donbalon : Hard Ver.",
Best Service,Sound Cube Vol. 2 - Orchestra & Classic,CD 2 -> CHOIRS,FALL5,,"Drifting Donbalon, Drifting Donbalon : Hard Ver.",
Best Service,Sound Cube Vol. 2 - Orchestra & Classic,CD 2 -> CHOIRS,OOAH,,"Drifting Donbalon, Drifting Donbalon : Hard Ver.",
Steinberg,Virtual Guitarist 2,Electric Guitars -> Wah Wah,Soul Wah,,Wandering Wildness : Coaster Rescue,
Ueberschall,Brazil Electro,BEATLOOPS -> sidekick beat 100 bpm,sidekick100 var 1-#197,,"Sweeping Seashore, Sweeping Seashore : Aqua Challenge, Sweeping Seashore : Marine Escape",
Zero-G,Ethnic,Track 06 - AFRO LATIN -> TS 0:00,"Rhythm 8: Congas, bells,scraper 4 bars",,"Drifting Donbalon, Drifting Donbalon : Hard Ver.",
Zero-G,EZ Rollers Drum & Bass Producer Pack,Percussion -> Rolls,Filter 165bpm,,Sweeping Seashore : Aqua Challenge,
Zero-G,Jungle Frenzy,Track 25 - Twist Ups! -> TS 0:04,Programmed Break Beat w/Filter 1,,Wandering Wildness : Coaster Rescue,
Stuff to Find,,,,,,
?,?,,,Lyrical Vocals,"Drifting Donbalon, Drifting Donbalon : Hard Ver.",
,,,,,,
Section 7 - Persona,,,,,,
,,,,,,
Megami Ibunroku Persona / Revelations: Persona,,"(Released: September 20, 1996)",,,Jump to top,
EastWest,Dance/Industrial,Track 16 - MIDI File Rhythm loops -> TS 0:29,Effect 3,above sample w/horn hit,1st & 2nd Ward Shopping District (West Entrance),
EastWest,Dance/Industrial,Track 23 - MIDI File Rhythm loops -> TS 0:16,Kick,bass drum followed by hi hat pattern,1st & 2nd Ward Shopping District (West Entrance),
EastWest,Dance/Industrial,Track 23 - MIDI File Rhythm loops -> TS 0:28,Hi hat 3,panned left w/delay  electronic sounding,1st & 2nd Ward Shopping District (West Entrance),
EastWest,Dance/Industrial,Track 79 - Miscellaneous -> TS 0:00,Effect,sliding scratch,1st & 2nd Ward Shopping District (West Entrance),
EastWest,Dance/Industrial,Track 79 - Miscellaneous -> TS 0:03,Effect,scratch lick,1st & 2nd Ward Shopping District (West Entrance),
EastWest,Dance/Industrial,Track 79 - Miscellaneous -> TS 0:06,Effect,scratch rhythm,1st & 2nd Ward Shopping District (West Entrance),
Roland,JV-1080,PR-B,019 Slap Bass 2,,"Maki's Theme, Reiji's Theme",
Roland,JV-1080,PR-B,075 Tekno Hit 3,,Common Battle,
Roland,JV-1080,PR-E,004 PopDrumSet 2,,Maki's Theme,
Roland,JV-880,Internal,I50 Analog Pad 2,,Dungeon ~ Hypnos Tower,
Roland,SR-JV80-06 Dance,XP-X,174 Baby,,1st & 2nd Ward Shopping District (West Entrance),
Roland,SR-JV80-06 Dance,XP-X,066 Organ Tong,,Dungeon ~ SEBEC Underground Research Lab,
Roland,SR-JV80-07 Super Sound Set,XP-X,184 Chineez Wave,,Dungeon ~ Devil's Mountain,
Roland,SR-JV80-06 Dance,XP-X,082 Sync Lead,,Common Battle,
Roland,SR-JV80-06 Dance,XP-X,187 Girl Ah,TS: 0:34,Dungeon ~ Nemesis Tower,
Roland,SOUND Canvas SC-88 Pro,Native Map -> Drum Set,009 ROOM,,"Common Battle, Reiji's Theme",
Roland,SOUND Canvas SC-88 Pro,Native Map,056 008 Impact Hit,,Common Battle,
Roland,SOUND Canvas SC-88 Pro,Native Map,074 000 Flute,,Maki's Theme,
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,053 000 Choir Aahs,In-game sample has two octaves layered,Common Battle,
Stuff to Find,,,,,,
Roland,? (JD-990 or JV-1080),,,Music Box,City 2,
Shin Megami Tensei: Persona (PSP),,"(Released: April 29, 2009)",,,,
Access Music,Virus Indigo,Bank C,AutobendBC,,Deva-Yuga,
,,,,,,
Persona 2: Sin / Persona 2: Innocent Sin (PS1),,"(Released: June 24, 1999)",,,,
KORG,TRITON-Rack,Programs -> Bank A,096 Shape Shifter,TS 0:00,Mt. Iwato,
Roland,SR-JV80-06 Dance,XP-X,141 Spooky,,Yukino Theme,
Persona 2: Punishment / Persona 2: Eternal Punishment (PS1),,"(Released: June 29, 2000)",,,,
AMG & Hit Music,Norman Cook - Skip To My Loops,101_BPM,772_COOK,,Club Zodiac,
Persona 3,,"(Released: July 13, 2006)",,,,
AMG,Kick-Ass Brass!,KAB Trumpet,,,~Used throughout the soundtrack~,
Apple,EXS24,Bass -> Acoustic Bass,Upright Jazz Bass,,Iwatodai Dorm,
Apple,EXS24,Bass -> Electric Bass,Slapped Electric Bass,,Tanaka's Amazing Commodities,
Apple,EXS24,Acoustic Pianos,Steinway Grand Piano,plays in part with the brass,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition A -> 01 VI LNG FF,VI LONG FF,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition A -> 06 VI PIZ 1,VI PIZICTO 1,,"Aria of the Soul, Living With Determination, Enduring Bonds",
Best Service,Advanced Orchestra,CD 1 -> Partition B -> 03 VI CR TRM,VI CRSC TREM,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition C -> 15 VA LNG FF,VA LONG FF,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition E -> 18 CL LG FF,CL LONG FF,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition G -> 13 CL PIZZ 1,CL PIZICTO 1,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition G -> 15 BA LNG FF,BA LONG FF,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 1 -> Partition G -> 17 BA PIZZ 1,BA PIZICTO 1,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 3 -> Partition B -> 10 FLS LG F,FLS LONG F,,Aria of the Soul,
Best Service,Advanced Orchestra,CD 3 -> Partition D -> 01 OBS LG F,OBS LONG F,,This Mysterious Feeling,
Best Service,Dance Mega Drums,CD 2 -> Partition A -> 03 BD-HIP 03,D2 BD1-100,,During The Test,
Best Service,Hallelujah,Partition F -> RAPPER 1-2,RAP PHRASES1,RAPHRASE10,Joy,
Best Service,Hallelujah,Partition F -> RAPPER 1-2,RAP PHRASES1,RAPHRASE17,Joy,
Best Service,Hallelujah,Track 31 - Rap Voices -> TS 0:00,"Rapper 1,2","""So dance, while I put you...""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 31 - Rap Voices -> TS 0:03,"Rapper 1,2","""Let's party, put the boogie...""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 31 - Rap Voices -> TS 0:09,"Rapper 1,2","""Work that body, work that...""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 31 - Rap Voices -> TS 0:14,"Rapper 1,2","""I say hey, hey, hey""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 32 - Rap Voices -> TS 0:00,"Rapper 1,2","""Fill in the fire with the burn...""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 32 - Rap Voices -> TS 0:03,"Rapper 1,2","""Yeah, get up fourth of that...""","Iwatodai Dorm, Joy",
Best Service,Hallelujah,Track 32 - Rap Voices -> TS 0:08,"Rapper 1,2","""Come on girl, let me rock...""","Iwatodai Dorm, Joy",
Best Service,ProSamples Vol. 12 - Dance Vocals,Partition B -> FEMALE,,VOC103-F,Changing Seasons,
Best Service,ProSamples Vol. 12 - Dance Vocals,Parition C -> MALE,12C-VOC51-M,Pitched down ≈5 semitones.,p3ct004_01,
Best Service,ProSamples Vol. 12 - Dance Vocals,Parition C -> MALE,VOC25-M,Pitched down ≈5 semitones.,p3ct004_01,
Best Service,Voice Spectral II,CD 1 -> Track 55 - adlib styled melodic lines -> TS 0:57,medium length lines 1 / dry (ricarda/jane),,Changing Seasons,
Best Service,Voice Spectral II,CD 1 -> Track 74 - lyric melodic lines -> TS 0:08,medium length lines (ricarda/jane),"""Ayyyyyy, yea!""",Mass Destruction,
Best Service,Voice Spectral II,CD 2 -> Track 8 -> TS 0:27,,,Changing Seasons,
Best Service,Voice Spectral II,Partition D -> 03 MELODIC03,MEL 03 C,,Master of Shadow,
Stuff to Find,,,,,,
?,?,,,"Source unknown, even by Meguro! Check notes.",~Used throughout the soundtrack~,
Best Service,Advanced Orchestra Extended,,,,"Aria of the Soul, This Mysterious Feeling, Living With Determination",
Polestar Magnetics,The X-Static Goldmine,,,,During The Test,
Persona 3 Portable,,"(Released: November 1, 2009)",,,,
AMG,Kick-Ass Brass!,KAB Trumpet,,,Sun,
Best Service,Dance Mega Drums,CD 2 -> Partition A -> 01 BD-HIP 01,D2 BD1-036,,A Way of Life,
Best Service,Voice Spectral II,CD 1 -> Track 71 - lyric melodic lines -> TS 0:09,rhythmic lines (ricarda/jane),,Sun,
Best Service,Voice Spectral II,CD 1 -> Track 73 - lyric melodic lines -> TS 0:26,medium length lines (ricarda/jane),,Sun,
Best Service,Voice Spectral II,CD 1 -> Track 81 - lyric melodic lines -> TS 0:02,melodic words (ricarda/jane),,Sun,
Best Service,ProSamples Vol. 12 - Dance Vocals,Partition C -> MALE,VOC02-M,,Sun,
Persona 3 Reload,,"(Released: February 2, 2024)",,,,
Best Service,Hallelujah,Partition F -> RAPPER 1-2,RAP PHRASES1,RAPHRASE10,Joy,
Best Service,Voice Spectral II,CD 1 -> Track 74 - lyric melodic lines -> TS 0:08,medium length lines (ricarda/jane),"""Ayyyyyy, yea!""",Mass Destruction -Reload-,
e-instruments,Session Horns Pro,Session Horns Pro - Keyswitch,Bright Brass,,"It's Going Down Now, Mass Destruction -Reload-",
Native Instruments,Kontakt Factory Library,Band -> 4 - Organ,Jazz,,It's Going Down Now,
Native Instruments,Kontakt Factory Library,World -> 7 - Metallophones,Kalimba,,During the Exams…,
Native Instruments,Noire,,Noire Felt,,,
Native Instruments,The Grandeur,,The Grandeur,,"Changing Seasons, Meaning of Armbands, Mass Destruction -Reload-, Joy",
Native Instruments,Vintage Organs,2 - Jazz,Groove Holmes,,Color Your Night,
Scarbee,Clavinet/Pianet,Upper -> In Da Phase,,,Changing Seasons,
Scarbee,Mark I,Scarbee Mark I,D.I.,Added phaser.,Living with Determination,
Spitfire Audio,Chamber Strings,a - Violins 1,,,Full Moon Full Life,
Steinberg,HALion Sonic SE,Pro Set,Expressive Flute,,During the Exams,
InMusic,BFD3,Custom Kit,,,"Color Your Night, It's Going Down Now",
Spectrasonics,Stylus RMX,RMX Grooves,86-Outlaw Drums,,Meaning of Armbands,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range All,,"Master of Tartarus, Color Your Night, Joy, During the Exams…",
Persona 4,,"(Released: July 10, 2008)",,,,
Live Recording: Shoji Meguro,Fender Stratocaster 1974 ,,,Single-coil pickups ran through a Line 6 POD 2.0,,
Access Music,Virus Indigo,Bank A,SinebassJS,,Long Way,
Access Music,Virus Indigo,Bank D,Backing HS,,"A Corner of Memories, Reverie",
Access Music,Virus Indigo,Bank D,Begin? HS,,Your Affection,
Access Music,Virus Indigo,Bank G,AandreasM@,,"Border of Insanity, Deduction (Another Version)",
Access Music,Virus Indigo,Bank G,Driven M@,,Castle,
Access Music,Virus Indigo,Bank G,HarmopadM@,,Your Affection,
Access Music,Virus Indigo,Bank G,Bowzerz M@,,Sauna,
AMG,Dance Mega Drums,CD 2 -> Partition A -> 01 BD-HIP 01,D2 BD1-036,,Heartbeat Heartbreak,
AMG,Kick-Ass Brass!,KAB Tenor Sax,,,Youthful Lunch,
AMG,Kick-Ass Brass!,KAB Trombone,,,Youthful Lunch,
AMG,Kick-Ass Brass!,KAB Trumpet,,,~Used throughout the soundtrack~,
Apple,EXS24,Acoustic Pianos,Grand Piano,,Mist,
Apple,EXS24,Acoustic Pianos,Steinway Grand Piano,,"Junes Theme, Strength of Heart",
Apple,EXS24,Keyboards,Vibraphone,,muscle blues,
Best Service,Advanced Orchestra,CD 5 -> Partition B -> 03 TI FF,TI FF,,The Genesis,
Best Service,Voice Spectral II,Track 17 -> TS 0:23 Onwards,,,Striptease,
FXpansion,BFD 1.5*,Ayotte Kit,,*Also available as BFD Eldorado,I'll Face Myself -Battle-,
KORG,TRITON-Rack,Programs -> Bank A,017 Studio Stage EP,,Specialist,
KORG,TRITON-Rack,Programs -> Bank B,055 Gospel PercOrgan,,"Heartbeat Heartbreak, Youthful Lunch",
MusicLab,RealGuitar,,Steel 2 (Doubling),,Someone Else's Man,
MusicLab,RealGuitar,,Steel Fingered,,Someone Else's Man,
Native Instruments,Akoustik Piano,,Concert Grand D,,~Used throughout the soundtrack~,
Native Instruments,Kontakt Factory Library,Band -> 2 - Acoustic Pianos,Upright Piano,,Heaven,
Native Instruments,Kontakt Factory Library,Band -> 4 - Organ,Cool Cats,,Like A Dream Come True,
Native Instruments,Kontakt Factory Library,Orchestral -> 1 - VSL Strings,Violin Ensemble,could be VSL,"Mist, The Genesis",
Native Instruments,Kontakt Factory Library,Orchestral -> 3 - VSL Brass,French Horn Ensemble,could be VSL,The Genesis,
Native Instruments,Kontakt Factory Library,Orchestral -> 3 - VSL Brass,Trombone Ensemble,could be VSL,The Genesis,
Native Instruments,Kontakt Factory Library,Orchestral -> 3 - VSL Brass,Trumpet Ensemble,could be VSL,The Genesis,
Stuff to Find,,,,,,
Apple,EXS24,,,,,
Best Service,Advanced Orchestra Extended,,,,The Genesis,
inMusic,BFD 1.5,,,,,
MusicLab,RealGuitar,,,,It's Showtime!,
Yamaha,?,,,Tango Accordion / Reed Organ,It's Showtime!,
Yamaha,?,,,,Reasoning,
Persona 4 Golden,,"(Released: June 14, 2012)",,,,
AMG,Kick-Ass Brass!,KAB Trumpet,,,"Let's Hit the Beach, Everyday Sunshine, Midnight Trivia Miracle Quiz",
EastWest,Symphonic Orchestra,Strings -> Solo Violin -> 5 Keysw,SVL KS Master,,SNOWFLAKES -powder snow mix-,
Spectrasonics,Stylus RMX,RMX Grooves,120-Notre Dame Beat Mix,,Time to Make History,
Spectrasonics,Stylus RMX,RMX Grooves -> 84-Particles,84-Particles Reflections 2,,SNOWFLAKES -powder snow mix-,
Spectrasonics,Stylus RMX,Core Library -> Classic Stylus -> 78-Perturbed,78-Perturbed,,Memories,
Native Instruments,Kontakt Factory Library,World -> Metallophones,Music Box,,Aria of the Soul - Music Box,
Native Instruments,New York Concert Grand,,,,~Used throughout the soundtrack~,
XLN Audio,Addictive Drums,,,Custom kit,Everyone at the First New Years Shrine Visit,
Persona 2: Innocent Sin (PSP),,"(Released: April 14, 2011)",,,,
Apple,Loops,Final Cut Pro Sound Effects,Dog Bark Large,,CD Shop ~ Giga Macho,
Apple,Loops,Final Cut Pro Sound Effects,Dog Pant,,CD Shop ~ Giga Macho,
Apple,Loops,Final Cut Pro Sound Effects,Gun Hand Load 03,,CD Shop ~ Giga Macho,
Apple,Loops,Final Cut Pro Sound Effects,Gun Hand Shot 01,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack For Garageband,Vinyl Scratch 27,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Remix Tools,Remix Beat Box Vocal FX,filtered,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Remix Tools,Remix Beat Box Vocal FX,filtered,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Halleujah Lyric 02,pitched down 200 cents,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Roger Improv 01,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Roger Improv 02,pitched up 400 cents,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Roger Improv 03,pitched up 400 cents,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Tia Lyric 01,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Tia Lyric 02,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Tia Lyric 09,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Tia Lyric 10,,CD Shop ~ Giga Macho,
Apple,Loops,Jam Pack Voices,Tia Lyric 11,,CD Shop ~ Giga Macho,
Best Service,Hallelujah,Track 31 - Rap Voices -> Sample 2,"Rapper 1,2","""Put the boogie in your body""",CD Shop ~ Giga Macho,
Best Service,Sound Cube,"CD 3 ""Voice Spectral"" > VOX_A_C",COMEON06,,Vehicle Handling,
IK Multimedia,SampleTank 2.5 XL,Drums -> Acoustic,Room,,Hero Theme,
MOTU,Universal Loops & Instruments,01 Piano & co -> Acoustic Pianos,Concert Grnd Piano,,Yukino Theme (Sad),
Native Instruments,New York Concert Grand,,New York Concert Grand,,"Seven Sisters High School, Maya Theme (Sad), Ginko Theme (Sad)",
Roland,SR-JV80-06 Dance,XP-X,141 Spooky,,Yukino Theme,
Spectrasonics,Stylus RMX,RMX Grooves -> 86-Outlaw,86-Outlaw Drums,,Unbreakable Tie,
Stuff to Find,,,,,,
E-MU Systems,Proteus FX,,,,Yukino's Theme,
Roland,JV-1080,,,,Toa Defense,
Roland,SOUND Canvas SC-88 Pro,Native Map,085 008 P5 Sync Lead,,,
Persona 2: Eternal Punishment (PSP),,"(Released: May 17, 2012)",,,,
???,???,???,???,"No findings, so far.",,
Persona Q: Shadow of the Labyrinth,,"(Released: June 5, 2014)",,,,
AMG,Kick-Ass Brass!,,,,Maze of Life,
Best Service,Hallelujah,Partition F -> RAPPER 1-2,RAP PHRASES1,RAPHRASE10,JOY -in the labyrinth-,
Best Service,Voice Spectral II,CD 1 -> Track 55 - adlib styled melodic lines -> TS 0:04,medium length lines 1 / dry (ricarda/jane),,Laser Beam,
Best Service,Voice Spectral II,CD 1 -> Track 73 - lyric melodic lines -> TS 0:15,medium length lines (ricarda/jane),,Laser Beam,
EastWest,Symphonic Orchestra,Perc -> Metals ,Celesta,,Sweets and Cards,
EastWest,Symphonic Orchestra,Perc -> Metals ,Glock,,Shadow In Wonderland,
EastWest,Symphonic Orchestra,,,,,
Spectrasonics,Trilian,Bass - Electric,Clean Fender - Full Range All,,,
Persona 4: Dancing All Night,,"(Released: June 25, 2015)",,,,
AMG,Kick-Ass Brass!,,,,specialist (_NEVER MORE_ P4D-EDIT ver.),
Apple,Loops,Jam Pack World Music,Brazilian Cuica 02,,Dance!,
Spectrasonics,Stylus RMX,,85-Bongos 1,pitched up,Dance!,
Vengeance Sound,Essential Clubsounds Vol. 3,VEC3 Loops 140 BPM -> VEC3 Fills 140 BPM,VEC3 Fill 140 BPM 094,,Time To Make History AKIRA YAMAOKA Remix,
Vengeance Sound,Essential Dubstep Vol. 1,VDUB1 Melody Loops,VDUB1 Melody 106 D 140BPM,,Time To Make History AKIRA YAMAOKA Remix,
Vengeance Sound,Essential Dubstep,,?,,Time To Make History AKIRA YAMAOKA Remix,
Stuff to Find,,,,,,
?,?,,"horns, maybe session horns?",,Dance!,
Persona 5,,"(Released: September 15, 2016)",,,,
Live Recording: Muroya Strings,Strings,,,Credited,"Last Surprise, Regret; Wake Up, Get Up, Get Out There",
AMG,Kick-Ass Brass!,,,,"Tanaka's Shady Commodities, Last Surprise",
Apple,Logic Pro,Bass -> Electric Bass,Slapped Electric Bass,,Tanaka's Shady Commodities,
Apple,Logic Pro,Orchestral -> Brass,Trumpets,,,
EastWest,Symphonic Orchestra,Perc -> Drums,Timp Hits LR,,Our Beginning,
Native Instruments,Kontakt Factory Library,World -> 1 - Flutes,Irish Flute,,New Beginning,
Native Instruments,Kontakt Factory Library,World -> 3 Reeds,Zurna,,Price,
Native Instruments,Massive,Massive Exp. 2 -> Classic Mono Lead,Orient Saw,,Blooming Villain,
Native Instruments,Massive,Urban Arsenal 2 -> Synth Lead -> Vox Lead,OyBoy,,Blooming Villain,
Native Instruments,New York Concert Grand,,,available in Kontakt Factory Library and Akoustik Piano,~Used throughout the soundtrack~,
Native Instruments,Vintage Organs,2 - Jazz,C3 - Jazz,,Beneath the Mask -Instrumental-,
Scarbee,Mark I,Scarbee Mark I,Funky Rio,,Butterfly Kiss,
Scarbee,Mark I,Scarbee Mark I,Pan Cake Kore,Distortion Turned Off,"Wake Up, Get Up, Get Out There, Suspicion",
Spectrasonics,Liquid Grooves S.A.G.E. Xpander,078-Ice Brushes,078-Ice-Brushes-Triangle,,"Tokyo Daylight, Last Surprise",
Spectrasonics,Stylus RMX,Classic Stylus -> 73-Blue note,73-Blue Note b,,"Wake Up, Get Up, Get Out There",
Spectrasonics,Stylus RMX,Classic Stylus -> 73-Blue note,73-Blue Note d,Custom Loop,"Sunset Bridge, etc.",
Spectrasonics,Stylus RMX,RMX Grooves -> 120-Notre Dame,?,,"Wake Up, Get Up, Get Out There",
Spectrasonics,Stylus RMX,RMX Grooves -> 123-Festivo,123-Festivo a,,"Wake Up, Get Up, Get Out There",
Spectrasonics,Stylus RMX,RMX Grooves -> 135-Iron Boy,135-Iron Boy Starter,,The Collapse of Wrath,
Spectrasonics,Stylus RMX,RMX Grooves -> 60-Volcano,60-Volcano Kabuki Wood,,Getaway & Arrest,
Spectrasonics,Trilian,Bass - Electric,Clean Fender - Full Range All,,~Used throughout the soundtrack~,
Stuff to Find,,,,,,
EastWest,Symphonic Orchestra,,,,,
Spectrasonics,Liquid Grooves S.A.G.E. Xpander,,,,Tension,
Spectrasonics,Liquid Grooves S.A.G.E. Xpander,,,,Have a Short Rest,
Persona 5 Royal,,"(Released: October 31, 2019)",,,,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,055-Mohave a,,Out of Kindness,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,050-059,055-Mohave c,,Gentle Madman,
Spectrasonics,Metamorphosis S.A.G.E. Xpander,070-074,072-Snug Bug c,,Colors Flying High,
Spectrasonics,Stylus RMX,Classic Stylus,115-Congas,,Ideal and the Real,
Spectrasonics,Stylus RMX,Classic Stylus,92-Tambourine,,Ideal and the Real,
Spectrasonics,Trilian,Bass - Acoustic Upright,Trilian Ac 1 - Full Range All,,No More What Ifs,
Spectrasonics,Trilian,Bass - Electric Fingered,Clean Fender - Full Range All,,~Used throughout the soundtrack~,
Spectrasonics,Trilian,XTRA - Bass Legends,XTRA - Loboriel French Fretless,,Out of Kindness,
Persona 3: Dancing In Moonlight,,"(Released: May 24, 2018)",,,,
e-LAB,X-Files of Jungle,Track 06 - -Hard Step Loops & Samples - 168 BPM -> TS 0:00,6DRLPS,,When The Moon's Reaching Out Stars [Hideki Naganuma Remix],
