Company/Manufacturer,Product,Path/Bank,Preset,Notes
Xfer Records,Serum,FX,FX High Transition [FN],
Xfer Records,Serum,Plucked,PL Phantoms [SD],
"23. Cold Iron, Warming Sun",,,,♪ TSAR
,,,,software cello
,,,,
24. Battle Arena,,,,♪ TSAR
Live Recording: Guitar,Yi Chen,,,
,,,,vocals uncredited but pretty sure they're live
25. Welcome to Aetherium Wars!,,,,♪ TSAR
Live Recording: Violin,Yue Zhu,,,
,,,,software flute
26. Battle! Championship Contender,,,,"♪ Gon, TSAR"
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_09_150,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> fill_one_shots ,DS_SRD2_140_drum_one_shot_fill_redline,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> fill_one_shots ,DS_SRD2_150_drum_one_shot_fill_bitcrushed,
27. Coliseum of Victory,,,,♪ TSAR
,,,,vocals uncredited but pretty sure they're live
,,,,
28. Battle! Tournament Winner,,,,"♪ Yj.W, TSAR"
Live Recording: Electric Guitar,Yi Chen,,,
Live Recording: Electric Bass,ET,,,
,,,,software brass
29. Battle! Ultimate Champion,,,,♪ TSAR
,,,,software violin
,,,,
30. Battle! King of the Snowy Hill,,,,"♪ Eli.W, TSAR"
Live Recording: Electric Bass,ET,,,
Live Recording: Drums,Patrick,,,
Disciple Samples,Sharks - Color Bass Vol. 1,tonal_one_shots -> synth_one_shots,DS_SCB_synth_one_shot_cascade_forest_Fmin,
,,,,
,,,,
,,,,
,,,,
,,,,
The Flapper Sinthome (Part 1),,,,
,,,,
,,,,
,,,,
1. This Side of Paradise,,,,♪ Fan
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Harp,黄李玮,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Orchestra,Budapest Scoring Big Band,,,
,,,,
2. Ace in the Hole,,,,♪ Fan
Live Recording: Vocal,"Vane, GANNIX, Fan",,,
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Harp,黄李玮,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Orchestra,Budapest Scoring Big Band,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
"3. Hi, Dolly!",,,,♪ Jing.W
Live Recording: Orchestra,Budapest Scoring Big Band,,,
,,,,
4. Golden Land,,,,♪ Fan
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Harp,黄李玮,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
5. The Big Sleep,,,,♪ Fan
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Harp,黄李玮,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
6. Dreamwalker,,,,♪ Fan
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Harp,黄李玮,,,
,,,,
7. The Player on the Other Side,,,,♪ Fan
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Harp,黄李玮,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Orchestra,Budapest Scoring Big Band,,,
,,,,
8. Fair Play,,,,♪ Yj.W
,,,,
,,,,
9. If One Wakes at Midnight,,,,♪ Fan
,,,,
,,,,
10. Realitätsprinzip,,,,♪ Yj.W
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Clarinet,Dan Wu,,,
Live Recording: Flute,Xiaohua Cheng,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
11. Lustprinzip,,,,♪ Yj.W
Live Recording: Trombone,曹侃,,,
Live Recording: Clarinet,Dan Wu,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Violin,Qin Zhang,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
12. Against The Day,,,,♪ Yj.W
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Electric Guitar,Peijia You,,,
,,,,
13. Challenge to the Reader,,,,♪ Yj.W
Live Recording: Trumpet,李晓川,,,
Live Recording: Trombone,曹侃,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: Upright Bass,张皑皓,,,
Live Recording: Drums,Patrick,,,
Live Recording: Electric Guitar,Peijia You,,,
,,,,
14. Lucid Dreams,,,,♪ Eli.W
,,,,
,,,,
15. Halfway House,,,,♪ Eli.W
,,,,
,,,,
16. Full House,,,,♪ TSAR
,,,,
,,,,
17. The Midnight Special,,,,"♪ Jing.W, Fan"
Live Recording: Bass,Hento,,,
Live Recording: Orchestra,Budapest Scoring Big Band,,,
,,,,
18. Spellbound,,,,♪ Laetus.L
Live Recording: Trumpet,李晓川,,,
Live Recording: Sax,Shihai Li,,,
Xfer Records,Serum,Seq,SQ Deadtalking [JL],
19. City Upon a Hill,,,,♪ Fan
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
,,,,
20. The Fool Always Rings Twice,,,,♪ Eli.W
,,,,
,,,,
21. Wet Dog,,,,♪ Yj.W
Live Recording: Bass,Hento,,,
Live Recording: Drums,Patrick,,,
,,,,
22. Latent Content of Dream,,,,♪ Yj.W
,,,,
,,,,
23. On the Disintegration of Evermemoria,,,,♪ Eli.W
,,,,
,,,,
24. Citizen Hanunue,,,,♪ TSAR
Splice Sounds,Sounds of KSHMR Vol. 4,Drums -> Transitions -> Chime Transitions,KSHMR Chime Transition 02 - Down,
Splice Sounds,Sounds of KSHMR Vol. 4,Drums -> Transitions -> Chime Transitions,KSHMR Chime Transition 04 - Up,
,,,,
25. Manifest Content of Dream,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
26. Chaîne Signifiante,,,,"♪ Jing.W, Gon"
Spectrasonics,Omnisphere,Keyboards,Piano on the Wireless,
,,,,
27. Stade du Miroir,,,,♪ Jing.W
Live Recording: Accordion,Xiaonan Xu,,,
Live Recording: Sax,Shihai Li,,,
Live Recording: String Quartet,"Rui Liu, 王大毛, 李纪泽, 张平",,,
,,,,
28. Todestrieb,,,,♪ Jing.W
,,,,
,,,,
29. Return of None,,,,♪ Yj.W
ProjectSAM,Symphobia,Brass -> Brass Section -> Clusters,Crescendo,A1 and G#3 (and F2?)
,,,,
30. If I Can Stop One Heart From Breaking (Encore),,,,♪ Eli.W
Live Recording: Vocal,Chevy,,,
,,,,pianoteq?
31. Quoth the Raven,,,,♪ Yj.W
,,,,
,,,,
32. Nevermore,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
,,,,
,,,,
,,,,
The Flapper Sinthome (Part 2),,,,
,,,,
,,,,
,,,,
1. Dream First!,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Trumpet,胡丹峰,,,
Live Recording: Trombone,Kan Cao,,,
Live Recording: Sax,张宏涛,,,
,,,,
2. Omertà,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Trumpet,胡丹峰,,,
Live Recording: Trombone,Kan Cao,,,
Live Recording: Drums,Patrick,,,
,,,,
3. Speedy Hamz,,,,♪ Eli.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Trumpet,胡丹峰,,,
Live Recording: Trombone,Kan Cao,,,
Live Recording: Electric Guitar,Yi Chen,,,
Live Recording: Bass,ET,,,
Live Recording: Drums,Patrick,,,
,,,,
4. The Game of Chicken,,,,♪ Jing.W
Spectrasonics,Omnisphere,Pads + Strings,Analog Shapeshifting Pad,
,,,,
5. Hell Is Preferable to Nihility,,,,♪ Yj.W
Live Recording: Sax,Shihai Li,,,
Live Recording: Clarinet,Dan Wu,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Acoustic_Drum_Loops,KSHMR_Acoustic_Drum_Loop_12_128,"See note, spoilers ahead"
u-he,Hive 2,Twolegs Tonekorks - Honey Monster Vol. 1,CH Minor Injury,unsure
Vengeance Sound,VPS Avenger,EDM 1 -> Sequences,SQ Progressive 2,
Vengeance Sound,VPS Avenger,Effects: House -> Effects,FX MW Rolling Wood,unsure
,,,,
6. Nought May Endure But Mutability,,,,♪ Yj.W
,,,,
,,,,
7. Polaris,,,,♪ Wandy.N
Live Recording: Orchestra,Art of Loong Orchestranic Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Classic Guitar,Ye Fan,,,
Live Recording: Lute,Ye Fan,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
reFX,Nexus,Factory Presets -> Classical,CL Angels Harp,Layer 1 and 3 disabled
reFX,Nexus,,,Plays at the start
,,,,
8. Lodestar in Evernight,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
9. Stranger Than Paradise,,,,♪ Eli.W
,,,,
,,,,
10. The Dice in the Other Room,,,,♪ TSAR
,,,,
,,,,
11. Fast & Furynuts,,,,♪ Eli.W
Live Recording: Guitar,Ye Fan,,,
Live Recording: Trumpet,胡丹峰,,,
Live Recording: Trombone,Kan Cao,,,
Live Recording: Drums,Patrick,,,
,,,,
12. Into the Cracked Earth,,,,♪ Sean
,,,,
,,,,
13. The City in the Sea,,,,♪ Yj.W
Vengeance Sound,VPS Avenger,Ambition -> Leads,LD Fallen,
Vengeance Sound,VPS Avenger,Atmospherica -> Atmospheres,AT Wake up from Cryo,
Vengeance Sound,VPS Avenger,BigTone 2 -> Atmospheres,AT Raspy Movements,
,,,,
14. A Star Is Born,,,,♪ TSAR
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Snares -> Big_Snares,KSHMR_Big_Snare_21,
Splice Sounds,Sounds of KSHMR Vol. 3,FX Elements -> Impacts -> Impacts 01 Main,KSHMR_Impact_with_Sweep_03,
15. An Actor Prepares,,,,♪ TSAR
,,,,
,,,,
16. Little Little Caesar,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Rui Liu,,,
Live Recording: Cello,Ying Lang,,,
17. Nobility of Time,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Sax,Shihai Li,,,
,,,,
18. Some Like It Hot,,,,♪ Yj.W
Splice Sounds,Sounds of KSHMR Vol. 1,KSHMR Snares -> Big Snares,KSHMR Big Snares 10,
Vengeance Sound,VPS Avenger,8 Bit Era -> Sequences,SQ FunkChip 2,Drums muted
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Funky Machine,Drums muted
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Lounge Classics 2,Kick & Hihats disabled
Vengeance Sound,VPS Avenger,Funky House 2,,To be found
19. No Business Like Show Business,,,,♪ Yj.W
Sample: Valve Software,Counter-Strike,,C4 Ticking SFX,Might use a sample pack from Splice instead
Rhythm Lab,Amen Break Vol. 2,,cw_amen_vinyl,
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Lounge Classics 2,Kick & Hihats disabled
,,,,
20. Walk of Fame,,,,♪ Eli.W
,,,,
,,,,
21. Caged Wings,,,,♪ Gon
Live Recording: Violin,Yue Zhu,,,
Live Recording: Cello,Xiaolong Chen,,,
,,,,
22. Oed' und leer das Meer,,,,♪ Hao
,,,,
,,,,
"23. The Past, Present, and Eternal Show",,,,♪ Yj.W
Disciple Samples,Barely Alive - Essential Samples Vol. 1,BRLY_ALVE_drums -> BRLY_ALVE_drum_loops,BRLY_ALVE_140_drum_loop_hybrid,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_drums -> CHIME_ACEAURA_fills,CHIME_drum_fill_snare_roll_02,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Drum_Loops,VR_drum_loop_dramaqueen_150,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums_Loops -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_15_118_Triplet,
24. The Strength of Sin Is the Law,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,BRLY_ALVE_drums -> BRLY_ALVE_drum_loops,BRLY_ALVE_140_drum_loop_hybrid,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_drums -> CHIME_ACEAURA_fills,CHIME_drum_fill_snare_roll_02,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Drum_Loops,VR_drum_loop_dramaqueen_150,
25. The Sting of Death Is Sin,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),G4
Splice Sounds,Sounds of KSHMR Vol. 3,KSHMR_Top_Loops_129-200,KSHMR_Top_Loop_11_170,
Xfer Records,Serum,Seq,SQ Anxiety Loop [AF],
Xfer Records,Serum,Seq,SQ Chords Simple [RI],
26. Im Anfang war das Wort,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
,,,,
27. Confutatis,,,,♪ Eli.W
EastWest,Hollywood Choirs,Womens Choir -> WOMEN vowels,WOMEN ah Stac,
EastWest,Hollywood Choirs,Mens Choir -> MEN vowels,MEN ah,
28. Agnus Aeon,,,,♪ Jing.W
,,,,
,,,,
29. Requiem Aeternam,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Children's Choir,Sfuture Art Group,,,
,,,,
30. Lux Aeterna,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
,,,,
31. Hosanna in Excelsis,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
,,,,
32. Infirma Nostri Corporis,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
Live Recording: Electric Guitar,Gon,,,
,,,,
33. Symphony No. 8 'A Thousand Suns',,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,"Weiqing Tang, Jia Tian, 张怡, Jing Zhang, ...",,,
Live Recording: Electric Guitar,Gon,,,
Splice Sounds,Sounds of KSHMR Vol. 3,KSHMR_FX_Elements -> KSHMR_Reverse_Guitars,KSHMR_Reverse_Guitar_04_E,
,,,,
,,,,
,,,,
,,,,
Astral Theater Vol. 2,,,,
,,,,
,,,,
,,,,
1-4. The Slumbernana Song,,,,♪ TSAR
Live Recording: Vocal,喵酱,,,Chinese ver.
Live Recording: Vocal,熊谷海麗,,,Japanese ver.
Live Recording: Vocal,Dorah Fine,,,English ver.
Live Recording: Vocal,이명호,,,Korean ver.
Sample: alfo399,Risada do Peludão,,TS 0:00,Laughing
Sample: madsiepatsie,haram alert,,TS 0:00,
Sample: Meme Sound FX,Fart with reverb sound effect,,TS 0:00,
Sample: Neave,Goofy Cartoon Sounds,,"TS 0:00, 0:13",
Sample: OmarSounds,Vine Boom Sound Effect,,TS 0:00,
Image-Line,FL Studio,Packs -> Drums -> Percussion,808 Cowbell,
Image-Line,FL Studio,Packs -> Drums -> Percussion,909 Clav,
Image-Line,FL Studio,Packs -> Drums -> Snares,Smigen Snare 2,
Image-Line,FL Studio,Packs -> Drums (ModeAudio) -> Foley,MA Bottle Strike 03,+640 cents
Image-Line,FL Studio,Packs -> Drums (ModeAudio) -> SFX,MA Telekinetic RetroFuture FX,
Xfer Records,Serum,Bass,BA Hipster Bass [FP],
5. Ensemble Cast,,,,♪ TSAR & Wandy.N
Live Recording: Vocal,VIOMEAT,,,
,,,,
6. Alone Time,,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Drums,Patrick,,,
Live Recording: Guitar,Xinbo Zhao,,,
,,,,
"7. Now, Voyager",,,,♪ Jing.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Drums,Patrick,,,
Live Recording: Guitar,Xinbo Zhao,,,
,,,,
8. My Sword Stirs Starlight,,,,♪ Eli.W
Live Recording: Dizi,Jiannan Gu,,,
Spectrasonics,Trilian,,,To be found
,,,,Software orchestra
9. La Messe de l'athée,,,,♪ Jing.W
Native Instruments,Noire,NOIRE Pure,Basic Pure,
,,,,
10. Reversed Moments,,,,♪ Yj.W
Live Recording: Cello,Ping Zhang,,,
Spectrasonics,Keyscape,Mini Pianos,Rhodes 1946 Pre-Piano,
11. To Naraka We Sink,,,,♪ Yj.W
Live Recording: Sheng,Chunxu Li,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,,
Heavyocity,Damage 2,,,To be found
ProjectSAM,Symphobia,Brass -> Brass Section -> Clusters,Crescendo,at least G1
12. Eight Great Cold Hells,,,,♪ Yj.W
Live Recording: Xiao,Jiannan Gu,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,,
13. Moonhowl Stampede,,,,♪ Eli.W
Live Recording: Bili,Jiali Zhang,,,
Live Recording: Sheng,Chunxu Li,,,
Live Recording: Xiao,Jiannan Gu,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,,To be found
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_02,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums_Loops -> Drum_Loops_Full -> Top_Loops,KSHMR_Top_Loop_11_170,
"14. Life's Suffering, An Endless Tide",,,,♪ Yj.W
Live Recording: Sheng,Chunxu Li,,,
Live Recording: Xiao,Jiannan Gu,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,,
Heavyocity,Damage 2,,,To be found
ProjectSAM,Symphobia,Brass -> Brass Section -> Effects,Repetitions,
ProjectSAM,Symphobia,,,More presets
Splice Sounds,Sounds of KSHMR Vol. 4,Drum Loops -> Drum Loops - Main -> Orchestral Drum Loops,KSHMR Orchestral Drum Loop 09 - 110BPM,
15. Cloudwide Voyage,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Pipa,Wenqing Shi,,,
EastWest,Symphonic Orchestra,Perc -> CymGong,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
Splice Sounds,Sounds of KSHMR Vol. 3,Hip_Hop_Drum_Loops -> Hip_Hop_Top_Loops,KSHMR_Hip_Hop_Top_Loop_14_128,
16. With My Heartstring as Bow,,,,♪ Yj.W
,,,,
,,,,
17. Welkin's Advent,,,,♪ Yj.W
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Erhu,Jiajun Ma,,,
Live Recording: Pipa,Wenqing Shi,,,
Vengeance Sound,VPS Avenger,Trance Two -> Arp,AR Sequences for BG,"Seq 1 played solo + chorder voice 1 turned off, Seq 2 and 3 plays in middle"
18. A Duel of Connecting Blades,,,,♪ Yj.W
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Erhu,Jiajun Ma,,,
Heavyocity,Damage 2,D2 Loop Designer -> 03 Hybrid Cinematic (STR),Hybrid Cinematic - Full Breakout Loops 03 (STR),"C1, C3"
Native Instruments,Action Strikes,Action Strikes - Ensemble,Tangarian Drums, 
19. Fatal Clash of Swordgraves,,,,♪ Eli.W
Live Recording: Bili,Jiali Zhang,,,
Live Recording: Guzheng,Yijing Shen,,,
Heavyocity,Damage 2,D2 Loop Designer -> 01 All Star Loops (STR),All Star - Manhattan Car Chase (STR),"C3, C#3"
20. Inner Beast Vanquished,,,,♪ Yj.W
Live Recording: Guqin,Jingyu Fang,,,
Live Recording: Guzheng,Yijing Shen,,,
Heavyocity,Damage 2,,,To be found
,,,,
21. The Epitome of Young Morals,,,,♪ Fan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Pipa,Wenqing Shi,,,
Splice Sounds,Sounds of KSHMR Vol. 3,,,Drums and loops
,,,,
22. Color Your Dreams,,,,♪ Eli.W
Splice Sounds,Sounds of KSHMR Vol. 3,,,Drums and loops
,,,,
,,,,
23. Takeoff at Dusk,,,,♪ Eli.W
Live Recording: Violin,"Rui Liu, Qin Zhang",,,
Live Recording: Viola,何辉,,,
Live Recording: Cello,Ping Zhang,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
24. Emperors Reverie,,,,♪ Wandy.N
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
25. Dream Drifting,,,,♪ Jing.W
,,,,
,,,,
,,,,
26. Dance in a Deep Dream,,,,♪ Duke.Killers
KORG,M1,PROG,01 Piano16',
reFX,Nexus,XP Dance 2 -> FX Sound,FX 70s FX,
reFX,Nexus,,,Maybe used for other synths?
,,,,
27. Floating Tempo,,,,"♪ Duke.Killers, Fan"
,,,,
,,,,
28. Up to This,,,,"♪ Duke.Killers, TSAR"
Image-Line,FLEX,Arksun Cityscape,Jam Strut,Reverb turned off
,,,,
,,,,
29. Melody of Dazzling Light,,,,♪ Duke.Killers
Live Recording: Electric Guitar,Jinqiao Ge,,,
Live Recording: Drums,褚伟明,,,
reFX,Nexus,Factory Presets -> Piano,,
,,,,
,,,,
,,,,
,,,,
Allegory of the Cave (Part 1),,,,
,,,,
,,,,
,,,,
1. Anthem of Eras,,,,♪ Fan
Live Recording: Harp,Liwei Huang,,,
Live Recording: Floyera,Sandro Friedrich,,,
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
2. Under the Seat of Dawn,,,,♪ Fan
Live Recording: Floyera,Sandro Friedrich,,,
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
Live Recording: Vocal,Alina Lesnik,,,
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,Symphonic Orchestra CymGong?
,,,,
3. Battle Hymn of the Golden Blood,,,,♪ Fan
Live Recording: Sampugna,Sandro Friedrich,,,
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Laouto,Dimitris Papageorgiou,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Vocal,"Ari Mason, Fan",,,
,,,,
4. Promenade of Tides,,,,♪ Fan
Live Recording: Floyera,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Vocal,"Ari Mason, Fan",,,
,,,,
5. Living Flame,,,,"♪ Eli.W, Yj.W, Fan"
Live Recording: Lute,Ye Fan,,,
Live Recording: Duduk,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
6. Theomakhia,,,,♪ Yj.W
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Cinematic_Drum_Loops,KSHMR_Cinematic_Drum_Loop_36_128,
,,,,
7. Plantlife Euthys,,,,♪ Wandy.N
Live Recording: Harp,Liwei Huang,,,
Live Recording: Pan Flute,Sandro Friedrich,,,
Live Recording: Kithara,Giorgos Tabakis,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
8. Between Whims,,,,♪ Fan
Live Recording: Harp,Liwei Huang,,,
Live Recording: Acoustic Guitar,Ye Fan,,,
Live Recording: Floyera,Sandro Friedrich,,,
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Bouzouki,Dimitris Papageorgiou,,,
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,Art of Loong Orchestra,,,
Heavyocity,Damage,02 Percussive Kits -> 02 Ethnic Drums,PERC Ethnic Ens Percussion,
,,,,
9. The Pastoral of the Lands,,,,♪ Eli.W
Live Recording: Mandolin,Ye Fan,,,
Live Recording: Tin Whistle,Sandro Friedrich,,,
,,,,
10. Wandering Rhymes,,,,♪ Fan
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Children's Choir,Deep Space Choir,,,
,,,,
11. Wheel of Fate,,,,♪ Vinchi
Live Recording: Lyre,Giorgos Tabakis,,,
Live Recording: Vocal,"Fan, Eli.W, Yj.W, Jing.W",,,
,,,,
12. In Search of Prophecy,,,,♪ Vinchi
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
,,,,
13. Echoes of the Divine,,,,♪ Vinchi
Live Recording: Sampugna,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
14. Trampled Snake,,,,♪ Eli.W
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Heavyocity,Damage,02 Percussive Kits -> 02 Ethnic Drums,PERC Ethnic Ens Percussion,
,,,,
15. Grapevine and Mountain Goat,,,,"♪ Eli.W, Yj.W"
Live Recording: Aulos,Sandro Friedrich,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,Avenger?
16. Whisper of Prophecy,,,,♪ Fan
Live Recording: Lyre,Giorgos Tabakis,,,
17. As Written By Whom,,,,♪ Eli.W
EastWest,Hollywood Choirs,Womens Choir -> WOMEN vowels,WOMEN oh Stac,
,,,,
18. Prayer for Pathlessness,,,,♪ Yj.W
,,,,
,,,,
19. Whispers of Day,,,,♪ Yj.W
,,,,to check: ewso harp
,,,,
20. Within the Veil,,,,♪ Fan
,,,,
,,,,
21. Fading Prophecy,,,,"♪ Eli.W, Yj.W"
,,,,to check: ewso harp
,,,,
22. Weaver of Memories,,,,♪ Jing.W
,,,,
,,,,
23. Silent Strings,,,,♪ Eli.W
Best Service,Ethno World Instruments,WOODWIND AND BRASS  -> DIGERIDOO,Digeridoo TM SYNC,"keys G3, C3, F3"
Heavyocity,Damage,,,
24. Origin and Finale,,,,"♪ Fan, Eli.W"
Live Recording: Aulos,Sandro Friedrich,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
