Company/Manufacturer,Product,Path/Bank,Preset,Notes
Test Press,Noisia Sample Pack Vol. 2,one-shots -> drums -> cymbals,TSP_NOISIA_V2_cymbal_ruiscrash_alt,
54. Roger That,,,,"♪ Yang Wutao, Zhou Bin"
"BPM: 111, Key: Am",,,,
Big Fish Audio,Chill Downtempo Loops and Beats,Construction Kits -> 02 108 Amin,02 reverse cymbal,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_dial_F,One instance is pitched +12 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_donk_E,"+1, +12, +13 semitones"
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_neaow_D,One instance is pitched +12 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_panther_Eb,"-2, +10, +12 semitones"
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_ponch_Eb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_scooby_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_squawk_F,One instance is pitched +12 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_sweat_G,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_vaxx_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_woop_Eb,
Future Loops,Scratch Anthology,120 BPM A,FL_Scratch_120BPM_A_ALL RIGHT! fresh trans4m,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Rusty_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Streets_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_White_Cutter_G#,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Impacts,PMRDW2_FX_Impact_Zone,
Singomakers,Future Bass Ultra Pack Vol. 2,SFB2_Future_One_Shots -> SFB2_Kicks,SFB2_Kick_42,-4 semitones
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_Synth_Loops,SSX2_160_BPM_F_Synth_Loop_15,
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,BA - FM style AZ,
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,BA - Maschine AZ,
Xfer Records,Serum,Aiyn Zahev Sounds - Serum: Halcyon Vol.1,FX - I Has Robot II AZ,
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets,ARP Funny Sequencer [VIRTUAL RIOT],
Xfer Records,Serum,Synthferatu - Dubstep for Serum Vol. 1,ARP Acidline,
55. 喵~  |  Meow~,,,,♪ Song Peiyan
"BPM: 120, Key: Dm",,,,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_triplet,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> FX,VR_FX_laser_1,
Future Loops,Scratch Anthology,,,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Shaker_Transitions,KSHMR_Shaker_Transition_15,
56. 齿轮与坩埚  |  Gears & A Smelting Pot,,,,♪ Song Peiyan
"BPM: 174, Key: Fm",,,,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_trill,
EastWest,Symphonic Orchestra,Perc -> CymGong,18 Cymbal,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Shaker_Transitions,KSHMR_Shaker_Transition_15,
57. 小大人  |  Small But Great,,,,♪ Zhou Bin
"BPM: 160, Key: Am",,,,
Cymatics,Atomic Dubstep Sample Pack,Vocals,Cymatics - Atomic Vocal 8 - Countdown,-2 semitones
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_loops -> BNDLZ_drum_fills,BNDLZ_150_drum_loop_fill_chonky_milk,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_loops -> BNDLZ_drum_fills,BNDLZ_150_drum_loop_fill_oops_I_mcfallen,Automated low-pass
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_loops -> BNDLZ_drum_fills,BNDLZ_150_drum_loop_fill_tommys_01,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_drums -> CHIME_ACEAURA_fills,CHIME_drum_fill_exp,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,E_145_WeirdoLoop_2,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_chuggy2_150_E,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_healthylunch3_150_D#,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_glitches,V_RIOT_bass_glitch_double_hit_01,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_loops,V_RIOT_bass_loop_love_you_getter_04_150_F,
Xfer Records,Serum,XLNTSOUND - Skrilla,XLNT-BS Equinox Scream 01,
Xfer Records,Serum,XLNTSOUND - Skrilla,XLNT-BS Equinox Scream 05,
"58. 尖牙、利爪、微笑  |  Fangs, Claws, and a Smile",,,,♪ Song Peiyan
"BPM: 160, Key: Am",,,,
,,,,
,,,,
59. 维多利亚式服务  |  Victoria Style Service,,,,♪ Lei Sheng
"BPM: 200, Key: Am",,,,
,,,,to check: pianoteq
,,,,
60. 二进制正旦  |  Binary Leading Lady in Blue-Green,,,,♪ Song Peiyan
"BPM: 128, Key: Gm",,,,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_hightail,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,one_shots -> drums -> snares,DS_SRD2_snare_one_shot_triplet_low,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_05,
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Transitions -> Tambourine_Transitions,KSHMR_Tambourine_Transition_07,
Spectrasonics,Trilian,Bass Instruments,,
,,,,to check: samplemodeling brass
61. 幸运cheer  |  More Than Happy,,,,♪ Yang Wutao
"BPM: 81, Key: Gm",,,,
Live Recording: Song Peiyan,Electric Guitar,,,
,,,,
62. 烈拳困斗  |  Embers of a Champion,,,,♪ Zhou Bin
"BPM: 96, Key: Cm",,,,
,,,,
,,,,
63. 宿命的交代  |  Fateful Resolution,,,,♪ Song Peiyan
"BPM: 132, Key: Ebm",,,,
Heavyocity,Damage,,,To check
,,,,to check: NI pianos
64. Shnnnn~,,,,♪ Lei Sheng
"BPM: 120, Key: Fm",,,,
Native Instruments,Massive,,,Maybe?
,,,,
65. 薙  |  Flowing Moonshade,,,,♪ Yang Wutao
"BPM: 132, Key: Gm",,,,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_acid_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_benday_01_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_bounce_01_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_yeet_E,
Singomakers,EDM Ultra Pack 4,SEU4_One_Shots -> SEU4_Claps,SEU4_Clap_12,
Singomakers,EDM Ultra Pack 4,SEU4_One_Shots -> SEU4_Hihat,SEU4_Hihat_16,
Singomakers,EDM Ultra Pack 4,SEU4_One_Shots -> SEU4_Huge_Snares,SEU4_Huge_Snare_08,
Singomakers,EDM Ultra Pack 4,SEU4_One_Shots -> SEU4_Snares,SEU4_Snare_19,
Native Instruments,The Grandeur,Snapshots -> The Grandeur,Basic Grandeur,
,,,,
66. 混沌α  |  Chaos Alpha,,,,♪ Yang Wutao
"BPM: 150,  Key: Em",,,,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_snowy,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_swimmy,
Echo Sound Works,X Keys,Drums - One Shots -> Hats & Cymbals -> Closed,ESW Hip Hop - HH Closed 12,
JPlatinumBeatz,Audio CrackDealers,Percs,[ACD] - TheBusiness Perc,
Origin Sound,Vintage Vocals - Movie Cuts & Scratches II,My_Dear_Secretary -> Vocals,OS_VV2_Here You Are,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Grind_F,-1 semitone
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Spawn_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Streets_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Torment_G#,
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_Synth_Loops,SSX2_160_BPM_F_Synth_Loop_15,"Pitched -2, -1, +1, +2 & +4 semitones, sample cut off early"
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_emperor_02_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_malfunction_01,Panned right
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_malfunction_04,Panned left
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_welcome_04_wet_F,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_welcome_to_riddim_land...,"Stretched, sample cut off early"
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets 2,BS Propaganda [VIRTUAL RIOT],
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets 2,BS Propaganda 2 [VIRTUAL RIOT],Sub oscillator disabled
Xfer Records,Serum,Disciple Samples - Virtual Riot Serum Presets 2,BS Strobe Lights [VIRTUAL RIOT],Change both oscillators to a square wave
Xfer Records,Serum,,,808 bass in second drop
Xfer Records,Serum,,,Every other synth
,,,,"""Ok"""
,,,,Bass samples shared with Metal Chimera
67. 混沌β  |  Chaos Beta,,,,"♪ Yang Wutao, Zhou Bin"
"BPM: 150,  Key: Em",,,,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> downsweeps,BRLY_ALVE_downsweep_another,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_404_F,"-1 semitone, Reversed"
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_acid_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_alien_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_auto_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_boron_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_byoi_Eb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_coin_01_Gb,-3 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_coocoo_Eb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_itsa_02_Eb,+1 semitone
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_stab_Eb,+1 semitone
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_squawk_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_step_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_trachea_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_uwu_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_wizard_02_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_yarn_F,
Echo Sound Works,Smores,Drums -> Drum One Shots -> Hats -> Crash,ESWSM Crash Cymbal Rev 01,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Barker_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Classic_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Dino_F,1 instance is pitched -4 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Gang_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Gnar_F,1 instance is pitched +5 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Hardstyler_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Otter_G#,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Planet_G#,"+1, +2, -5, -6 semitones"
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Raw_G#,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Save_Us_G#,Stretched
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Screecher_F,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Spawn_F,1 instance is pitched +6 semitones
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Weapon_G#,
Production Master,Riddim Dubstep Weapons 2,Bass_(One-Shots),PMRDW2_Bass_Whale_G#,
Production Master,Riddim Dubstep Weapons 2,Bass_Loops,PMRDW2_Bassline_Loop_145_Step_Up_2_F#,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Claps,PMRDW2_Clap_Horror,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Kicks,PMRDW2_Kick_Dawn,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Kicks,PMRDW2_Kick_Rusthand,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Hi-Hats_(Open),PMRDW2_Open_Hat_Sweet,Sample shortened
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Snares,PMRDW2_Snare_Heaven,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Impacts,PMRDW2_FX_Impact_Lambert,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Uplifters,PMRDW2_FX_Uplifter_Strike,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Uplifters,PMRDW2_FX_Uplifter_Tauren,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_glitches,V_RIOT_bass_glitch_post_growl,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_riddim_terror_02_E,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_two_scoops,+5 semitones
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_unknown,+4 semitones
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_welcome_01_F,-1 semitone
Xfer Records,Serum,,,808 bass
Xfer Records,Serum,,,To be found
68. 混沌γ  |  Chaos Gamma,,,,♪ Zhou Bin
"BPM: 150,  Key: Em",,,,
Cymatics,AURORA Acoustic Drum Recordings,Drum One Shots -> Snares -> Big Room Snares,Cymatics - Big Room Snare 22,
Cymatics,Future Bass Starter Pack,Drums - One Shots -> Snares,Cymatics - Future Bass Snare 1 - C,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_loops -> BNDLZ_drum_fills,BNDLZ_150_drum_loop_fill_woah_nice_clock,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_one_shots -> BNDLZ_bass_one_shots,BNDLZ_150_bass_one_shot_basic_screech_E,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_one_shots -> BNDLZ_vox_one_shots -> BNDLZ_vox_misc,BNDLZ_vox_one_shot_marty_predrop_bring...,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_loops,BRLY_ALVE_150_bass_loop_streetz_02_Emin,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_loops,BRLY_ALVE_150_bass_loop_wetness_02_Gbmin,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_loops,BRLY_ALVE_150_bass_loop_xenomorph_01_Ebmin,"+1 semitone, panned to the left"
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_longo_E,"-2 & 14 semitones, high passed"
Disciple Samples,Barely Alive - Essential Samples Vol. 2,one_shots -> bass_one_shots,DS_BAE2_bass_one_shot_modulated_weirdness,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,basses -> bass_loops,ACEAURA_bass_loop_bing_150_F#min,"+2 semitones, high passed"
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,basses -> bass_loops,ACEAURA_bass_loop_galaxy_150_Emin,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,basses -> bass_loops,ACEAURA_bass_loop_multikill_150_Fmin,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,basses -> bass_loops,ACEAURA_bass_loop_pentecost_150_D#min,+1 semitone
Disciple Samples,Disciple: Riddim Starter Pack Vol. 1,one shots -> bass_one_shots,DS_RS_bass_one_shot_splatter_high_E,
Disciple Samples,Eliminate - Cyber Trap Vol. 1,loops -> ELIMINATE_bass_loops,ELIMINATE_bass_loop_eliminatethem2_151_F,-1 semitone
Disciple Samples,Samplifire Power Pack Vol. 1,SAMPLIFIRE_bass -> SAMPLIFIRE_bass_loop,SAMPLIFIRE_150_bass_loop_signature_bounce_D#,+1 semitone
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_stomping_150_F,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,one_shots -> Drum_Hits,VR_drum_snare_enhanced,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,loops -> bass_loops,DS_SRD2_145_bass_loop_colorful_variation_Emin,
Disciple Samples,Virtual Riot & Modestep - Spicy Riddim Drums Vol. 2,loops -> bass_loops,DS_SRD2_150_bass_loop_cruncher_D#,+1 semitone
Oversampled,POLYCHROME - Color Bass & Melodic Dubstep,Vocals -> Vocal Phrases - Not-Colored,POLYCHROME_vocal-phrase-here-we-go,
Splice Sounds,Dirty Audio Sample Pack,DIRTY_loops -> DIRTY_bass_loops,DIRTY_bass_loop_04_150,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_loops,V_RIOT_bass_loop_brutality_01_150_F,One instance is pitched +3 semitones
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_loops,V_RIOT_bass_loop_generic_terror_01_150_F,One instance is pitched -1 semitone
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_loops,V_RIOT_bass_loop_love_you_getter_01_150_F,-1 semitone
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_classic_acid_01_F,-1 semitone
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_growl_down_06,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_honk_03_F,-1 semitone
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_vocals,V_RIOT_vocal_hey_03,+3 semitones
Xfer Records,Serum,Virtual Riot: Serum Presets for PRESET JUNKIES,V_RIOT_serum_bass_double_fisting,Sub oscilator and A disabled
XLNTSOUND,Cartel Vol. 2,Drums -> Snares,XLNT-Cartel V2 - Snare 37,
XLNTSOUND,Cartel Vol. 2,Loops -> Drum Loops -> Fill,XLNT-Cartel V2 - Hand Drum Fill 03 - 150bpm,
XLNTSOUND,Cartel Vol. 2,One Shots -> Brass One Shots,XLNT-Cartel V2 - Brass 05 [ E ],
XLNTSOUND,Cartel Vol. 2,XLNT-Cartel (Exclusive) Growl Bass One-Shots,XLNT-Cartel Bass One Shot 05 - 150bpm [ Eb ],+1 semitone
XLNTSOUND,Cartel Vol. 2,XLNT-Cartel (Exclusive) Growl Bass One-Shots,XLNT-Cartel Bass One Shot 17 - 150bpm [ G ],-3 semitones
XLNTSOUND,Cartel Vol. 3,Loops -> Hat Loops,Hat Loop 03 - 150bpm - Trap Hats,
XLNTSOUND,Skrilla,WAV -> Drums -> Fills,XLNT-Tom Fill 02 - Lipstick - 145bpm,
Xfer Records,Serum,,,Way more to be found
69. 混沌δ  |  Chaos Delta,,,,♪ Zhou Bin
"BPM: 150,  Key: Fm",,,,
Cymatics,Dubstep Toolkit,Synths - Drop Loops,Dubstep Toolkit Drop Loop 5 - 150 BPM F Min,
Cymatics,Dubstep Toolkit,Synths - Drop Loops,Dubstep Toolkit Drop Loop 10 - 150 BPM F Min,
Disciple Samples,Bandlez: Bag of Bass Vol.1,BNDLZ_one_shots -> BNDLZ_bass_one_shots,BNDLZ_150_bass_one_shot_zippity_zoppity,
Disciple Samples,Disciple: Riddim Starter Pack Vol. 1,loops -> bass_loops,DS_RS_150_bass_loop_back_and_forth_high_alt_F,
Disciple Samples,Disciple: Riddim Starter Pack Vol. 1,loops -> bass_loops,DS_RS_150_bass_loop_skrill_kill_E,+3 semitones
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_acidbsection_150_F,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_dramaqueen_150_E,
Disciple Samples,Virtual Riot - Heavy Bass Design Vol. 2,loops -> Bass_Loops,VR_bass_loop_predetermined_150_D#,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
Xfer Records,Serum,Bass (Hard),BA Skreetcher Creeture [LCV],
70. 混沌ε  |  Boundless Depths,,,,♪ Zhou Bin
Disciple Samples,Disciple: Riddim Starter Pack Vol. 1,one shots -> bass_glitch_one_shots,DS_RS_bass_glitch_one_shot_ecto,
Ghost Syndicate,Spiders,_Stem_Kits -> _Kit_Formal_(Key_Em)_(95Bpm),GS_SPDRS_95_Kit_Bass_Formal_Em,+3 semitones
Ghost Syndicate,Spiders,_Stem_Kits -> _Kit_Gils_(Key_C#m)_(95Bpm),GS_SPDRS_95_Kit_Fx_Glis_C#m,+6 semitones + EQ
Production Master,Midtempo Warfare,_Drums_(One-Shots) -> _Snares,MTW_Snare_One_Shot_G_Smash,
Oversampled,CYBERPACK 2077,Basses -> Bass Loops,CYBERPACK_bass_loop_54_100bpm_Fminor,+2 semitones
Oversampled,CYBERPACK 2077,Drums -> BuildUp Drums,CYBERPACK_buildup_09_95bpm,
71. 混沌ζ  |  Chaos Zeta,,,,♪ Zhou Bin
,,,,
,,,,
72. 灾难土壤  |  Soil of Disaster,,,,♪ Lei Sheng
lapix,HiTECH Ninja Samples vol. 1,HNS1 Kicks,HNS1 Kicks 03,
Splice Sounds,Sounds of KSHMR Vol. 1,Snares -> Big Snares,KSHMR Big Snares 08,
,,,,
73. 侵蚀之剑  |  Sword of Corruption,,,,"♪ Lei Sheng, Yang Wutao"
Live Recording: Lei Sheng,Vocal,,,
,,,,
74. 四手刀俎  |  Four-Armed Sword,,,,♪ Yang Wutao
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> claps,BRLY_ALVE_clap_sandwich,-3 semitones
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_boom,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,drums -> drum_one_shots -> snares,BRLY_ALVE_snare_wingman,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> downsweeps,BRLY_ALVE_downsweep_boof,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,fx -> upsweeps,BRLY_ALVE_upsweep_harkonnen,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_panther_Eb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> bass -> bass_one_shots,BRLY_ALVE_bass_ponch_Eb,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_afk_02_F,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_idk_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_yep_E,
Disciple Samples,Barely Alive - Essential Samples Vol. 1,tonal -> growls,BRLY_ALVE_growl_zooo_E,
Future Loops,Scratch Anthology,125 BPM,FL_Scratch_125BPM_BUST THAT!2,"-7, 9, 10, 12, & 13 semitones, has EQ & LPF"
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Hi-Hats_(Open),PMRDW2_Open_Hat_Jester,+5 semitones
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Hi-Hats_(Open),PMRDW2_Open_Hat_Sweet,
Production Master,Riddim Dubstep Weapons 2,Drum_And_Percussion_(One-Shots) -> Kicks,PMRDW2_Kick_Cold_Blooded,
Production Master,Riddim Dubstep Weapons 2,FX_Sounds -> Impacts,PMRDW2_FX_Impact_Wild,
Singomakers,Skill-X-Dubstep Vol. 2,SSX2_FX -> SSX2_Sweeps_Up,SSX2_Sweep_Up_01,
