Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Stuff to Find,,,,,,
KORG,M1,PROG,47 PipeOrgan,To properly check,"Telesdon, Jamila, Victory to Jamila, Bullton, Alien Mephilas, Name Entry",
Roland,?,,,Timpani,-Used throughout the soundtrack-,
?,?,,,Crash Cymbal,,
?,?,,,Muted Guitar,"Ultraman's Song, Science Patrol's Theme, Telesdon, Alien Baltan, Ultraman's Song (Reprise)",
?,?,,,Kick Drum,Alien Mephilas,
?,?,,,Electric Guitar,Alien Mephilas,
Ultraman: Towards the Future (SNES),,"(Released: April 6, 1991)",,,,
E-MU Systems,Proteus/1,Bank 0,022 StoneBs&Hrms,Part of the SNES SDK,,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],Snare,,
Yamaha ,DX7,ROM-1 A - MASTER GROUP,15 BASS 1,Part of the SNES SDK,,
Stuff to Find,,,,,,
KORG,M1,,Octave Brass,,,
Roland,?,,Timpani,,,
Kidō Senshi Gundam F91: Formula Senki 0122,,"(Released: July 6, 1991)",,(Music by: Norihiko Togashi),,
E-MU Systems,Proteus/1,Bank 0,014 Rock Drums,Part of the SNES SDK,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,028 Kyoto Forest,Part of the SNES SDK,Into the Unknown,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,-Used throughout the soundtrack-,
KORG,M1,PROG,12 Trumpet,Part of the SNES SDK,Game Over,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,-Used throughout the soundtrack-,
Roland,L-CD1,Synthesizer #1,P1 JP-8 Brass 1,From SD: The Great Battle,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-41: Fantasia [041],,Staff Roll,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],Snare - From Ultraman: Towards the Future,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],Snare - From SD: The Great Battle,-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-021: Strings 3 [021],,"Act 3 & 10, Act 5, 8, & 11",
Yamaha,DX7,ROM-1 A - MASTER GROUP,15 BASS 1,Part of the SNES SDK,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Roland,U-220,Patch,P-19: JP8.Strings [019],To properly confirm - From SD: The Great Battle,,
Roland,D-?,,Synth Guitar,,"White Base, Map",
Roland,?,,Timpani,From Ultraman: Towards the Future,,
Battle Dodge Ball: Toukyū Daigekitotsu,,"(Released: July 20, 1991)",,(Music by: Norihiko Togashi),,
E-MU Systems,Proteus/1,Bank 0,008 MiniMoogBass,Part of the SNES SDK,Title Screen,
E-MU Systems,Proteus/1,Bank 0,014 Rock Drums 1,Part of the SNES SDK,Title Screen,
E-MU Systems,Proteus/1,Bank 0,028 Kyoto Forest,Part of the SNES SDK,Mars Field,
E-MU Systems,Proteus/1,Bank 1,099 Reedy Keys,Part of the SNES SDK,,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,Title Screen,
KORG,M1,Waveform,99 DWGS Sine,Part of the SNES SDK,,
Roland,L-CD1,Synthesizer #1,P1 JP-8 Brass 1,From SD: The Great Battle,"Tournament Introduction, Coliseum Field",
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Snare, Cowbell",-Used throughout the soundtrack-,
Yamaha,DX7,ROM-1 A - MASTER GROUP,15 BASS 1,Part of the SNES SDK,"Vs. Announcement, Win!, Coliseum Field",
Stuff to Find,,,,,,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Clap, Hi-hat",-Used throughout the soundtrack-,
KORG,M1,Waveform,91 Saw Wave,To properly confirm,Moon Field,
?,?,,Lead Synth,,Start!,
Super Wagyan Land,,"(Released: December 13, 1991)",,(Music by: Norihiko Togashi),,
E-MU Systems,Proteus/1,Bank 0,008 MiniMoogBass,Part of the SNES SDK,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,014 Rock Drums 1,Part of the SNES SDK,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,028 Kyoto Forest,Part of the SNES SDK,"Stage 6, 16, 38",
KORG,M1,PROG,12 Trumpet,,"Stage Select, Stage 4, 8, 17, 23, 31",
KORG,M1,PROG,53 VoiceWave,,"Stage 1, 7, 19, 30, Stage 4, 8, 17, 23, 31",
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,-Used throughout the soundtrack-,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,,
KORG,M1,Waveform,99 DWGS Sine,Part of the SNES SDK,,
Roland,D-20,RHYTHM,P-51: UserPattern,"Clap, Agogo, High Timbale","Stage 2, 10, 15, 28, 40, Stage 3, 13, 20, 34",
Roland,L-CD1,Latin Percussion #3,P5 Steel Dr uni,To properly confirm ,-Used throughout the soundtrack-,
Roland,L-CD1,Synthesizer #1,P1 JP-8 Brass 1,From SD: The Great Battle,"Boss Intro, Last Stage, Last Battle",
Roland,U-220,Patch,P-05: Vibraphone [005],,"Boss Battle 2, Reunion Intro, Reunion, Ending",
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Snare, Elec Tom",-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-066: Calliope 1 [066],,"Stage 2, 10, 15, 28, 40, Stage 5, 14, 32, Stage 6, 16, 38, Rescued",
Stuff to Find,,,,,,
KORG,M1,Waveform,91 Saw Wave,To properly confirm - From Battle Dodge Ball,"Stage 11, 12, 18, 26",
?,?,,,Synth Guitar - Part of the SNES SDK,Boss Battle 1,
?,?,,,Woodblock - Part of the SNES SDK,-Used throughout the soundtrack-,
?,?,,,Shaker,"Stage 9, 24, 37",
SD The Great Battle II: Last Fighter Twin,,"(Released: March 27, 1992)",,(Music by: Norihiko Togashi),,
E-MU Systems,Proteus/1,Bank 0,028 Kyoto Forest,Part of the SNES SDK,,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,,
KORG,M1,PROG,21 MagicPiano,,"Opening, City, Tranquility, Fin",
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,,
Roland,D-20 ,RHYTHM,P-51: UserPattern,Conga,Misty Forest,
Roland,D-50,Bank 8,8-3 Synth Bass,,-Used throughout the soundtrack-,
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-22: Syn.Vox 2 [022],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Snare, Tom",-Used throughout the soundtrack-,
Stuff to Find,,,,,,
KORG,M1,Waveform,91 Saw Wave,To properly confirm - From Battle Dodge Ball,,
Roland,U-220,Timbre,T-014: E.Organ 1 [014],To properly confirm ,-Used throughout the soundtrack-,
?,?,,,Brass,,
?,?,,,"""Meow"" Brass",Moon Base,
Super Batter Up (NA) / Super Famista (JP),,"(Released: March 27, 1992)",,"(Music by: Yoshinori Kawamoto, Shinya Yamada)",,
KORG,M1,PROG,22 SoloSax,,-Used throughout both soundtracks-,
KORG,M1,PROG,36 SynthBass1,,"-Used throughout the Japanese soundtrack-, Game Over ~ Post Game Show (NA)",
KORG,M1EX,PROG,04 E.Bass 2,,-Used throughout both soundtracks-,
KORG,M1EX,PROG,12 Trombone,,"-Used throughout the Japanese soundtrack-, American National Anthem (NA), Canadian National Anthem (NA)",
KORG,M1EX,PROG,40 Gospelorg,,-Used throughout both soundtracks-,
Magical Tarurūto-kun: Magic Adventure,,"(Released: March 28, 1992)",,(Music by: Norihiko Togashi),,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,"Let's Start!, Town Where Everyone Lives, Let's Come Near a Little, The Blue Sky, Shaking Water Inside, Scary Place, The End, Stage Clear!",
KORG,M1,PROG,12 Trumpet,,,
KORG,M1,PROG,32 Double Reed,,-Used throughout the soundtrack-,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,SFX,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,SFX,
Roland,D-50,Bank 3,3-2 Gamelan Bell,,,
Roland,D-50,Bank 8,8-3 Synth Bass,,-Used throughout the soundtrack-,
Roland,L-CD1,Latin Percussion #3,P1 Steel Drum 1,,-Used throughout the soundtrack-,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-015 WOOD BLOCK,,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-023 AGOGO,,Mimora's Shop,
Roland,SN-U110-06 Orchestral Winds,,06-015 CLARINET 4,,"Town Where Everyone Lives, Shaking Water Inside",
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-05: Vibraphone [005],,,
Roland,U-220,Patch,P-06: Marimba [006],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Snare, Tom, Cabasa",-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-014: E.Organ 1 [014],To fully demo.,Doubtful Pavilion,
Roland,U-220,Timbre,T-046: PowerBrass 1 [046],"""Meow"" Brass",-Used throughout the soundtrack-,
Whirlo ★,,"(Released: July 23, 1992)",,"(Music by: Hiroshi Ebihara, Norihiko Togashi, Tarō Nakanobu)",,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,"Haunted Forest, Dark Clouds, Cauldra Castle, Caverns of the Nick Clan, Pirate Ship, Tree Island, Malix's Theme, Ending ~ The Valkyrie",
KORG,M1,PROG,12 Trumpet,,"Sunny Skies, Dark Clouds",
KORG,M1,PROG,32 Double Reed,,"Friendly Encounter, Cauldra Castle, Pirate Ship, Tree Island, Legendary Tower, Malix's Theme",
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,Sun Crystal!,
KORG,M1,Waveform,91 Saw Wave,Part of the SNES SDK,Sunny Skies,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,SFX,
Roland,D-50,Bank 2,2-3 Flute-Piano Duo,,"Friendly Encounter, Legendary Tower, Ending ~ The Valkyrie",
Roland,D-50,Bank 3,3-2 Gamelan Bell,,"Pre-Title Jingle, Password, A Sad Tale, Friendly Encounter, Haunted Forest, Cauldra Castle, Tree Island, Legendary Tower",
Roland,L-CD1,Latin Percussion #1,P2 Brazilian,Cuica,SFX,
Roland,L-CD1,Effects #1,P8 Bowls&Bells1,Jinglebell,SFX,
Roland,SN-U110-05 Orchestral Strings,,05-001 VIOLIN 1,,"Friendly Encounter, Pirate Ship, Song for the Golden Bird, Bad Music",
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,"Sunny Skies, Boss Battle, Dark Clouds, Malix's Theme, Ending ~ The Valkyrie",
Roland,U-220,Patch,P-06: Marimba [006],,"Main Theme, Password, Dark Clouds, Caverns of the Nick Clan, Tree Island",
Roland,U-220,Patch,P-22: Syn.Vox 2 [022],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Snare, Tom","Sunny Skies, Sun Crystal!, Dark Clouds, Caverns of the Nick Clan, Pirate Ship, Legendary Tower, Malix's Theme, Ending ~ The Valkyrie",
Roland,U-220,Timbre,T-021: Strings 3 [021],To be properly confirmed,-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-038: Syn.Bass 6 [038],,"Sunny Skies, Sun Crystal!, Boss Battle, Dark Clouds, Toadstool Cave, Legendary Tower",
3x3 Eyes: Seima Kōrinden,,"(Released: July 28, 1992)",,,,
E-MU Systems,Proteus/1,Bank 0,008 MiniMoogBass,Part of the SNES SDK,,
KORG,M1,PROG,06 Fretless,Part of the SNES SDK,,
KORG,M1,PROG,12 Trumpet,,,
KORG,M1,PROG,32 Double Reed,,,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave,,Battle 2,
Roland,D-50,Bank 1,1-2 Metal Harp,,"Map, Shop",
Roland,D-50,Bank 2,2-3 Flute-Piano Duo,,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-010 CONGA 3,,,
Roland,SN-U110-06 Orchestral Winds,,06-035 TIMPANI 2,,-Used throughout the soundtrack-,
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,,
Roland,U-220,Patch,P-01: Acoust Piano [001],To fully demo.,Temple,
Roland,U-220,Patch,P-17: Strings [017],,"Opening, Ending",
Roland,U-220,Patch,P-22: Syn.Vox 2 [022],,,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Snare, Hi-hat, Cymbal",,
Roland,U-220,Timbre,T-021: Strings 3 [021],To be properly confirmed,,
Yamaha,TX802,Bank A,54 PipeOrgan,Part of the SNES SDK,"India, Dungeon 1, Ending",
Kinnikuman: Dirty Challenger,,"(Released: August 21, 1992)",,,,
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,,
Roland,U-220,Patch,P-11: Heavy Guitar [011],,,
Roland,U-220,Patch,P-37: JP8.Brass [037],,,
Roland,U-220,Patch,P-55: Lunar Lead [055],,,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Snare, Tom",,
Roland,U-220,Timbre,T-014: E.Organ 1 [014],To fully demo.,,
Roland,U-220,Timbre,T-021: Strings 3 [021],To be properly confirmed,,
Roland,U-220,Timbre,T-031: Slap 7 [031],,-Used throughout the soundtrack-,
Cosmo Gang the Puzzle (SFC),,(Released: December 1992),,(Music by: Hiromi Shibano),,
KORG,01/W,PROG -> Bank A,A09 Total Kit,,-Used throughout the soundtrack-,
KORG,M1,PROG,16 PickBass,,-Used throughout the soundtrack-,
KORG,M1,PROG,23 Choir,,,
KORG,M1,PROG,35 BellRing,,,
KORG,M1,PROG,42 Overture,,,
KORG,M1EX,PROG,51 Piano2 8',,,
KORG,MSC-01S Variety,PROG,75 SquarePipe,,,
Stuff to Find,,,,,,
Roland,L-CD1,,,,,
Super Famista 2,,"(Released: March 12, 1993)",,,,
KORG,01/W,PROG -> Bank A,A02 Orchbrass,,-Used throughout the soundtrack-,
KORG,M1,PROG,22 SoloSax,,,
KORG,M1,PROG,36 SynthBass1,,-Used throughout the soundtrack-,
KORG,M1EX,PROG,12 Trombone,,,
KORG,M1EX,PROG,51 Piano2 8',,,
Stuff to Find,,,,,,
Roland,L-CD1,,,,,
Dragon Ball Z: Super Butōden,,"(Released: March 20, 1993)",,,,
KORG,01/W,PROG -> Bank A,A59 Orch Hit,,-Used throughout the soundtrack-,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,-Used throughout the soundtrack-,
Yamaha,SY22,Internal ROM -> BANK 2,34 BA-Trad,,-Used throughout the soundtrack-,
Yamaha,SY22,Internal ROM -> BANK 2,56 BR-Zeus,,-Used throughout the soundtrack-,
Yamaha,SY22,Internal ROM -> BANK 2,68 WN-Flute,,"Opening Title, Theme of Freeza, Theme of Android 16, Game Over",
Super Wagyan Land 2,,"(Released: March 25, 1993)",,,,
KORG,M1,PROG,09 Drums #1,Part of the SNES SDK,,
KORG,M1,PROG,12 Trumpet,,,
KORG,M1,PROG,68 Block,,,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1EX,PROG,04 E.Bass 2,,,
KORG,M1EX,PROG,14 Banjo,,,
KORG,MSC-10S Ethnic 1,PROG,05 Carribean,,,
Roland,SN-U110-02 Latin & F.X. Percussions,,02-023 AGOGO,,,
Roland,U-220,Patch,P-12: E.Organ 1 [012],,,
The Great Battle III,,"(Released: March 26, 1993)",,(Music by: Norihiko Togashi),,
KORG,01/W,PROG -> Bank A,A59 Orch Hit,,Swift Mountain Rapids,
KORG,01/W,PROG -> Bank B,B39 Timpani,,-Used throughout the soundtrack-,
KORG,M1,PROG,32 Double Reed,,"Mystical Shop, Ending Parade",
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,-Used throughout the soundtrack-,
KORG,M1,Waveform,91 Saw Wave + 93 25% Wave,Part of the SNES SDK,,
KORG,M1,Waveform,99 DWGS Sine,Part of the SNES SDK,,
Roland,D-50,Bank 1,1-2 Metal Harp,,"Castle of Darkness, Game Over",
Roland,D-50,Bank 1,1-5 Horn Section,,-Used throughout the soundtrack-,
Roland,D-50,Bank 2,2-3 Flute-Piano Duo,,Mystical Shop,
Roland,D-50,Bank 3,3-2 Gamelan Bell,,"Opening Story (part 1), Mystical Shop, Treasure Hoard Labyrinth, Foreboding Ghost Town, Ending Parade, Staff Roll",
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-22: Syn.Vox 2 [022],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],Snare,-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-014: E.Organ 1 [014],To fully demo.,,
Roland,U-220,Timbre,T-021: Strings 3 [021],To be properly confirmed,-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-031: Slap 7 [031],,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
Roland,D-70,TONES,I2 43 NOISE 1,,"Treasure Hoard Labyrinth, Cheering",
Battle Dodge Ball II,,"(Released: July 23, 1993)",,,,
KORG,M1,PROG,01 Piano16',,Ending,
KORG,M1,PROG,94 E.Guitar1,,-Used throughout the soundtrack-,
KORG,M1,Waveform,99 DWGS Sine,,Kamen Rider's Arena,
Roland,U-220,Patch,P-11: Heavy Guitar [011],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-12: E.Organ 1 [012],,,
Roland,U-220,Patch,P-20: Choir [020],,Ending,
Roland,U-220,Patch,P-36: Saxophone [036],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-37: JP8.Brass [037],,-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-2: Dry Set [002],Snare,,
Crayon Shin-chan: Arashi wo Yobu Enji (SFC) ★,,"(Released: July 30, 1993)",,(Music by: Norihiko Togashi),,
AKAI,S1100,SL3021 WIND #1,FLUTE,FLUTE C5,-Used throughout the soundtrack-,
AKAI,S1100,SL3056 SHAMISEN,SYAMISEN,SYAMI-3 F1#,Conversation,
AKAI,S1100,SAMPLE WAVE MIXING SWM #3,SYM+BASSCOMB,SYNTHC2,-Used throughout the soundtrack-,
KORG,M1,PROG,12 Trumpet,,Boss Game 3 (Concentration),
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,SFX,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,SFX,
KORG,M1,Waveform,99 DWGS Sine,Part of the SNES SDK,SFX,
KORG,MSC-02S Synth 1,PROG,20 Busy Talk,,"Boss Game 1 (Card Search), Boss Game 4 (Slide Puzzle)",
Roland,D-50,Bank 3,3-2 Gamelan Bell,,"Mini Game, Stage 2 (Summer), Boss Game 3 (Concentration), Ending",
Roland,D-50,Bank 6,6-2 Oriental Bells,,"Boss Game 1 (Card Search), Stage 3 (Autumn), Boss Game 3 (Concentration), Game Over, Area Clear",
Roland,L-CD1,Electric Piano #2,P4 Clav 1,From Pop'n TwinBee,"Stage 3 (Autumn), Stage 4 (Winter), Game Over",
Roland,SN-U110-02 Latin & F.X. Percussions,,02-015 WOOD BLOCK,,Stage 4 (Winter),
Roland,SN-U110-06 Orchestral Winds,,06-015 CLARINET 4,,"Title, Boss Game 3 (Concentration), Boss Game 4 (Slide Puzzle)",
Roland,SN-U110-10 Rock Drums,,10-001 ROCK DRUMS,Kick,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-04: Bright EP [004],,"Title, Boss Game 2 (Flag Rising)",
Roland,U-220,Patch,P-06: Marimba [006],,"Mini Game, Ending",
Roland,U-220,Patch,P-07: Bell [007],,Boss Game 4 (Slide Puzzle),
Roland,U-220,Patch,P-20: Choir [020],,Title,
Roland,U-220,Patch,P-32: Velo Trumpet [032],,"Title, Conversation",
Roland,U-220,Patch,P-35: BrassSection [035],,Title,
Roland,U-220,Patch,P-36: Saxophone [036],,Boss Game 3 (Concentration),
Roland,U-220,Rhythm Set,R-1: Standard Set [001],"Snare, Tom, Cowbell, Cabasa",-Used throughout the soundtrack-,
Roland,U-220,Rhythm Set,R-1: Standard Set [001],Crash Cymbal,Title,
Roland,U-220,Timbre,T-014: E.Organ 1 [014],To fully demo.,,
Roland,U-220,Timbre,T-046: PowerBrass 1 [046],"""Meow"" Brass","Mini Game, Boss Game 2 (Flag Raising), Boss Game 4 (Slide Puzzle)",
Sound Ideas,Hollywood Series 4000,4001-62-08,"CARTOON, HORN","BICYCLE HORN, THREE SINGLE TOOTS",Boss Game 1 (Card Search),
J.League Soccer Prime Goal,,"(Released: August 6, 1993)",,(Music by: Kouji Nakagawa),,
KORG,M1,Waveform,32 Brass 1,,"Opening, Time Up, End League, Victory",
Roland,L-CD1,Alto Saxophone (JP),P3 A.Sax ff,,"Opening,",
Roland,L-CD1,S-330 System #1 Multi Patch,P2 Slap Bass,,"Opening, Time Up, End League, Victory",
Pac-Attack (SNES),,,,,,
SNES,,(Released: October 1993),,(Music by: Hiromi Shibano),,
KORG,MSC-02S Synth 1,PROG,20 Busy Talk,,Puzzle Fever,
Roland,L-CD1,Acoustic Piano #2,P3 Forte Piano,,"Puzzling Situation, Ending",
Roland,L-CD1,Electric Guitar #1 JP,?,,"Title Theme, Puzzle Fever, Puzzle Pit Fight",
Roland,L-CD1,GT Drums,P1 GT Drums,"Open Hihat, Cowbell",-Used throughout the soundtrack-,
Roland,L-CD1,Industrial Strength Techno Perc.,P7 Zap! Perc,,"Menu Selection, Puzzling Situation",
Roland,L-CD1,Woodwinds #1 JP,P1 Flute 1,,"The Can-Can, Game Over, Staff Roll",
Roland,R-8,Internal,19 PICCOLO SNARE 1,,-Used throughout the soundtrack-,
Yamaha,TX802,Bank A,23 Flute,Layered with VibraPhone,"The Can-Can, The High Life, Puzzle Pit Fight, Ending, Unknown Jingle",
Yamaha,TX802,Bank B,21 VibraPhone,Layered with Flute,"The Can-Can, The High Life, Puzzle Pit Fight, Ending, Unknown Jingle",
Stuff to Find,,,,,,
KORG,01/W,PROG -> Bank A,A09 Total Kit,To properly check,-Used throughout the soundtrack-,
Roland,?,,Octave Brass,,-Used throughout the soundtrack-,
Yamaha,?,,FM Clav,,"Title Theme, Menu Selection",
Yamaha,?,,FM Bass,From Cosmo Gang the Puzzle,,
?,?,,Funk Guitar Chord,,"Puzzle Fever, The Can-Can, The High Life, Puzzle Pit Fight",
?,?,,Fingered Bass,,-Used throughout the soundtrack-,
Ridge Racer,,,,,,
Main Game - Arcade,,(Released: October 1993),,"(Music by: Shinji Hosoe, Nobuyoshi Sano, Ayako Saso)",,
"Sample: A Homeboy, a Hippie & a Funki Dredd",Total Confusion,,Timestamp 0:04,could be from a sample CD or another 2nd hand source,Speedster,
Sample: Kraftwerk,Boing Boom Tschak,,Timestamp 0:00,,"Rhythm Shift, Win Win Win",
Sample: Kraftwerk,Electric Café,,Timestamp 1:49,,Rhythm Shift,
Sample: Michael Guinn,Ridge Racer Announcer,,"""Trying for a gold by going the other way around huh? You're crazy!"" (reversed)",,Rotterdam Nation,
Sample: Top Buzz,Livin' In Darkness,,Timestamp 0:00,drumloop + vinyl spinback made from drumloop,Speedster,
AMG & Hit Music,Coldcut - Kleptomania!,Track 47 - Male Spoken Vox -> Sample 11,Fire Vox 1,,Speedster,
AMG & Hit Music,Megabass Remix Vol. 1,Track 02 - Slow Loops 1 -> Sample 3,Padlock the Funk - 103 BPM,,"Rare Hero, Feeling Over",
AMG & Hit Music,Megabass Remix Vol. 1,Track 18 - Rave Loops 1 -> Sample 1,Rumbles - 144 BPM,,"Feeling Over, Speedster",
AMG & Hit Music,Megabass Remix Vol. 1,Track 19 - Rave Loops 2 -> Sample 7,Stampeder - 136 BPM,,Rhythm Shift,
AMG & Hit Music,Megabass Remix Vol. 1,Track 20 - Rave Loops 3 -> Sample 4,Skitsofrenism - 151 BPM,,"Feeling Over, Rhythm Shift, Win Win Win",
AMG & Hit Music,Megabass Remix Vol. 1,Track 23 - Human Beatbox -> Sample 5,Boom Shdit Lick,,"Feeling Over, Rotterdam Nation",
AMG & Hit Music,Megabass Remix Vol. 1,Track 26 - Vocal Phrases 3 -> Sample 3,Hardcore,,"Rhythm Shift, Win Win Win",
AMG & Hit Music,Megabass Remix Vol. 1,Track 32 - Vocal Phrases 9 -> Sample 12,Dance while the Record,,"Feeling Over, Speedster",
AMG & Hit Music,Megabass Remix Vol. 1,Track 33 - Vox Shorts 1 -> Sample 1,Rave Whoop,,"Rotterdam Nation, Speedster, Win Win Win",
AMG & Hit Music,Megabass Remix Vol. 1,Track 33 - Vox Shorts 1 -> Sample 2,Like This,,Rhythm Shift,
AMG & Hit Music,Megabass Remix Vol. 1,Track 34 - Vox Shorts 2 -> Sample 9,Rave Wooaah,,"Speedster, Rhythm Shift",
AMG & Hit Music,Megabass Remix Vol. 1,Track 36 - Vox Shorts 4 -> Sample 5,Let it Hit Em,,Rare Hero,
AMG & Hit Music,Megabass Remix Vol. 1,Track 36 - Vox Shorts 4 -> Sample 7,Drop The Bass Now,,Rhythm Shift,
AMG & Hit Music,Megabass Remix Vol. 1,Track 38 - Vox Shorts 6 -> Sample 11,Pump This Party,,"Speedster, Rhythm Shift",
AMG & Hit Music,Megabass Remix Vol. 1,Track 42 - Sung Vox-Chants 2 -> Sample 4,Ease the Pressure,,Feeling Over,
AMG & Hit Music,Megabass Remix Vol. 1,Track 47 - Moon Vox -> Sample 6,History,,Speedster,
AMG & Hit Music,Megabass Remix Vol. 1,Track 47 - Moon Vox -> Sample 7,Truly On,,Speedster,
AMG & Hit Music,Megabass Remix Vol. 1,Track 51 - Live Crowd 1 -> Sample 7,Go!,,"Feeling Over, Speedster",
AMG & Hit Music,Megabass Remix Vol. 1,Track 52 - Live Crowd 2 -> Sample 8,Are you Ready,,Feeling Over,
AMG & Hit Music,Megabass Remix Vol. 1,Track 53 - FX 1 -> Sample 2,Gamezone,,Win Win Win,
AMG & Hit Music,Megabass Remix Vol. 1,Track 53 - FX 1 -> Sample 8,Rise Siren,,"Rotterdam Nation, Speedster",
AMG & Hit Music,Megabass Remix Vol. 1,Track 53 - FX 1 -> Sample 9,UHF Static,,"Rotterdam Nation, Speedster",
AMG & Hit Music,Megabass Remix Vol. 1,Track 56 - Stab -> Sample 3,Stab Decline,,Speedster,
AMG & Hit Music,Megabass Remix Vol. 1,Track 56 - Stab -> Sample 8,Freestyle A Sharp Stab,,Speedster,
AMG & Hit Music,Megabass Remix Vol. 1,Track 60 - Rave Sound 2 -> Sample 2,Selfish,,Rhythm Shift,
AMG & Hit Music,Megabass Remix Vol. 1,Track 60 - Rave Sound 2 -> Sample 12,Rich Tea,,Feeling Over,
AMG & Hit Music,Megabass Remix Vol. 1,Track 60 - Rave Sound 2 -> Sample 13,Reggie Mental,,"Feeling Over, Rotterdam Nation, Win Win Win",
AMG & Hit Music,Megabass Remix Vol. 1,Track 61 - Rave Sound 3 -> Sample 8,ltalo Bleep,,Feeling Over,
AMG & Hit Music,Megabass Remix Vol. 1,Track 61 - Rave Sound 3 -> Sample 11,Doom Echo,,Rhythm Shift,
AMG & Hit Music,Megabass Remix Vol. 1,Track 62 - Rave Sound 4 -> Sample 6,Dream Scape,,"Feeling Over, Rotterdam Nation, Speedster, Rhythm Shift",
AMG & Hit Music,Megabass Remix Vol. 1,Track 62 - Rave Sound 4 -> Sample 9,Noise Lead,,"Feeling Over, Speedster",
