Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Steinberg,HALion Symphonic Orchestra,,Bassoon Combi,,Beautiful Prison,
Steinberg,HALion Symphonic Orchestra,,Clarinet Combi,,Beautiful Prison,
Steinberg,HALion Symphonic Orchestra,,Ensemble Strings Tutti Combi,,Keychain Collection,
Steinberg,HALion Symphonic Orchestra,,Flute Combi,,"Keychain Collection, Helper to Hero",
Steinberg,HALion Symphonic Orchestra,,Glockenspiel,,Floral Fields,
Steinberg,HALion Symphonic Orchestra,,Horns Tutti Combi,First note uses C#0 Key Switch: Accent,"Dedede's Royal Payback, Keychain Collection",
Steinberg,HALion Symphonic Orchestra,,Oboe Combi,C#0 Key Switch: Accent,"Beautiful Prison, Keychain Collection",
Steinberg,HALion Symphonic Orchestra,,Piatti A Due Combi,,3DS Banner,
Steinberg,HALion Symphonic Orchestra,,Piccolo Combi,,"Must Dash, Ripple Red",
Steinberg,HALion Symphonic Orchestra,,Snare Combi ,,"Dark Clouds, Beautiful Prison",
Steinberg,HALion Symphonic Orchestra,,Tam Tam Combi ,,Dark Clouds,
Steinberg,HALion Symphonic Orchestra,,Trombones Tutti Combi,Raise modwheel to max,Dark Clouds,
Steinberg,HALion Symphonic Orchestra,,Trumpets Tutti Combi,,"Mountains in an Angry Sky, Dedede's Royal Payback",
Steinberg,HALion Symphonic Orchestra,,Xylophone,,Reflected Laughter,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,-Used throughout the soundtrack-,
Synthogy,Ivory II,Programs -> Studio 7ft,Studio C7 Grand 16,,"Green Greens, Four-Way Fight in Coo's Forest",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 01 Solo strings,01S Solo violin,,"Waking to a Flowery Coup!, Mysterious Rolling Boulders from Afar, Toy Rhythm, Silver Snow Story, The World to Win, Soul of Sectonia, Staff Roll 2",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 01 Solo strings,02S Solo viola,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 01 Solo strings,03S Solo cello,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 02 Chamber strings,14S Chamber basses,,"Mysterious Rolling Boulders from Afar, Staff Roll 2",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 03 Orchestral strings,21S Strings violins,,Spring Smash Factory,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 03 Orchestral strings,23S Strings cellos,,"Hypernova Inhale, Fatal Blooms in Moonlight, One of the Miracles",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 05 Harp ,41S Harp,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 11 Flutes ,01S Piccolo,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 11 Flutes ,02S Flute 1 ,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 12 Oboes,11S Oboe french,,"Mysterious Trap, Fatal Blooms in Moonlight",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 12 Oboes ,14S English horn,,"Mysterious Rolling Boulders from Afar, One of the Miracles, A Well-Earned Rest",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 12 Oboes,"15S Oboe ensemble
",,Hypernova Inhale,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 13 Clarinets,22S Clarinet Bb ,,"A Forest Hike, Mysterious Trap",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 13 Clarinets,23S Bass clarinet,,Divine Beauty,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 13 Clarinets,25S Clarinet ensemble,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 14 Bassoons,31 Bassoon,,"Waking to a Flowery Coup!, Taranza, the Master of Puppetry",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 21 Horns,03S Horn ensemble - a4,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 22 Trumpets,12S Trumpet C,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 22 Trumpets,14S Trumpet ensemble,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 31 Keyboards,04S Celesta,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,05S Glockenspiel,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,06S Xylophone,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,07S Vibraphone,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,08S Marimbaphone,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,11S Timpani,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,12S Drums,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,13S Cymbals+Gongs,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,14S Percussion,,-Used throughout the soundtrack-,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,15S Tubular Bells,,-Used throughout the soundtrack-,
Wizoo,Platinum 24 - Latin Percussion,CD 2 -> Partition A,BONGO A,Todo: Replace path with HALion version,Spinning Jungle,
Wizoo,Platinum 24 - Latin Percussion,CD 2 -> Partition A,TIMBALES A,Todo: Replace path with HALion version,Spinning Jungle,
Wizoo,Platinum 24 - Latin Percussion,CD 2 -> Partition B,CONGA B,Todo: Replace path with HALion version,Spinning Jungle,
Wizoo,Platinum 24 - Latin Percussion,CD 2 -> Partition B,TUMBA B,Todo: Replace path with HALion version,Spinning Jungle,
Wizoo,Platinum 24 - Latin Percussion,CD 2 -> Partition E,05 WOODBLOCK,Todo: Replace path with HALion version,Mysterious Rolling Boulders from Afar,
All other documented instruments were ripped from previous Kirby titles.,,,,,,
Live Recording: Jun Ishikawa,Electric Guitar,,,Ripped from Kirby Super Star Ultra,True Arena Showdown,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],Ripped from Kirby 64,"Keychain Collection, Floral Fields, Reflected Laughter, Moutains in an Angry Sky, Moonlight Capital, Dedede's Royal Payback, Beautiful Prison",
Roland,U-220,Patch,P-41: Fantasia [041],Ripped from the SNES games,Floral Fields,
Stuff to Find,,,,,,
Steinberg,HALion Sonic 2,,3 Saw Comp,,Spring Smash Factory,
Steinberg,HALion Sonic SE,Artist Library,Hardcore Kit,,Results (Dedede's Drum Dash),
?,?,,Trumpet,"Read note (equipment checked), also in RtDL's ""Four Adventurers: Cookie Country""","The Cave in the Sky, A Forest Hike, Fatal Blooms in Moonlight, The World to Win",
?,?,,Mellotron Strings,,Moonlight Capital,
?,?,,Dulcimer/12 String Guitar,"Read note (equipment checked), also in RtDL's ""Sunny with a Chance of Oasis""",Sky at Sunset,
?,?,,Flute,Read note (equipment checked),Select a File!,
?,?,,Electric Piano,Read note (equipment checked),Select a File!,
?,?,,Bass,,The Cave in the Sky,
?,?,,Percussion,,The Cave in the Sky,
?,?,,Synth Bass,,"Mysterious Rolling Boulders from Afar, Toy Rhythm",
?,?,,"Sitar, detuned",seems to just be another instance Sonik Synth's but detuned? Todo: look into this,Mysterious Trap,
?,?,,Organ,Read note (equipment checked),A Forest Hike,
?,?,,Synth keyboard thing,"Also in RtDL's ""Mid-Boss Battle in Another World""",One of the Miracles,
?,?,,Synths,,Spring Smash Factory,
?,?,,Vibraslap,Read note (equipment checked),Fatal Blooms in Moonlight,
Dedede's Drum Dash Deluxe,,"(Released: July 23, 2014)",,(Music by: Hirokazu Ando),,
Live Recording: Hirokazu Ando,Ernie Ball Music Man Bongo 4HH,,,,Secret Staff Credits,
Live Recording: Hirokazu Ando,Suzuki Andes 25F,,,,"Bonus: C-R-O-W-N-E-D, Secret Staff Credits",
Live Recording: Hirokazu Ando,Suzuki Melodion,,,,"Bonus: C-R-O-W-N-E-D, Secret Staff Credits",
Live Recording: Hirokazu Ando,Ukulele,,,,Secret Staff Credits,
Sample: HAL Laboratory,NES Ricoh 2A03,,,Various,Bonus: C-R-O-W-N-E-D (Reprise),
IK Multimedia,Miroslav Philharmonik,Strings -> Solo Strings -> Solo Viola,Viola 2,,Title,
IK Multimedia,Miroslav Philharmonik,Woodwinds -> Solo Woodwinds -> Solo Clarinets,Clarinet Portato Med,,Title,
IK Multimedia,Miroslav Philharmonik,Woodwinds -> Solo Woodwinds -> Solo Flutes,Flute Portato 2,,Title,
IK Multimedia,OmniSynth,OmniSynth GM,111 FIDDLE,Read note,Level 5: City,
IK Multimedia,SampleTank 2.5 XL,Ethnic,Accordion Musette,,Bonus: C-R-O-W-N-E-D (Reprise),
IK Multimedia,SampleTank 2.5 XL,Ethnic,Mandolin V-Trem,,"Bonus: C-R-O-W-N-E-D, Bonus: C-R-O-W-N-E-D (Reprise)",
IK Multimedia,SampleTank 2.5 XL,Percussion,Musical Box,,"Level 1: Floral Fields, Level 4: Bouncing Boss Battle",
IK Multimedia,Sonik Synth 2,A Synths -> B Synth Pads -> Misc Pads,027 Phatty Box,,Bonus: C-R-O-W-N-E-D (Reprise),
IK Multimedia,Sonik Synth 2,B Keyboards -> C EP+Clav,001 Chorus Rhodez EP,,"Bonus: C-R-O-W-N-E-D, Bonus: C-R-O-W-N-E-D (Reprise)",
IK Multimedia,Sonik Synth 2,C Guitar+Bass -> C Bass,003 Hofnr Bass,,"Tutorial / Delete Data?, Bonus: C-R-O-W-N-E-D (Reprise)",
IK Multimedia,Sonik Synth 2,D Drums+Perc -> A FX-Electronic Kits,031 80s Arcade Kit,Snare,Bonus: C-R-O-W-N-E-D (Reprise),
IK Multimedia,Sonik Synth 2,D Drums+Perc -> A FX-Electronic Kits,037 Electric Kit 808,,"Bonus: C-R-O-W-N-E-D, Bonus: C-R-O-W-N-E-D (Reprise)",
IK Multimedia,Sonik Synth 2,D Drums+Perc -> B I Map Acst Kits,019 IMap Real IT Kit,,Level 5: City,
IK Multimedia,Sonik Synth 2,D Drums+Perc -> F Chromatic Perc,003 Rswd Marimba,,Bonus: C-R-O-W-N-E-D,
IK Multimedia,Sonik Synth 2,E Brass+Winds -> B Winds,036 Harmonica Lewinski,Increase start point + Decrease decay,Level 1: Floral Fields,
IK Multimedia,Sonik Synth 2,F Orch Textures -> A Strings,002 Pizzicato STR,,Bonus: C-R-O-W-N-E-D (Reprise),
IK Multimedia,Sonik Synth 2,G Vocal Textures,005 Ahh Choir,,Bonus: C-R-O-W-N-E-D (Reprise),
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,"Level 1: Floral Fields, Level 4: Bouncing Boss Battle, Bonus: C-R-O-W-N-E-D, Bonus: C-R-O-W-N-E-D (Reprise)",
Synthogy,Ivory II,Programs -> Studio 7ft,Studio C7 Grand 16,,"Title, Level 5: City",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 01 Solo strings,01S Solo violin,,Tutorial / Delete Data?,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 11 Flutes ,01S Piccolo,,Level 4: Bouncing Boss Battle,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 13 Clarinets ,22S Clarinet Bb,,"Tutorial / Delete Data?, Level 5: City",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,05S Glockenspiel,,Tutorial / Delete Data?,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,08S Marimbaphone,,Tutorial / Delete Data?,
Stuff to Find,,,,,,
IK Multimedia,SampleTank 2.5 XL,,Drums,,Secret Staff Credits,
?,?,,Organ,,Secret Staff Credits,
Kirby Fighters Deluxe,,"(Released: July 23, 2014)",,(Music by: Hirokazu Ando),,
Live Recording: Hirokazu Ando,Ernie Ball Music Man Bongo 4HH,,,,Staff Credits,
IK Multimedia,SampleTank 2.5 XL,Synth -> Lead,Rabbit,,Title,
IK Multimedia,SampleTank 2.5 XL,Woods and Winds,Recorder,,Staff Credits,
IK Multimedia,Sonik Synth 2,B Synth Pads -> Analog Synth Pads,007 Power Pad,,History of Dedede,
IK Multimedia,Sonik Synth 2,E Brass+Winds -> B Winds,036 Harmonica Lewinski,Increase start point + Decrease decay,Staff Credits,
Native Instruments,Kontakt Factory Library,Band -> 5 - Guitar,Nylon Guitar,,Ability Select,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,"History of Dedede, Staff Credits",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 01 Solo strings,03S Solo cello,,Results Screen,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 31 Keyboards,04S Celesta,,"Results Screen, Staff Credits",
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,05S Glockenspiel,,Staff Credits,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,07S Vibraphone,,Staff Credits,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,12S Drums,,Results Screen,
Stuff to Find,,,,,,
?,?,,Room toms,,"Title, History of Dedede, Versus Jingle, Staff Credits",
Kirby and the Rainbow Curse,,"(Released: January 22, 2015)",,"(Music by: Megumi Ohara, Shogo Sakai)",,
Streamed Audio,,,,,,
Live Recording: ?,Recorder,,,,"Learn the Controls!, Reading the Secret Diary",
Live Recording: ?,Saxophone,,,,Moonlight Capital,
Live Recording: Shogo Sakai,MORRIS GUITARS W-50,,,"Tweet, likely referring to his MORRIS GUITARS W-50",-Used throughout the soundtrack-,
Live Recording: Shogo Sakai,Fender 1979 Stratocaster,,,"Tweet, likely referring to his Fender 1979 Stratocaster",-Used throughout the soundtrack-,
Live Recording: Shogo Sakai,Ukulele,,,Tweet,"Through the Sky, Reading the Secret Diary, Drifting on the Waves, Beware the Forest Fungus, Gondola Ride",
AMG,Kick-Ass Brass!,,KAB Trombone,,"Watch Out for That Sloth, Kirby + Kirby",
AMG,Kick-Ass Brass!,,KAB Trumpet,,-Used throughout the soundtrack-,
Apple,EXS24,01 Acoustic Pianos,Steinway Grand Piano 2,,-Used throughout the soundtrack-,
Apple,EXS24,03 Drums & Percussion -> 01 Acoustic Drum Kits,Cavern Kit,,Scared of Getting Seared,
Apple,EXS24,03 Drums & Percussion -> 01 Acoustic Drum Kits,Studio Brush Kit,,"Opening, Main Menu, The Adventure Begins, Go for the Giant Star, Watch Out for That Sloth",
Apple,EXS24,03 Drums & Percussion -> 02 Electronic Drum Kits,2-Step Remix,,Infiltrate the Junk Factory!,
Apple,EXS24,05 Synthesizers -> 04 Sequence Elements,Beach Bells,,Infiltrate the Junk Factory!,
Apple,EXS24,07 Pop Horns,Soprano Sax,,Rainbow Across the Skies,
Apple,EXS24,08 Guitars -> 01 Acoustic Guitars,12 String Acoustic Guitar,,"Crossing the Sands, Rainbow Across the Skies, Hit the Switch, Vegetable Valley, Snowball Scuffle",
Apple,EXS24,08 Guitars -> 01 Acoustic Guitars,Classical Acoustic Guitar,,"Figurine Showcase, Close to the Surface, Deep-Divin' Kirby Submarine",
Apple,EXS24,08 Guitars -> 01 Acoustic Guitars,Roundback Acoustic Guitar,,Crossing the Sands,
Apple,EXS24,08 Guitars -> 01 Acoustic Guitars,Steel String Acoustic 1,,Woodland Battle,
Apple,EXS24,08 Guitars -> 02 Electric Guitars,Sunburst Power Chords,,Revenge of the Enemy,
Apple,EXS24,09 Orchestral -> 01 Woodwinds,Bassoon Solo,,Battle with Claycia,
Apple,EXS24,09 Orchestral -> 01 Woodwinds,Clarinet Solo,,Battle with Claycia,
Apple,EXS24,09 Orchestral -> 01 Woodwinds,Flute Solo,,Rainbow Across the Skies,
Apple,EXS24,09 Orchestral -> 01 Woodwinds,Flutes,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 01 Woodwinds,Oboe Solo,,Battle with Claycia,
Apple,EXS24,09 Orchestral -> 02 Brass,Trombones,,Opening,
Apple,EXS24,09 Orchestral -> 02 Brass,Trumpets,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 03 Percussion,Orchestral Kit,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 04 Tuned Percussion,Glockenspiel,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 04 Tuned Percussion,Tubular Bells,,"Dig and Dash, A Bad Feeling..., Sky Tower",
Apple,EXS24,09 Orchestral -> 04 Tuned Percussion,Timpani,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 04 Tuned Percussion,Timpani Tremolo Crescendo,,Opening,
Apple,EXS24,09 Orchestral -> 04 Tuned Percussion,Xylophone,,"Time's Almost Up!, Level Clear, Find the Weak Point, Fever Time!, Undersea Level Clear, Back to Dream Land",
Apple,EXS24,09 Orchestral -> 05 Keyboards,Celesta,,"Opening, Collecting Stars, Back to Dream Land",
Apple,EXS24,09 Orchestral -> 06 Harp,Harp,,-Used throughout the soundtrack-,
Apple,EXS24,09 Orchestral -> 09 Strings,String Ensemble Legato,,"Opening, Up the Big Ol' Tree",
Apple,EXS24,09 Orchestral -> 09 Strings,String Ensemble Trill 01,,Opening,
Apple,EXS24,09 Orchestral -> 09 Strings,String Ensemble Trill 02,,Opening,
Apple,EXS24,10 World -> 01 African,African Marimba,,"Up the Big Ol' Tree, Beware the Forest Fungus, Gondola Ride, Burning Secrets, Volcanic Panic, Alone Again, Wonder Space",
Apple,EXS24,10 World -> 03 Caribbean,Caribbean Steel Drums,,"The Sea, Drifting on the Waves, Boss of the Sea, Ice Cream Island",
Apple,EXS24,10 World -> 04 European,Celtic Hammered Dulcimer,,Burning Secrets,
Apple,EXS24,10 World -> 04 European,Medieval Recorder,,"Up the Big Ol' Tree, Figurine Showcase, Dig and Dash, Crossing the Sands, Space Area, Coo's Theme",
Apple,EXS24,10 World -> 04 European,Polka Accordion,,"Time's Almost Up!, The Long-Lost Ruins, Find the Weak Point, Top Ride Medley, Space Area, Reflected Laughter, Sky Tower",
Apple,EXS24,10 World -> 04 European,Tango Accordion,,Coo's Theme,
Apple,EXS24,10 World -> 05 Middle Eastern,Turkish Oud Lute,,"Dig and Dash, The Long-Lost Ruins",
Apple,EXS24,10 World -> 08 South Asian,Indian Sitar,,"The Desert, Dig and Dash",
Apple,Logic Pro X,Drum Kit,SoCal,,-Used throughout the soundtrack-,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 01 Synth Leads,Analog Dark Square,,The Beginner's Room,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 01 Synth Leads,Funky Octavia,,Vegetable Valley,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 01 Synth Leads,Power Sync,,The Haunted Ship,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 01 Synth Leads,Warm Analog Lead,,"Vegetable Valley, Big Forest",
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 02 Synth Bass,FM Space Bass,,"Deep-Divin' Kirby Submarine, Infiltrate the Junk Factory!",
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 03 Synth Pads,Moving Pad,,Infiltrate the Junk Factory!,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 03 Synth Pads,Organ Space,,Junk Airspace,
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 05 Sequence Elements,Analog Space Pulse,Disable effects,"In Dark Waters, Ice Cream Island, Butter Building",
Apple,Logic Pro X,Legacy -> Logic -> 06 Synthesizers -> 13 Warped Synths,Phantom Winds,,Junk Airspace,
Apple,Loops,Apple Loops for GarageBand,Shaker 07,,"Close to the Surface, Kirby Submarine's Torpedo Time",
Native Instruments,Kontakt Factory Library,Band -> 5 - Guitar,Nylon Guitar,,"Top Ride Medley, Figurine Showcase, Challenge Mode, Learn the Controls!",
Native Instruments,Kontakt Factory Library,Vintage -> Mellotron,Mellotron Flutes,,Rainbow Resort,
Roland,SOUND Canvas SC-8850,SC-55 Map ,019 000 Organ 3,Read note,Revenge of Meta Knight: Ending,
Roland,SOUND Canvas SC-8850,SC-88 Map -> Drum Set ,002 Standard Kit 2,,Revenge of Meta Knight: Ending,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,057 000 Trumpet,,Revenge of Meta Knight: Ending,
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,050 ETHNIC,,More Dig and Dash,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 105 Sitar,,More Dig and Dash,
Roland,SOUND Canvas SK-88 Pro,SC-88Pro Map,061 024 F.Horn Rip,,Forest Stage,
Synthogy,Ivory II,Programs -> Studio 7ft,Studio C7 Grand 16,,C-R-O-W-N-E-D,
Yamaha,MOTIF-RACK ES,DRM -> PRE,001 Dr:Hyper Std,,The Adventure Begins,
Stuff to Find,,,,,,
AMG,Kick-Ass Brass!,,,,"The Adventure Begins, Great Cave Escape, Kirby Rocket's Big Blastoff, Alone Again, Rainbow Across the Skies",
Roland,SRX-06 Complete Orchestra,XP-X,131 Big Hit Maj2,also in some other songs,"Challenge Mode, King Dedede's Theme, Studying the Factory",
Roland,SRX-09 World Collection,XP-X,084 Tambura SRX,,Dig and Dash,
Apple,Logic Pro,,,Bass,Title Theme,
Apple,Logic Pro,,,Cello - To confirm,Sky Tower,
Apple,Logic Pro,,,Clavinet,C-R-O-W-N-E-D,
Apple,?,,,Accordion,Sky Tower,
Apple,?,,,Drum Kit,Sky Tower,
Best Service,Advanced Orchestra,,,,Evade and Dig and Dash,
Roland,SOUND Canvas SC-8850,,,,"Green Greens, Evade and Dig and Dash, More Dig and Dash, Revenge of Meta Knight: Ending",
Roland,SRX-06 Complete Orchestra,,,Tubular Bells,Battle with Claycia,
Roland,SRX-07 Ultimate Keys,,,Slap Bass,Gulpy Ghost,
Roland,SRX-09 World Collection,,,Bagpipes,Studying the Factory,
Scarbee,?,,,Bass,Rainbow Across the Skies,
YAMAHA,MOTIF-RACK ES,,,Drums,"Boss Theme, Moonlight Capital, The Legendary Halberd, Staff Roll",
?,?,,,Melodica,"Opening, The Adventure Begins (Arrangement), Beware the Forest Fungus, Woodland Battle, Staff Roll, a ton of other tracks",
Sequenced Soundbanks,,,,,,
,,,,,,
Stuff to Find,,,,,,
Roland,?,,,"13, 14","The Forest, Boss of the Forest, Boss of the Volcano",
YAMAHA,?,,,"3, 4, 5, 6",,
YAMAHA,MOTIF-RACK ES,,Synth Pad,,"The Forest, Boss of the Forest",
?,?,,Bongos,"7, 8","The Grasslands, Boss of the Grasslands, The Sea, Boss of the Sea",
Kirby: Planet Robobot,,"(Released: April 28, 2016)",,"(Music by: Hirokazu Ando, Jun Ishikawa)",,
Live Recording: Hirokazu Ando,Ernie Ball Music Man Bongo 4HH,,,,"Green Laboratory, Overload Ocean, Pink Ball Revolution",
Live Recording: Jun Ishikawa,Electric Guitar,,,,"Program Rhythm, Studying the Power Plant, Sky-High and Smitten, Inner Struggle, The Greatest Warrior in the Galaxy Ever",
Live Recording: Shinya Kumazaki's cat,MEEEEOOOOOW!,,,,First Cry of a Newborn Star,
Sample: HAL Laboratory,NES Ricoh 2A03,,,Various,-Used throughout the soundtrack-,
Best Service,Extended Classical Choir,sustained choir long looped,class_choir _ OOH [long looped],,VS. Star Dream,
EastWest,Quantum Leap Brass,CD 2 -> 3 TP gigapatches,3 TP susMODfilter,,Brothers in Arms,
IK Multimedia,SampleTank 2.5 XL,Drums -> Acoustic,Driven,,"Metal N. Vasion, VS. The Wicked Company",
IK Multimedia,SampleTank 2.5 XL,Drums -> Acoustic,Just Tage,,Pink Ball Activate!,
IK Multimedia,SampleTank 2.5 XL,Ethnic,Concertina,,Patched Plains,
IK Multimedia,SampleTank 2.5 XL,Ethnic,Kalimba Thumb,,Steel Beat,
IK Multimedia,SampleTank 2.5 XL,Ethnic,Sitar,,"Haltmann Works Co. Theme Song, Caught Me Singing",
IK Multimedia,SampleTank 2.5 XL,Guitar -> Electric,Heavy Metal Chords,,Faded & Flower,
IK Multimedia,SampleTank 2.5 XL,Organ,B-3 Organ Vib 1,,Pink Ball Activate!,
IK Multimedia,SampleTank 2.5 XL,Percussion,Musical Box,,Time for Dessert!,
IK Multimedia,SampleTank 2.5 XL,Percussion,Tablas,Pitch LFO,Submarine Suburbs,
IK Multimedia,SampleTank 2.5 XL,Woods and Winds,Recorder,,Clear Dance,
IK Multimedia,SampleTank 2.5 XL,Synth FX -> FX,From Outer Space,,Are You Sure?,
IK Multimedia,SampleTank 2.5 XL,Synth FX -> Percussion,Weird Perc,,Are You Sure?,
IK Multimedia,SampleTank 2.5 XL,Voices,Legato Singing Soprano Ahs,,VS. The Wicked Company,
IK Multimedia,SampleTank 3,Acoustic Drums -> Metal Kit,Pop Rock Kit,,The Noble Haltmann: Final Recital,
IK Multimedia,SampleTank 3,Acoustic Guitar -> Nylon String 1,Nylon String 1 Finger,,Patched Plains,
IK Multimedia,SampleTank 3,Acoustic Guitar -> Steel String 1,Steel String 1 Finger,,"Flight of Azure, Memories (I'll Never Forget You)",
IK Multimedia,SampleTank 3,Bass -> MM 5 String Bass -> Slap,Pop MM Slap,,VS. Star Dream,
IK Multimedia,SampleTank 3,Bass -> P Bass -> Pick Round-Wound,P Bass Pick,,Rhythm Code,
IK Multimedia,SampleTank 3,Bass -> P Bass -> Slap,P Bass Slap Direct,,Sky-High and Smitten,
IK Multimedia,SampleTank 3,Brass -> Jazz-Pop Brass -> Jazz-Pop Brass Ens,Pop Brass Full,,Outlaw Driver,
IK Multimedia,SampleTank 3,Ethnic,Bouzouki,Bouzouki ,Green Laboratory,
IK Multimedia,SampleTank 3,Electric Piano -> Stage Electric Piano,Stage EP,,Patched Plains,
IK Multimedia,SampleTank 3,Ethnic,Irish Penny Whistle,,Dried-Up Sea,
IK Multimedia,SampleTank 3,Ethnic,Sitar,,Loading...,
IK Multimedia,SampleTank 3,Organ -> Pipe,Pipe Organ Full,,"Vagrant Counting Song of Retrospection, Vagrant Keepsake of Oblivion",
IK Multimedia,SampleTank 3,Organ -> Tonewheel,2 Drawbars,,Rhythm Route,
IK Multimedia,SampleTank 3,Percussion,Dumbeks,,Dried-Up Sea,
IK Multimedia,SampleTank 3,Percussion,Udu,,Submarine Suburbs,
IK Multimedia,SampleTank 3,Strings -> Solo Strings -> Violin,Violin Multi,,Submarine Suburbs,
IK Multimedia,SampleTank 3,Synth Lead -> Hollow B Lead,Hollow B Lead,,"VS. The Wicked Company, The Noble Haltmann: Final Recital",
IK Multimedia,SampleTank 3,Synth Pad -> AcoClone,AcoClone Piano,"No delay, shorten release","Outlaw Driver, Final Takeoff",
IK Multimedia,SampleTank 3,Voices -> Pop Vocal Solo -> Ella,Ahh Soft Ella,,Submarine Suburbs,
IK Multimedia,SampleTank 3,Voices -> Pop Vocal Solo -> Ella,Oh Hard - Ella,,The Noble Haltmann: Final Recital,
IK Multimedia,SampleTank 3,Woodwinds,Sax Section 2,,Outlaw Driver,
IK Multimedia,Sonik Synth 2,A Synths -> A Motion Synths,026 Liquid Squid,,"Venturing into the Mechanized World, Haltmann Works Co. Theme Song",
IK Multimedia,Sonik Synth 2,A Synths -> B Synth Pads -> Misc Pads,027 Phatty Box,,"Re: Green Greens, Residential Laboratory",
