Company/Manufacturer,Product,Path/Bank,Preset,Notes
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_09_150,
,,,,
21. Bugle,,,,♪ Fan
EastWest,Symphonic Orchestra,,,to do: find everything
,,,,
22. Lose,,,,♪ Fan
,,,,
,,,,
23. Narrate,,,,♪ Fan
EastWest,Symphonic Orchestra,,,to do: find everything
,,,,
24. Battlefield,,,,♪ Fan
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
,,,,
25. Triumph,,,,♪ Fan
,,,,
,,,,
26. Cybe Q,,,,♪ Hao
Spectrasonics,Omnisphere,Pads + Strings,Analog Shapeshifting Pad,unsure
Xfer Records,Serum,Seq ,SQ 2notes [GS],
27. Cybe T,,,,♪ Hao
,,,,ethno world shaku?
,,,,
28. Cybe S,,,,♪ Hao
,,,,heavyocity evolve??
,,,,
29. Domineer,,,,♪ Vinchi
Live Recording: Xiang Li,Pipa,,,
,,,,
30. Nrbl,,,,♪ Hao
,,,,
,,,,
31. Hard Bone,,,,♪ Gon
Toontrack,EZdrummer 2,EZdrummer 2 Modern,Basic,
,,,,
32. Thunder,,,,♪ Hao
,,,,
,,,,
33. Dew,,,,♪ Hao
Spectrasonics,Omnisphere,,,to do: find
,,,,
34. Prevernae,,,,♪ Fan
,,,,
,,,,
35. Hooter,,,,♪ Fan
,,,,
,,,,
36. Bamboo Grove,,,,♪ Vinchi
Xfer Records,Serum,Leads,LD 8bitcycle [AF],
,,,,
,,,,
,,,,
,,,,
,,,,
Moon Halo,,,,
,,,,
,,,,
,,,,
Live Recording: Strings,Art of Dragon Orchestra,,,
Native Instruments,Rise & Hit,03 - Hybrid Sounds,Gateway,
Toontrack,EZdrummer 2,EZdrummer 2 Modern,Basic,
,,,,
,,,,
,,,,
,,,,
Paradox,,,,
,,,,
,,,,
,,,,
1. Invasion,,,,♪ Vinchi
Splice Sounds,Sounds of KSHMR Vol. ?,,,
,,,,
2. Light Bound,,,,♪ Hao
,,,,
,,,,
3. Haxxor Bunny,,,,♪ Hao
,,,,
,,,,
4. Theater of Domination,,,,♪ Hao
,,,,
,,,,
5. Phantom,,,,♪ Vinchi
,,,,(to do: compare violin riser to battle! ultimate champion)
,,,,
6. Stan Wars,,,,♪ Hao
Heavyocity,Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,
,,,,
7. Idol Tours,,,,♪ Hao
Splice Sounds,Sounds of KSHMR Vol. 3,Fills -> Short_Fills -> Short_Fills_130-160,KSHMR_Short_Drum_Fill_16_160,
,,,,
8. Honkai Genshin,,,,♪ Vinchi
Live Recording: Yunqi Zhu,Erhu,,,
EastWest,,,,
,,,,
9. St.Freya,,,,♪ Hao
,,,,
,,,,
10. Torches,,,,♪ Hao
,,,,to do: find reverse glass sfx
,,,,
11. Star,,,,♪ Hao
Spectrasonics,Omnisphere,Bells and Vibes,In Memorium 1,
,,,,
12. Chasm,,,,♪ Hao
Spectrasonics,Omnisphere,Bells and Vibes,In Memorium 1,
,,,,
13. Puppet,,,,♪ Hao
EastWest,Symphonic Orchestra,Strings -> 10 Violas -> 2 Short,VAS Col Legno (RR x3),
Heavyocity,Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,
,,,,
14. Gravity,,,,♪ Hao
EastWest,Symphonic Orchestra,Strings -> 10 Violas -> 2 Short,VAS Col Legno (RR x3),
Spectrasonics,Omnisphere,,,
,,,,
15. Herrscher of Domination,,,,♪ Hao
,,,,
,,,,
16. Inherit,,,,♪ Vinchi
EastWest,,,,
,,,,
17. Drizzle,,,,♪ Hao
EastWest,Ra,Mid East -> Wind -> A Duduk -> Elements,A Duduk Non Vib 1,
,,,,
18. Sweet Trap,,,,♪ Yijun.J
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
,,,,
19. Cowboy,,,,♪ Hao
EastWest,Symphonic Orchestra,Strings -> 10 Violas -> 2 Short,VAS Col Legno (RR x3),
,,,,
20. End of Domination,,,,♪ Hao
,,,,
,,,,
21. Devouring Snake,,,,♪ Yijun.J
reFX,Nexus,XP Dance 3 -> Arpeggio ,AR Amplification,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_durch_fall,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_one_shots,V_RIOT_bass_one_shot_emperor_01_F,
22. Kolosten,,,,♪ Hao
EastWest,Symphonic Orchestra,Strings -> 10 Violas -> 2 Short,VAS Col Legno (RR x3),
,,,,
23. Wreckage,,,,♪ Yonghui.C
,,,,ample guitar?
,,,,
24. Dull,,,,♪ Yonghui.C
,,,,unsure but sounds like SD-90 Oxigenizer
,,,,
25. Fog,,,,♪ Hao
,,,,
,,,,
26. Otto,,,,♪ Hao
,,,,
,,,,
27. Fierce,,,,♪ Silver.J
Splice Sounds,Sounds of KSHMR Vol. 3,Fills -> Short_Fills -> Short_Fills_130-160,KSHMR_Short_Drum_Fill_16_160,
,,,,Guitar loop at the start
28. Phoenix,,,,♪ Yonghui.C
EastWest,,,,
,,,,
29. Doomed,,,,♪ Yonghui.C
,,,,
,,,,
30. Silver Wings,,,,♪ Silver.J
Xfer Records,Serum,Plucked,PL Crusty Pluck [AS],
,,,,
31. Grizzle,,,,♪ Yonghui.C
,,,,
,,,,
32. Sabre,,,,♪ Hao
Heavyocity,Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,
,,,,
33. I Alone Am Honored,,,,♪ Hao
,,,,
,,,,
34. Constraint,,,,♪ Hao
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
EastWest,Symphonic Orchestra,,,
,,,,maybe groove agent
35. Dissipate,,,,♪ Hao
Spectrasonics,Omnisphere,Human Voices,Tuvan Group 1,(or Tuvan Group 4)
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
,,,,
36. Forlornness,,,,♪ Yonghui.C
,,,,gives off omni pad
,,,,
37. Asphyxia,,,,♪ Yonghui.C
,,,,
,,,,
38. Dark Lance,,,,♪ Silver.J
Live Recording: Yue Zhu,Violin,,,
,,,,
39. Distant,,,,♪ Hao
,,,,
,,,,
40. IRAS 17514,,,,♪ Gon
Live Recording: Chenggong.W,Vocals,,,
,,,,
,,,,
,,,,
,,,,
,,,,
A Post-Honkai Odyssey 2,,,,
,,,,
,,,,
,,,,
1. Esv Wa,,,,♪ Hao
,,,,
,,,,
2. Er Pi,,,,♪ Hao
,,,,
,,,,
3. Timido,,,,♪ Hao
Sample: Hyper,Spoiler,,,Distorted bass
,,,,
4. Anb Ur,,,,♪ Hao
,,,,
,,,,
5. Side Lake,,,,♪ Hao
Spectrasonics,Omnisphere 2,ARP + BPM,Berghain,
,,,,
6. Ged Han,,,,♪ Hao
Sample: Hyper,Spoiler,,,Distorted bass
,,,,
7. The Hanged Man,,,,♪ Hao
Sample: Hyper,Spoiler,,,Distorted bass
,,,,
8. Fry BeL,,,,♪ Hao
,,,,
,,,,
9. Arnb Car,,,,♪ Hao
,,,,
,,,,
10. Den Gar,,,,♪ Hao
,,,,
,,,,
11. Essr Emp,,,,♪ Hao
,,,,
,,,,
12. The Empress,,,,♪ Hao
,,,,
,,,,
13. Ele Wh,,,,♪ Hao
,,,,
,,,,
14. And IsL,,,,♪ Hao
,,,,
,,,,
15. Or Do,,,,♪ Hao
,,,,
,,,,
16. Re Co,,,,♪ Hao
,,,,
,,,,
17. Void Archives,,,,♪ Hao
Sample: Hyper,Spoiler,,,Distorted bass
,,,,
18. Enih Luc,,,,♪ Hao
,,,,
,,,,
19. Lucheni,,,,♪ Hao
,,,,
,,,,
20. ReOracle,,,,♪ Vinchi
Live Recording: Huang Xiaoyun,Vocals,,,
,,,,
,,,,
,,,,
,,,,
,,,,
ELYSIUM,,,,
,,,,
,,,,
,,,,
1. Golden Courtyard,,,,♪ Hao
Spectrasonics,Moog Tribute Library,Textures Soundscape,Dream Dots,
,,,,
2. Forgotten City,,,,♪ Hao
,,,,
,,,,
3. Flying Fairy,,,,♪ Hao
,,,,
,,,,
4. Twilight Woods,,,,♪ Hao
,,,,
,,,,
5. Benares,,,,♪ Hao
,,,,
,,,,
6. Lightless Land,,,,♪ Hao
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Bully Alarm,
Spectrasonics,Trilian,ARP + BPM,Lucious 101 SID,
7. Aesir Heimdall,,,,♪ Hao
Spectrasonics,Trilian,ARP + BPM,Lucious 101 SID,
,,,,
8. Mobius,,,,♪ Hao
,,,,
,,,,
9. Suibom,,,,♪ Hao
,,,,
,,,,
10. lus Mob,,,,♪ Hao
,,,,
,,,,
11. Candy Room,,,,♪ Yonghui.C
,,,,
,,,,
12. Imaginary,,,,♪ Yonghui.C
,,,,
,,,,
13. Elysia,,,,♪ Yonghui.C
,,,,
,,,,
14. Subtle,,,,♪ Yonghui.C
,,,,
,,,,
15. Darkfall,,,,♪ Yonghui.C
,,,,
,,,,
16. False Paradise,,,,♪ Yonghui.C
,,,,
,,,,
17. ForEly,,,,♪ Yonghui.C
,,,,
,,,,
18. Conjuring,,,,♪ Yonghui.C
,,,,
,,,,
19. Tingling,,,,♪ Yonghui.C
,,,,
,,,,
20. Illusions,,,,♪ Yonghui.C
,,,,
,,,,
21. Eroded Space,,,,♪ Hao
,,,,
,,,,
22. Brief,,,,♪ Yonghui.C
,,,,
,,,,
23. Fireworks,,,,♪ Yonghui.C
Splice Sounds,Sounds of KSHMR Vol. 3,Drums -> Snares -> Hard_Snares,KSHMR_Hard_Snare_05_E,
,,,,
24. Conflict,,,,♪ Yonghui.C
,,,,
,,,,
25. Last Waltz,,,,♪ Yonghui.C
Splice Sounds,Sounds of KSHMR Vol. 3,Snares -> KSHMR_Snare_FX,KSHMR_Snare_FX_02_F,
,,,,
26. Erupt,,,,♪ Yonghui.C
,,,,
,,,,
27. As Before,,,,♪ Yonghui.C
,,,,
,,,,
28. Elysian Realm,,,,♪ Hao
,,,,
,,,,
29. Little Dream,,,,♪ Hao
,,,,
,,,,
30. Paradise of the past,,,,♪ Vinchi
,,,,
,,,,
31. Deepest,,,,♪ Silver.J
,,,,
,,,,
32. Elastic Force,,,,♪ Fan
,,,,
,,,,
33. Twisted Chants,,,,♪ Silver.J
,,,,
,,,,
34. Starry Sky,,,,♪ Silver.J
Xfer Records,Serum,Bass,BA Ampology [CFA],
,,,,
35. The Greatest Fraudster,,,,♪ Silver.J
,,,,
,,,,
36. Winter Memories,,,,♪ Silver.J
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
The Day of Transcending Finality,,,,
,,,,
,,,,
,,,,
1. Gion3,,,,♪ Hao
,,,,
,,,,
2. Summer Survival,,,,♪ Hao
Sample: Nintendo,The Legend of Zelda: Ocarina of Time,,"Navi ""Hey"" Voice Line",
reFX,Nexus,?,,"Guitar with heavy vibrato, might be from a different plugin / sample pack"
3. Ruins,,,,♪ Yonghui.C
,,,,
,,,,
4. Tins,,,,♪ Yonghui.C
,,,,
,,,,
5. Bug Bug Bug,,,,♪ Hao
,,,,
,,,,
6. The Flawless Human,,,,♪ Silver.J
Live Recording: Yiying Zhang,Vocals,,,
,,,,
7. Color of Pain,,,,♪ Yonghui.C
,,,,
,,,,
"8. I'm back, Kiana",,,,♪ Hao
,,,,
,,,,
9. The Width of Paradise,,,,♪ Yonghui.C
,,,,
,,,,
10. Dreamy Euphony,,,,♪ Hao
,,,,
,,,,
11. Origin Station,,,,♪ Hao
,,,,
,,,,
12. Train to the Future,,,,♪ Hao
,,,,
,,,,
13. Honkai Impact 3rd,,,,♪ Hao
,,,,
,,,,
14. Moon Knight,,,,♪ Silver.J
Live Recording: Wenqing Shi,Vocals,,,
,,,,
15. Moon,,,,♪ Hao
,,,,
,,,,
16. Nivek,,,,♪ Hao
,,,,
,,,,
17. Demon Kevin,,,,♪ Hao
,,,,
,,,,
18. Welcome,,,,♪ Silver.J
,,,,
,,,,
19. Moon Base,,,,♪ Yonghui.C
,,,,
,,,,
20. Candy Core,,,,♪ Yonghui.C
,,,,
,,,,
21. Blackice,,,,♪ Hao
,,,,
,,,,
22. Moon Battle,,,,♪ Hao
,,,,
,,,,
23. Feathered Rabbit,,,,♪ Hao
,,,,
,,,,
24. Mechanical Symphony,,,,♪ Silver.J
,,,,
,,,,
25. Planet Directory,,,,♪ Hao
,,,,
,,,,
26. Existentialism,,,,♪ Hao
,,,,
,,,,
27. Consciousness,,,,♪ Yonghui.C
,,,,
,,,,
28. The Void,,,,♪ Yonghui.C
,,,,
,,,,
29. Lunar Crater,,,,♪ Yonghui.C
Spectrasonics,Omnisphere,ARP + Rhythm,Cross Beat Breakdown,
,,,,
30. Finality,,,,♪ Hao
,,,,
,,,,
31. Burn Forever,,,,♪ Hao
,,,,
,,,,
32. Ambiguous Light,,,,♪ Yonghui.C
,,,,
,,,,
33. Welt Joyce,,,,♪ Yonghui.C
,,,,
,,,,
34. From Finality To Origin,,,,♪ Silver.J
,,,,
,,,,
35. Hyperion,,,,♪ Yonghui.C
Xfer Records,Serum,Seq ,SQ 2notes [GS],
,,,,
36. Warpath,,,,♪ Yonghui.C
,,,,
,,,,
37. Foreign Body,,,,♪ Yonghui.C
,,,,
,,,,
38. Death Tower,,,,♪ Yonghui.C
,,,,
,,,,
39. Bipolar Nightmare,,,,♪ Yonghui.C
,,,,
,,,,
40. The End of the End,,,,♪ Yonghui.C
,,,,
,,,,
41. Elapse,,,,♪ Yonghui.C
,,,,
,,,,
42. For Kevin,,,,♪ Yonghui.C
Live Recording: Eli.W,Vocals,,,
,,,,
,,,,
,,,,
,,,,
,,,,
At the Fingertip of the Sea,,,,
,,,,
,,,,
,,,,
1. Departure,,,,♪ Silver.J
,,,,
,,,,
2. Twist Up,,,,♪ Silver.J
,,,,
,,,,
3. Honey City,,,,♪ Yonghui.C
,,,,
,,,,
4. Da Da,,,,♪ Yonghui.C
,,,,
,,,,
5. Chasing Time,,,,♪ Yonghui.C
,,,,
,,,,
6. Dreamweaver,,,,♪ Silver.J
,,,,
,,,,
7. Black Desert,,,,♪ Yonghui.C
,,,,
,,,,
8. Snowy Area,,,,♪ Yonghui.C
,,,,
,,,,
9. Remains,,,,♪ Yonghui.C
,,,,
,,,,
10. Sweet Star,,,,♪ Silver.J
,,,,
,,,,
11. Circle of Life,,,,♪ Raven.Rossignol
,,,,
,,,,
12. Little Spark,,,,♪ Yonghui.C
,,,,
,,,,
13. Depress,,,,♪ Yonghui.C
,,,,
,,,,
14. Deformed Butterfly,,,,♪ Yonghui.C
,,,,
,,,,
15. Awareness,,,,♪ Yonghui.C
,,,,
,,,,
16. Crimson Earth,,,,♪ Yonghui.C
,,,,
,,,,
17. Stubborn,,,,♪ Yonghui.C
,,,,
,,,,
18. Unrecognizable,,,,♪ Yonghui.C
,,,,
,,,,
19. Lost,,,,♪ Silver.J
,,,,
,,,,
20. Φ²,,,,♪ Hao
Live Recording: TetraCalyx,Vocals,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Beyond the Stars,,,,
,,,,
,,,,
,,,,
1. Want Something SHINY?,,,,♪ Raven Rossignol
,,,,
,,,,
2. Love Forever,,,,♪ Yonghui.C
,,,,
,,,,
3. Peace Forever,,,,♪ Yonghui.C
,,,,
,,,,
4. For Vita,,,,♪ Yonghui.C
,,,,
,,,,
5. Hesperus,,,,♪ Silver.J
,,,,
,,,,
6. Phosphorus,,,,♪ Silver.J
,,,,
,,,,
7. The Red Waltz,,,,♪ Raven Rossignol
Live Recording: 金于城,Violin,,,
,,,,
8. Immersive Ark,,,,♪ Yonghui.C
,,,,
,,,,
9. Conspiracy Theory,,,,♪ Yonghui.C
,,,,
,,,,
10. Conspiracy,,,,♪ Silver.J
,,,,
,,,,
11. Lost Ship,,,,♪ Silver.J
,,,,
,,,,
12. Stardust,,,,♪ Silver.J
,,,,
,,,,
13. Galactic Traveler,,,,♪ Raven Rossignol
,,,,
,,,,
14. Rainbow Bridge,,,,♪ Yonghui.C
,,,,
,,,,
15. Stormy,,,,♪ Yonghui.C
,,,,
,,,,
16. Before Light,,,,♪ Yonghui.C
,,,,
,,,,
17. Zero Time,,,,♪ Yonghui.C
,,,,
,,,,
18. Turn The Situation Around,,,,♪ Yonghui.C
,,,,
,,,,
19. Take It Easy,,,,♪ SifuLee
,,,,
,,,,
20. Rise From The Ashes,,,,♪ Raven Rossignol
,,,,
,,,,
21. Detonation,,,,♪ Silver.J
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Tides of Time Gone By,,,,
,,,,
,,,,
,,,,
1. Starfire Rekindled,,,,♪ Silver.J
,,,,
,,,,
2. Dreamy Dance of Pleiades,,,,♪ Yonghui.C
Live Recording: Rui Liu,Violin,,,
Live Recording: Ping Zhang,Cello,,,
,,,,
3. Voyage of Dreams,,,,♪ Raven Rossignol
,,,,
,,,,
4. Spacetime Stroll,,,,♪ Yonghui.C
Live Recording: Shihai Li,Saxphone,,,
,,,,
5. A Day Begins,,,,♪ Yonghui.C
Live Recording: Shihai Li,Saxphone,,,
,,,,
6. Follow the Twilight,,,,♪ Yonghui.C
,,,,
,,,,
7. Nostalgic Melody,,,,♪ Yonghui.C
Live Recording: Y.IN,Hanpan,,,mispelled hand pan in credits
,,,,
8. Before the Homeland Crumbles,,,,♪ Yonghui.C
,,,,
,,,,
9. Golden Flowers,,,,"♪ Yonghui.C, Raven Rossignol"
Live Recording: Shihai Li,Saxphone,,,
,,,,
10. Course of Data Sea,,,,♪ SifuLee
,,,,
,,,,
11. Undertow of Data Sea,,,,♪ SifuLee
,,,,
,,,,
12. Sparkle of a Memory,,,,♪ SifuLee
,,,,
,,,,
13. Hermitage of Eternity,,,,♪ SifuLee
,,,,
,,,,
14. Monster Hunt,,,,"♪ SifuLee, Yonghui.C, Silver.J"
Live Recording: SifuLee,Electric Guitar,,,
,,,,
15. Evil's Bane,,,,♪ SifuLee
Live Recording: SifuLee,Electric Guitar,,,
,,,,
16. Sweet Moment,,,,♪ Yonghui.C
,,,,
,,,,
17. Mad Banquet,,,,♪ Raven Rossignol
,,,,
,,,,
18. Ball of the Flowers in the Mirror,,,,♪ Chengyu Cai
,,,,
,,,,
19. Dissociate and Reconstruct,,,,♪ Chengyu Cai
,,,,
,,,,
20. Hourglass of Poetry,,,,♪ Yonghui.C
,,,,
,,,,
21. Epitaph of Time,,,,♪ SifuLee
,,,,
,,,,
22. Cat and Mouse,,,,♪ SifuLee
,,,,
,,,,
23. Purging Shadows,,,,♪ Raven Rossignol
,,,,
,,,,
24. Blue Dog's Eyes,,,,♪ Yonghui.C
Live Recording: Shihai Li,Saxphone,,,
Live Recording: Jiajun Ma,Erhu,,,
,,,,
25. Shadow's Authority,,,,♪ SifuLee
Live Recording: Jiajun Ma,Erhu,,,
,,,,
26. Shadow's End,,,,♪ SifuLee
Live Recording: Jiajun Ma,Erhu,,,
Best Service,Ethno World Instruments,Woodwind and Brass -> Various Flute FX,Various Flute FX,
,,,,
27. Shadow's Sin and Punishment,,,,♪ Raven Rossignol
Live Recording: Jiajun Ma,Erhu,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Dreams and Laments of the Forgotten Stars,,,,
,,,,
,,,,
,,,,
1. Disrupted Dreams,,,,♪ Raven Rossignol
Live Recording: Jiajun Ma,Erhu,,,
,,,,
2. Sleepy in Wonderland,,,,♪ Yonghui.C
,,,,
,,,,
3. Idle Ambience,,,,♪ Yonghui.C
,,,,
,,,,
4. Discordant Scherzo,,,,♪ SifuLee
Live Recording: SifuLee,Acoustic Guitar,,,
,,,,
5. Dissonant Variation,,,,♪ SifuLee
Live Recording: SifuLee,Acoustic Guitar,,,
,,,,
6. Summer Whimsies,,,,♪ Raven Rossignol
Live Recording: SifuLee,Electric Guitar,,,
,,,,
7. Drowsy Dreamin,,,,♪ Raven Rossignol
,,,,
,,,,
8. Midnight Confessions,,,,♪ SifuLee
,,,,
,,,,
9. Endless Slumber,,,,♪ SifuLee
,,,,
,,,,
10. A Midnight Stroll,,,,♪ SifuLee
Spectrasonics,Stylus RMX,RMX Grooves -> 60-Volcano,60-Volcano Kabuki Wood,
,,,,
11. Calamity Arises,,,,♪ Yonghui.C
,,,,
,,,,
12. Narratives of Forgotten Planets,,,,"♪ Raven Rossignol, Yonghui.C"
Live Recording: SifuLee,Electric Guitar,,,
,,,,
13. Vintage Vista,,,,♪ SifuLee
,,,,
,,,,
14. Gruelling Battle,,,,♪ SifuLee
,,,,
,,,,
15. Bygone Grandeur,,,,♪ SifuLee
,,,,
,,,,
16. At Leisure,,,,♪ Yonghui.C
,,,,
,,,,
17. Aboard a New Voyage,,,,"♪ Silver.J, Yonghui.C"
,,,,
,,,,
18. Stories of Countless Planets,,,,♪ Raven Rossignol
,,,,
,,,,
19. Duodrama,,,,"♪ Silver.J, SifuLee, Yonghui.C, TSAR"
Live Recording: SifuLee,Electric Guitar,,,
,,,,
20. Long Night,,,,♪ SifuLee
,,,,
,,,,
21. Everdusk,,,,♪ SifuLee
,,,,
,,,,
22. Spirit of Entertainment,,,,♪ SifuLee
Live Recording: SifuLee,Electric Guitar,,,
,,,,
23. Joy of Science,,,,♪ SifuLee
Live Recording: SifuLee,Electric Guitar,,,
,,,,
24. Transparent Umbrella,,,,♪ Yonghui.C
,,,,
,,,,
25. Lighter Than Tears,,,,♪ Yonghui.C
,,,,
,,,,
26. Brighter Than the Sun,,,,♪ Yonghui.C
,,,,
,,,,
27. Higher Than Clouds,,,,♪ Yonghui.C
,,,,
,,,,
28. Bright Sunshine,,,,♪ Shiraikori.W
,,,,
,,,,
29. Paen of Day,,,,♪ SifuLee
,,,,
,,,,
30. Hymn of Night,,,,♪ SifuLee
,,,,
,,,,
31. Falling Drums,,,,♪ Silver.J
,,,,
,,,,
32. Watcher of the Night,,,,♪ Silver.J
,,,,
,,,,
33. Judging the Firestealer,,,,♪ Silver.J
,,,,
,,,,
34. Lost Pigeon Whistle,,,,♪ Yonghui.C
,,,,
,,,,
35. Slate Blue Lake,,,,♪ Yonghui.C
,,,,
,,,,
36. Missing Wind-Up Key,,,,♪ Yonghui.C
,,,,
,,,,
37. Apple Syrup,,,,♪ Yonghui.C
,,,,
,,,,
38. Bong! Year-End Drumbeat,,,,♪ SifuLee
,,,,
,,,,
39. Clang! Celebration Approaches,,,,♪ SifuLee
,,,,
,,,,
40. Jubilant New Year Symphony,,,,"♪ Silver.J, Raven Rossignol"
Live Recording: Jiannan Gu,Dizi,,,
Live Recording: Jiajun Ma,Erhu,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Unreleased Soundtrack,,,,
"Note: These tracks may have notes on where they play in game, some of these are reused from earlier games",,,,
Joke,,,,
Spectrasonics,Stylus RMX,Classic Stylus -> 78-Perturbed,78-Perturbed,
Spectrasonics,Stylus RMX,RMX Grooves -> 85-BumGums,85-BumGums Combo a,
Xfer Records,Serum,Leads,LD A Bit Of Luck [SD] ,
Xfer Records,Serum,Leads,LD Magic Pipe [BR],
Dorm Night Theme,,,,
Spectrasonics,Omnisphere 2,Ethnic World,Hohner Guitaret - Main,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Retrospective Piano Arpeggio,
Infinite Abyss,,,,
Spectrasonics,Omnisphere,ARP + Rhythm,TB Killerz,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Hyperactive Robopet,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Odd Chip Bell Sequence,
Bunny Jump,,,,
Vengeance Sound,Future House Vol. 3,VFH3 126 Proton Kit,VFH3 126BPM Photon Kick,
Vengeance Sound,Future House Vol. 3,VFH3 126 Proton Kit,VFH3 126BPM Photon Kit 1,
Vengeance Sound,Future House Vol. 3,VFH3 126 Proton Kit,VFH3 126BPM Photon Kit 8,
Vengeance Sound,,,,More samples
Xfer Records,Serum,Leads,LD BraveHeart [7S],
Xfer Records,Serum,Leads,LD D_Lead 2 [DU],
Xfer Records,Serum,Plucked,PL D_Pluck [DU],High pass filter applied
Lost Cave,,,,
Heavyocity,Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Tech Full,C3
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
Spectrasonics,Stylus RMX,RMX Grooves -> 160-Find The Exit,160-Find The Exit Combo,
Mihoyo Building,,,,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> ARP + BPM,Cavorting with Minors,
Spectrasonics,Omnisphere 2,Spotlight - EDM,,Short synth
Schicksal HQ Theme,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife Combo,
Ghost,,,,♪ Zoe
Apple,Loops,Jam Pack Remix Tools,Pop Egyptian Sky Beat 02,
Image-Line,Groove Machine,Grooves,Electronics TE,All synth parts disabled
Native Instruments,Battery 4,Kits -> Digital Drum Kit,Fat Step Kit,
Spectrasonics,Omnisphere,Keyboards,Celeste - Ambient,Has modified attack
Magazine,,,,
Spectrasonics,Stylus RMX,RMX Grooves -> 70-Datalife,70-Datalife Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 107-Totally Insane,107-Totally Insane a,
Homu World,,,,♪ JODODO
Impact Soundworks,Super Audio Cart,BASSES -> Dirty,Classic Reso Dist,
Impact Soundworks,Super Audio Cart,POLYSYNTH -> Brass,Neon Highway,
Impact Soundworks,Super Audio Cart,,,"More to be found (drums, FX, strings, etc.)"
Homu Run,,,,♪ JODODO
Best Service,Ethno World Instruments,KEY INSTRUMENTS,Dallape Accordion KEY,
Impact Soundworks,Super Audio Cart,,,"FM bass preset, layered with something else"
Daybreak,,,,
Apple,Logic Pro,Legacy -> GarageBand,Hip Hop Kit,Reverse cymbal
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
Native Instruments,Kontakt Factory Library,Orchestral -> 1 - VSL Strings,Harp,Low velocity
Spectrasonics,Metamorphosis S.A.G.E. Xpander,080-084,080-Status Quotient d,
NightFall,,,,
Heavyocity,Evolve R2,1 Rhythmic Suites -> Seq and Arp Tonals,Analogue Trem ARP,
Spectrasonics,Stylus RMX,Classic Stylus -> Djembes,124-Djembe 2,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks BendingBass,
Spectrasonics,Bonus Spectrasonics S.A.G.E. Xpander,Vocal Planel Gospel Choir Perc,096-Gospel Claps 1,
Reburn Event Menu,,,,
reFX,Nexus,,,To check: Synths and bass
Reburn Mission 2,,,,
Manda Audio,MT-PowerDrumKit,,,
reFX,Nexus,Factory Presets -> Arpeggio,AR After Midnight 1,
reFX,Nexus,Factory Presets -> Arpeggio,AR Dance Pattern 2 B,
reFX,Nexus,Factory Presets -> FX Sound,FX Chaosgates,
reFX,Nexus,,,See note
Reburn Mission 3,,,,
Manda Audio,MT-PowerDrumKit,,,
Xfer Records,Serum,Leads,LD Bendy Metal [DK],
Xfer Records,Serum,Leads,LD Dirty Lead [SW],
AstralOp / ELF Theme,,,,
LennarDigital,Sylenth1,FactoryBank1,ARP EchoingDrumsticks JB,
KONTROLLE ,,,,
Spectrasonics,Bonus Spectrasonics S.A.G.E. Xpander,Distorted Reality 090-127,90-Fuzz Pocket,
Spectrasonics,Bonus Spectrasonics S.A.G.E. Xpander,Distorted Reality 090-127,112-Industrapper,
Spectrasonics,Stylus RMX,RMX Grooves -> 68-Small Blocks,68-Small Blocks Combo,
Spectrasonics,Stylus RMX,RMX Grooves -> 107-Totally Insane,107-Totally Insane a,
Spectrasonics,Stylus RMX,,,Kick pattern
Steel Bird,,,,
Spectrasonics,Omnisphere,Distortion,Power Blowout,Filtered and panned to the left side at the start
