Company/Manufacturer,Product,Path/Bank,Preset,Notes
Native Instruments,The Grandeur,,Basic Grandeur,
Vienna Symphonic Library,VI Special Edition Vol. 1,06 Plucked Instruments,01 Harp I,
,,,,
22. Hope or Nostalgia,,,,♪ Yijun Jiang
Live Recording: Voice,He Lin,,,
Live Recording: Violin,Yue Zhu,,,
Live Recording: Cello,Xiaolong Chen,,,
Native Instruments,The Grandeur,,Basic Grandeur,
Vienna Symphonic Library,VI Special Edition Vol. 1,06 Plucked Instruments,01 Harp I,
,,,,
Disc 3: Battles of Inazuma 2,,,,
1. Chrysalis Suspirii,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: 1st Choir,"Lin Tang, Huiying Su, Liying Yang, Xinxin Du, ...",,,
Live Recording: 2nd Choir,Shanghai Philharmonic Society & Choir,,,
Credited Piano Performance,Yu-Peng Chen,,,
Native Instruments,Noire,NOIRE Pure,,
2. Saltatio Favillae,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Soprano,Yi Li,,,
Live Recording: 1st Choir,"Lin Tang, Huiying Su, Liying Yang, Xinxin Du, ...",,,
Live Recording: 2nd Choir,Shanghai Philharmonic Society & Choir,,,
Live Recording: Electric Guitar,Yingxuan Wei,,,
Credited Piano Performance,Yu-Peng Chen,,,
Native Instruments,Noire,NOIRE Pure,,
,,,,drum loops
3. Bane of Ambitions,,,,♪ Yu-Peng Chen
Live Recording: Tsugaru-Shamisen,"Shamio, Yutaka Oyama",,,
,,,,synth basses
4. Thunderings of the Merciless,,,,"♪ Yu-Peng Chen, Xin Zhao"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Mamino Yorita,,,
Live Recording: Koto,Kasumi Watanabe,,,
Credited Piano Performance,Yu-Peng Chen,,,
Native Instruments,Action Strikes,Action Strikes - Hits,Big Cinematic Hits,A4
Native Instruments,Noire,NOIRE Pure,,
Xfer Records,Serum,Bass (Hard),BA Angle Grinder [SN],
,,,,"synths, drums"
5. The Almighty Violet Thunder,,,,"♪ Yu-Peng Chen, Xin Zhao"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Mamino Yorita,,,
Live Recording: Koto,Kasumi Watanabe,,,
Live Recording: Electric Guitar,Xin Zhao,,,
Credited Piano Performance,Yu-Peng Chen,,,
Native Instruments,Action Strikes,Action Strikes - Hits,Big Cinematic Hits,A4
Native Instruments,Noire,NOIRE Pure,,
,,,,"synths, drums, music box"
6. Combat Beneath the Waves,,,,♪ Yu-Peng Chen
Live Recording: Voice,He Lin,,,
Live Recording: 1st Violin,Yue Zhu,,,
Live Recording: 2nd Violin,Chang Luo,,,
Live Recording: Viola,Yizhu Mao,,,
Live Recording: Cello,Xiaolong Chen,,,
Live Recording: Double Bass,Bingyang Yang,,,
7. Undersea Encounters,,,,♪ Dimeng Yuan
Live Recording: 1st Violin,Yue Zhu,,,
Live Recording: 2nd Violin,Chang Luo,,,
Live Recording: Viola,Yizhu Mao,,,
Live Recording: Cello,Xiaolong Chen,,,
Live Recording: Double Bass,Bingyang Yang,,,
,,,,"piano, synth, drums"
8. No Turning Back,,,,"♪ Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
,,,,"same synth as Beats of Water Drops, more synths, drums, bass guitar"
,,,,
,,,,
,,,,
,,,,
Millelith's Watch,,,,
,,,,
,,,,"Recording Studio:
- Shanghai Audio & Video Company Recording Studio (1.01, 03~06, 13 / 2.15, 16, 18, 20, 21 / 3.01~06)
- 52Hz Studio (1.01~13 / 3.06)
- Ready Steady Sound! (2.04, 06, 10, 14 / 3.01)
- Jintian Recording Studio (2.21 / 3.01, 02, 04~06)"
,,,,
Disc 1: Wrinkled Peaks,,,,
1. Wordless Cliffs,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Xiao,Hongxuan Chen,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Erhu,Jiajun Ma,,,
Credited Piano Performance,Yu-Peng Chen,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
2. On the Vast Earth,,,,♪ Yu-Peng Chen
Live Recording: Matouqin,Haitao Li,,,
EastWest,,,,Strings to be found
3. Lithic Oath,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Xiao,Hongxuan Chen,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Erhu,Jiajun Ma,,,
Live Recording: Cello,Xiaolong Chen,,,
4. Under the Clear Sky,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Xiao,Hongxuan Chen,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Matouqin,Haitao Li,,,
Live Recording: Cello,Xiaolong Chen,,,
5. As Dusk Falls,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Erhu,Jiajun Ma,,,
6. Beyond the Distant Horizon,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Matouqin,Haitao Li,,,
7. On a Cold Night,,,,♪ Yu-Peng Chen
Live Recording: Erhu,Jiajun Ma,,,
Best Service,Forest Kingdom 3,,,
8. Defenders' Volition,,,,♪ Yu-Peng Chen
Live Recording: Matouqin,Haitao Li,,,
,,,,
9. Solitary Stray Bird,,,,♪ Yu-Peng Chen
Live Recording: Xiao,Hongxuan Chen,,,
,,,,
10. The Starlit Dome,,,,♪ Yu-Peng Chen
Live Recording: Cello,Xiaolong Chen,,,
,,,,
11. The Faint Distant Mountains,,,,♪ Yu-Peng Chen
Live Recording: Guzheng,Jiajia Shi,,,
12. Moon Above the Valley,,,,♪ Yu-Peng Chen
Live Recording: Guzheng,Jiajia Shi,,,
13. Wandering Clouds,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Guzheng,Jiajia Shi,,,
Live Recording: Matouqin,Haitao Li,,,
Disc 2: Underground Adventures,,,,
1. Secret Is Held,,,,♪ Yijun Jiang
,,,,
,,,,
2. Dreaming Earth,,,,♪ Yijun Jiang
,,,,
,,,,
3. Frail Peace,,,,♪ Yijun Jiang
,,,,
,,,,
4. Falls the Shadow,,,,"♪ Yijun Jiang, Dimeng Yuan"
Live Recording: Dizi,Xiaokui Ding,,,
,,,,
5. Prowl the Shadows,,,,♪ Yijun Jiang
,,,,
,,,,
6. A Moment of Unsettledness,,,,"♪ Yijun Jiang, Dimeng Yuan"
Live Recording: Dizi,Xiaokui Ding,,,
,,,,
7. Blind Search,,,,♪ Yijun Jiang
,,,,
,,,,
8. Into the Airless Void,,,,♪ Yijun Jiang
,,,,Spitfire audio strings?
,,,,
9. A Glimmer of Hope,,,,♪ Yijun Jiang
Native instruments,Ashlight,Atmosphere,Abuse of Confidence,
,,,,
10. Crossing Roads,,,,"♪ Yijun Jiang, Dimeng Yuan"
Live Recording: Erhu,Ying Wang,,,
,,,,
11. Stillness of the Ground,,,,♪ Yijun Jiang
,,,,
,,,,
12. Lost in Gravel and Stone,,,,♪ Yijun Jiang
,,,,
,,,,
13. In Gloomy Meditation,,,,♪ Yijun Jiang
,,,,
,,,,
14. A Venture Into the Unknown,,,,♪ Dimeng Yuan
Live Recording: Xiao,Xiaokui Ding,,,
,,,,
15. Decayed in the Darkness,,,,♪ Qian Ding
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Violin,Yue Zhu,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
EastWest,Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
16. A Shard From Past Glories,,,,♪ Qian Ding
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Violin,Yue Zhu,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
17. Ripples of the Past,,,,♪ Xin Zhao
,,,,piano
,,,,
18. The Long Lost Days,,,,♪ Xin Zhao
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Cello,Xiaolong Chen,,,
,,,,
19. A Path to Delusions,,,,♪ Dimeng Yuan
,,,,piano
,,,,
20. A Route to Fantasies,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Art of Dragon Orchestra,,,
,,,,
21. Stories of Remote Antiquity,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Yue Zhu,,,
Live Recording: Cello,Xiaolong Chen,,,
Native Instruments,Noire,NOIRE Pure,,
Disc 3: Battles of the Chasm,,,,
1. Irresistible Force,,,,♪ Yijun Jiang
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Dizi,Xiaokui Ding,,,
Live Recording: Xiao,Xiaokui Ding,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Pipa,Xiao Meng,,,
Live Recording: Erhu,Ying Wang,,,
2. Tremor of Menace,,,,♪ Yijun Jiang
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
3. Seething Animosity,,,,♪ Qian Ding
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
,,,,synth
4. Undercurrents of Hostility,,,,♪ Xin Zhao
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Spectrasonics,Keyscape,Acoustic Pianos,LA Custom C7 Grand Piano,
,,,,synth
5. Impending Danger,,,,♪ Dimeng Yuan
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,"piano, synth"
6. Inevitable Conflict,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Dragon Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Violin,Ming Liu,,,
Native Instruments,Noire,NOIRE Pure,,
,,,,
,,,,
,,,,
,,,,
The Shimmering Voyage Vol. 2,,,,
,,,,"Recording Studio:
- SoundCity (1.01)
- Tokyo Opera City Concert Hall (1.01)
- Jintian Recording Studio (1.02~12 / 2.09 / 3.01, 03~05, 07~16, 19, 21~24)
- Sony Nogizaka Studio (1.03, 04)
- Smecky Studio (1.03, 04 / 3.04, 17~19)
- Shanghai Media Group (1.06~08, 10, 11, 13~17, 19~22 / 3.01~06, 25)
- Heartbeat Recording Studio (1.08, 10~12)
- Onkio Haus (1.09)
- 52Hz Studio (1.13 / 3.10, 11, 21, 22, 24)
- Air Studios (2.07, 08 / 3.20)
- Ready Steady Sound! (2.07, 08 / 3.14~17, 19, 23)
- Budapest Scoring (3.24)
- Sound Pro Studio (3.24)"
,,,,
,,,,
Disc 1: A Vagrant Breeze,,,,
1. Pathos of Shirasagi,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Tokyo Philharmonic Orchestra,,,
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
,,,,
2. The Comrades' Ambush,,,,"♪ Yu-Peng Chen, Jiade He"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
3. Trial of Thunder,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,The City of Prague Philharmonic Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Taiko,Kodo,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
4. Shogun's Abdication,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Taiko,Kodo,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
5. Unpredicted Conspiracy,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
6. A Sense of Foreboding,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Choir,Shanghai Philharmonic Society & Choir,,,
Native Instruments,Action Strikes,Action Strikes - Hits,Big Cinematic Hits,A4
Native Instruments,Noire,NOIRE Pure,,
7. Wreck of Eternal Bane,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Choir,Shanghai Philharmonic Society & Choir,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
Xfer Records,Serum,Bass (Hard),BA Le Gigante [LCV],
8. Marching to Victory,,,,"♪ Yu-Peng Chen, Dimeng Yuan, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Koto,Kasumi Watanabe,,,
9. Approaching Thunder,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Tsugaru Shamisen,"Shamio, Yutaka Oyama",,,
Heavyocity,Damage,02 Percussive Kits -> 04 Hybrid FX Hits,PERC Damage Hits MW,F#1
,,,,
10. Bitter Triumph,,,,"♪ Yu-Peng Chen, Jiade He"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Koto,Kasumi Watanabe,,,
11. Her Imperial Majesty,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Koto,Kasumi Watanabe,,,
12. Eureka Moment,,,,"♪ Yu-Peng Chen, Jiade He"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Koto,Kasumi Watanabe,,,
,,,,
13. Odyssey to the Uncharted,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
,,,,
14. Unforeseen Disaster,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
Steinway & Sons,Steinway D-274,,,
,,,,
15. Fury Unleashed,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
Steinway & Sons,Steinway D-274,,,
,,,,Arturia Polybrute?
16. Separate Ways,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
Steinway & Sons,Steinway D-274,,,
,,,,
17. Take This!,,,,"♪ Yu-Peng Chen, Qian Ding, Xin Zhao"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Electric Guitar,Xin Zhao,,,
,,,,
18. Suffering of Parting,,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
,,,,
,,,,
19. Under the Sun,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,Art of Loong Orchestra,,,
,,,,
,,,,
20. Vanished Beyond Recall,,,,♪ Dimeng Yuan
Live Recording: Voice,He Lin,,,
Live Recording: 1st Violin,Yue Zhu,,,
Live Recording: 2nd Violin,Chang Luo,,,
Live Recording: Viola,Yizhu Mao,,,
Live Recording: Cello,Xiaolong Chen,,,
Live Recording: Double Bass,Bingyang Yang,,,
21. Nothing but a Dream,,,,♪ Dimeng Yuan
Live Recording: Voice,He Lin,,,
Live Recording: 1st Violin,Yue Zhu,,,
Live Recording: 2nd Violin,Chang Luo,,,
Live Recording: Viola,Yizhu Mao,,,
Live Recording: Cello,Xiaolong Chen,,,
Live Recording: Double Bass,Bingyang Yang,,,
22. Illusory Apparitions,,,,♪ Yijun Jiang
Live Recording: Voice,He Lin,,,
Live Recording: Violin,Yue Zhu,,,
Live Recording: Cello,Xiaolong Chen,,,
23. Midnight in Mondstadt,,,,♪ Yu-Peng Chen
Live Recording: Piano,Yu-Peng Chen,Steinway & Sons,Steinway D-274,
,,,,
Disc 2: Fantasia of the Isles,,,,
1. Tagelied nächtlicher Gedanken,,,,♪ Yijun Jiang
Credited Piano Performance,Yijun Jiang,,,
,,,,
,,,,
"2. Traum durch die Dämmerung, erster Satz",,,,♪ Yijun Jiang
Credited Piano Performance,Yijun Jiang,,,
,,,,
,,,,
"3. Traum durch die Dämmerung, zweiter Satz",,,,♪ Yijun Jiang
Credited Harpsichord Performance,Yijun Jiang,,,
,,,,
,,,,
4. Das Folkwanglied,,,,♪ Xin Zhao
Credited Harpsichord Performance,Xin Zhao,,,
,,,,
,,,,
"5. Ein vogellin, so wol getan",,,,♪ Dimeng Yuan
Credited Harpsichord Performance,Dimeng Yuan,,,
,,,,
,,,,
6. Soliloquy of the Star,,,,♪ Qian Ding
Credited Harpsichord Performance,Qian Ding,,,miscredited piano as harpsichord lol
,,,,
,,,,
7. Flickering Brightness,,,,"♪ Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Dizi,Xiaokui Ding,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Ying Wang,,,
8. Burst Into Flames,,,,"♪ Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,London Philharmonic Orchestra,,,
Live Recording: Dizi,Xiaokui Ding,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Ying Wang,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
9. Die Mittsommernacht-Fantasie,,,,"♪ Yijun Jiang, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Steel-Stringed Guitar,Yijun Jiang,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
Disc 3: A Turbulent Peregrination,,,,
1. The Liyue Romans-Fleuves,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Xiao,Jiannan Gu,,,
Live Recording: Erhu,Jiajun Ma,,,
Live Recording: Shaoqin,Jiajun Ma,,,
Live Recording: Electric Guitar,Xin Zhao,,,
Steinway & Sons,Steinway D-274,,,
2. Bravery and Tenderness,,,,"♪ Yu-Peng Chen, Dimeng Yuan, Qian Ding"
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Guzheng,Yuchen Wang,,,
Live Recording: Erhu,Jiajun Ma,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
Native Instruments,Noire,NOIRE Pure,,
3. Rumble of Thunder,,,,"♪ Qian Ding, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
4. Roots of Tranquil Eternity,,,,"♪ Qian Ding, Yu-Peng Chen"
Live Recording: Orchestra,The City of Prague Philharmonic Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Cello,Yi Sun,,,
5. Miko's Ingenuity,,,,♪ Dimeng Yuan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
6. A Region Rediscovered,,,,"♪ Qian Ding, Yu-Peng Chen"
Live Recording: Orchestra,Art of Loong Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
,,,,
7. Cold Light,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
8. Broken Blade,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
9. Unfulfilled Aspirations,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
10. Evergreen Cypress,,,,"♪ Qian Ding, Dimeng Yuan"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
,,,,logic pro pizz?
11. Magnificent Irodori,,,,♪ Dimeng Yuan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
,,,,logic pro pizz?
12. Breaking Point,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
,,,,
,,,,
13. A Clueless Case,,,,♪ Qian Ding
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
,,,,
14. Hang by a Thread,,,,"♪ Dimeng Yuan, Yu-Peng Chen, Yijun Jiang"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Xiao,Xiaokui Ding,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
15. Yaksha's Reminiscence,,,,"♪ Dimeng Yuan, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Xiao,Xiaokui Ding,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Pipa,Xiao Meng,,,
Live Recording: Erhu,Ying Wang,,,
16. Easier Said Than Done,,,,♪ Yijun Jiang
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Xiao,Xiaokui Ding,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Erhu,Ying Wang,,,
17. A Single Thought,,,,♪ Qian Ding
Live Recording: Orchestra,The City of Prague Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Xiaokui Ding,,,
,,,,
18. Prelude of Change,,,,"♪ Qian Ding, Dimeng Yuan"
Live Recording: Orchestra,The City of Prague Philharmonic Orchestra,,,
,,,,
,,,,
19. Phantasm Suite,,,,"♪ Yijun Jiang, Dimeng Yuan"
Live Recording: Orchestra,The City of Prague Philharmonic Orchestra,,,
Live Recording: Dizi,Jiannan Gu,,,
Live Recording: Guzheng,Yijing Shen,,,
Live Recording: Pipa,Xiao Meng,,,
Live Recording: Erhu,Chao Li,,,
Live Recording: Electric Guitar,Yijun Jiang,,,
Live Recording: Violin,Peng Li,,,
20. The Everlasting Trail,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,London Philharmonic Orchestra,,,
,,,,
,,,,
21. Dazzling Stars,,,,♪ Dimeng Yuan
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
Live Recording: Electric Guitar,Dimeng Yuan,,,
22. The Floating World,,,,"♪ Yijun Jiang, Yu-Peng Chen"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Shakuhachi,Jiannan Gu,,,
,,,,
23. Soar in the Wind,,,,"♪ Dimeng Yuan, Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Voice,Ziyu Che,,,
Live Recording: Shakuhachi,Xiaokui Ding,,,
24. Elogia Cinerosa,,,,"♪ Yu-Peng Chen, Qian Ding"
Live Recording: Orchestra,Budapest Scoring Orchestra,,,
Live Recording: Orchestra,International Master Philharmonic Orchestra,,,
Live Recording: Voice,Elim,,,
Live Recording: 1st Choir,"Jia Tian, Weiqing Tang, Jinfei Chai, Botao Wu, ...",,,
Live Recording: 2nd Choir,Shanghai Philharmonic Society & Choir,,,
Credited Piano Performance,Yu-Peng Chen,,,
EastWest,Symphonic Orchestra,Strings -> 11 Violins -> 1 Long,11V Harmonics,
Native Instruments,Noire,NOIRE Pure,,
25. Song of Innocence,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Harp,Ningmei Quan,,,
Live Recording: Choir,Sfuture Art Group,,,
,,,,
,,,,
,,,,
,,,,
Forest of Jnana and Vidya,,,,
,,,,
,,,,"Recording Studio:
- St Luke's (1.01~06, 08, 09, 11, 16~19, 21~23, 27~34 / 2.01, 02, 04, 06, 07, 09, 21, 22, 25, 28~31 / 3.04 / 4.01~04)
- Abbey Road Studios (1.01, 02, 05~07, 09, 11, 12, 16~19, 21~23 / 2.01, 04, 09, 14, 21, 22, 28~31 / 3.04, 06 / 4.01~04)
- Redfort Studio (1.01~05, 07, 08, 12, 14, 16, 24~26, 28, 30, 34 / 2.01~04, 06, 08, 10~13, 15~17, 21~24, 31, 32, 36 / 3.06~08, 11, 15, 17, 18 / 4.01~04)
- Air-Edel Recording Studios (1.01, 1.13, 14, 16, 18, 20 / 4.01, 03)
- 52Hz Studio (1.12, 13, 21 / 2.33, 35, 39 / 3.22, 23 / 4.01, 03)
- Jintian Recording Studio (2.11, 13, 14, 17, 33~35, 37~39 / 3.18, 20)
- Smecky Studio (2.16)
- Budapest Scoring (2.34, 38)
- Sound Pro Studio (2.36~39)"
,,,,
Disc 1: Dwelling Where Everlasting Spring Abides,,,,
1. Sumeru,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Ney,Josh Plotner,,,
Live Recording: Duduk,Martin Robertson,,,
Live Recording: Mandolin,Steve Smith,,,
Live Recording: Sitar,Arjun Verma,,,
Live Recording: Saz,Dursuncan Cakin,,,
Live Recording: Santur,Peyman,,,
Live Recording: Oud,Attab,,,
Live Recording: Classical Guitar,Ashley Blasse,,,
EastWest,Symphonic Orchestra,Perc -> Metals,Orch chimes,
2. Whirling of Leaves and Petals,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Ney,Josh Plotner,,,
Live Recording: Classical Guitar,Ashley Blasse,,,
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,92-Tambourine,
3. Flickering Shadows of Trees,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Bansuri,Eliza Marshall,,,
,,,,
"4. For Riddles, for Wonders",,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Bansuri,Eliza Marshall,,,
Live Recording: Sitar,Arjun Verma,,,
Native Instruments,Noire,NOIRE Pure,Basic Pure,
5. Evergreen Wish,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Bansuri,Eliza Marshall,,,
Live Recording: Mandolin,Steve Smith,,,
Live Recording: Kanun,Maya Youssef,,,
6. Many-Colored Smiles and Tears,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
,,,,
,,,,
7. Overnight Dew in the Woods,,,,♪ Yu-Peng Chen
Live Recording: Bansuri,Eliza Marshall,,,
Live Recording: Mandolin,Steve Smith,,,
Live Recording: Classical Guitar,Ashley Blasse,,,
8. Thoughts and Prayers,,,,♪ Yu-Peng Chen
Live Recording: Orchestra,London Symphony Orchestra,,,
Live Recording: Bansuri,Eliza Marshall,,,
Live Recording: Sitar,Arjun Verma,,,
