Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Roland,SOUND Canvas SC-88,SC-55 Map -> Drum Set,026 TR-808,Snare,,
Roland,SOUND Canvas SC-88,SC-88 Map,040 000 Synth Bass 2,,,
Sound Ideas,Series 1000,1021-02-05,TRUMPET,"COMICAL, BABY CALL, MUSIC, COMEDY 03",,
Mystical Ninja Starring Goemon,,"(Released: August 7, 1997)",,,,
AKAI,S612,SL206 SOUNDS OF JAPAN,SHAKUHACHI #1,,"Sunset - Want You, Within the Burning Sands, Depths of Darkness, Peaceful Again",
AKAI,S1000,SL3025 JAPANESE DRUM,JAPANESE DR.,CLACK 1,"Depths of Darkness, Omitsu, Hot-Blooded Man",
AKAI,S1000,SAMPLE WAVE MIXING SWM3010 SYNTH & LEAD,VOXY SYNTH,AN-SYN 41 SA,-Used throughout the soundtrack-,
Best Service,Peter Siedlaczek's Classical Choir,Partition E -> AHH MIX 32MB,AHH,,It Happened on an Ordinary Day,
Roland,JD-990,Waveform,118 Nylon GTR,From the N64DD SDK,,
Roland,JV-1080,PR-D (GM),001 Piano 1,,X Warriors,
Roland,JV-1080,PR-D (GM),013 Marimba,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),019 Organ 3,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),029 Muted Gt,,I Am Impact!,
Roland,JV-1080,PR-D (GM),030 Overdrive Gt,,"I am Impact!, Crisis",
Roland,JV-1080,PR-D (GM),034 Fingered Bs.,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),048 Timpani,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),053 Choir Aahs,,Little Baby Sleepin',
Roland,JV-1080,PR-D (GM),055 SynVox,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),056 OrchestraHit,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),060 MutedTrumpet,,Secrets of the Old Man Plasma,
Roland,JV-1080,PR-D (GM),062 Brass 1,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),064 Synth Brass2,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),066 Alto Sax,,"Oni Oni Redezvous, Waterfall of Kegon",
Roland,JV-1080,PR-D (GM),068 Baritone Sax,,"Oni Oni Redezvous, We Did It! The Sky is Sunny, and So is Japan",
Roland,JV-1080,PR-D (GM),071 Bassoon,,God's Giant Tree,
Roland,JV-1080,PR-D (GM),074 Flute,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-D (GM),081 Square Wave,,Theme of MYSTICAL NINJA,
Roland,JV-1080,PR-D (GM),107 Shamisen,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,"Secrets of the Old Man Plasma, Heartbreak Corlin, Ghost Attack!",
Roland,SOUND Canvas SC-88,SC-88 Map,049 000 Strings,,-Used throughout the soundtrack-,
Roland,SR-JV80-01 Pop,XP-X,012 Ballad Org. 1,,Childhood Toy Behind You,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,-Used throughout the soundtrack-,
Mystical Ninja 2 Starring Goemon (EU) / Goemon's Great Adventure (NA),,,"(Released: December 23, 1998)",,,
AKAI,S612,SL206 SOUNDS OF JAPAN,SHAKUHACHI #1,,,
AKAI,S1000,SL3025 JAPANESE DRUM,JAPANESE DR.,CLACK 1,,
AKAI,S1000,SAMPLE WAVE MIXING SWM3010 SYNTH & LEAD,VOXY SYNTH,AN-SYN 41 SA,,
Roland,JV-1080,PR-D (GM),013 Marimba,,,
Roland,JV-1080,PR-D (GM),019 Organ 3,,,
Roland,JV-1080,PR-D (GM),029 Muted Gt,,,
Roland,JV-1080,PR-D (GM),030 Overdrive Gt,,,
Roland,JV-1080,PR-D (GM),034 Fingered Bs.,,,
Roland,JV-1080,PR-D (GM),048 Timpani,,,
Roland,JV-1080,PR-D (GM),056 OrchestraHit,,,
Roland,JV-1080,PR-D (GM),060 MutedTrumpet,,,
Roland,JV-1080,PR-D (GM),064 Synth Brass2,,,
Roland,JV-1080,PR-D (GM),068 Baritone Sax,,,
Roland,JV-1080,PR-D (GM),071 Bassoon,,,
Roland,JV-1080,PR-D (GM),074 Flute,,,
Roland,JV-1080,PR-D (GM),107 Shamisen,,,
Rolans,JV-1080,PR-D (GM),115 Steel Drums,,,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,,
Ganbare Goemon: Kuru Nara Koi! Ayashige Ikka no Kuroi Kage,,,"(Released: December 23, 1998)",,,
Roland,JV-1080,PR-D (GM),001 Piano 1,,,
Roland,JV-1080,PR-D (GM),033 Acoustic Bs.,,,
Roland,JV-1080,PR-D (GM),040 Synth Bass 2,,,
Roland,JV-1080,PR-D (GM),046 PizzicatoStr,,,
Roland,JV-1080,PR-D (GM),060 MutedTrumpet,,,
Roland,JV-1080,PR-D (GM),062 Brass 1,,,
Roland,JV-1080,PR-D (GM),072 Clarinet,,,
Roland,JV-1080,PR-D (GM),074 Flute,,,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,,
Goemon Mononoke Sugoroku,,"(Released: December 25, 1999)",,,,
AKAI,S612,SL206 SOUNDS OF JAPAN,SHAKUHACHI #1,,,
AKAI,S1000,SL3025 JAPANESE DRUM,JAPANESE DR.,CLACK 1,,
AKAI,S1000,SAMPLE WAVE MIXING SWM3010 SYNTH & LEAD,VOXY SYNTH,AN-SYN 41 SA,,
Roland,JV-1080,PR-D (GM),013 Marimba,,,
Roland,JV-1080,PR-D (GM),019 Organ 3,,,
Roland,JV-1080,PR-D (GM),029 Muted Gt,,,
Roland,JV-1080,PR-D (GM),040 Synth Bass 2,,,
Roland,JV-1080,PR-D (GM),046 PizzicatoStr,,,
Roland,JV-1080,PR-D (GM),048 Timpani,,,
Roland,JV-1080,PR-D (GM),058 Trombone,,,
Roland,JV-1080,PR-D (GM),060 MutedTrumpet,,,
Roland,JV-1080,PR-D (GM),062 Brass 1,,,
Roland,JV-1080,PR-D (GM),064 Synth Brass2,,,
Roland,JV-1080,PR-D (GM),074 Flute,,,
Roland,JV-1080,PR-D (GM),081 Square Wave,,,
Roland,JV-1080,PR-D (GM),105 Sitar,,,
Roland,JV-1080,PR-D (GM),107 Shamisen,,,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,,
?,?,,,Accordion,,
?,?,,,Saxophone,,
Goemon: Shin Sedai Shūmei!,,"(Released: December 20, 2001)",,,,
Best Service,Peter Siedlaczek's Classical Choir,Partition E -> AHH MIX 32MB,AHH,,,
Roland,JV-1080,PR-D (GM),001 Piano 1,,,
Roland,JV-1080,PR-D (GM),010 Glockenspiel,,,
Roland,JV-1080,PR-D (GM),019 Organ 3,,,
Roland,JV-1080,PR-D (GM),046 PizzicatoStr,,,
Roland,JV-1080,PR-D (GM),048 Timpani,,,
Roland,JV-1080,PR-D (GM),053 Choir Aahs,,,
Roland,JV-1080,PR-D (GM),056 OrchestraHit,,,
Roland,JV-1080,PR-D (GM),060 MutedTrumpet,,,
Roland,JV-1080,PR-D (GM),062 Brass 1,,,
Roland,JV-1080,PR-D (GM),074 Flute,,,
Roland,SOUND Canvas SC-88,SC-88 Map,012 000 Vibraphone,,,
Roland,SOUND Canvas SC-88,SC-88 Map,039 000 Synth Bass 1,,,
Roland,SOUND Canvas SC-88,SC-88 Map,049 000 Strings,,,
Roland,SOUND Canvas SC-88,SC-88 Map,061 000 French Horns,,,
Rolanz,SOUND Canvas SC-88,SC-88 Map -> Drum Set,049 ORCHESTRA,,,
Ganbare Goemon: Tōkai Dōchū Ōedo Tengu ri Kaeshi no Maki,,,"(Released: June 23, 2005)",,,
AKAI,S1000,SL1045 BAROQUE STRINGS,STRING SECT1,,,
AKAI,S1000,SL3025 JAPANESE DRUM,JAPANESE DR.,CLACK 1,,
AKAI,S1000,SL3056 SHAMISEN,SYAMISEN,SYAMI-3 F1#,,
AKAI,S1000,SAMPLE WAVE MIXING SWM3010 SYNTH & LEAD,VOXY SYNTH,AN-SYN 41 SA,,
Roland,JD-990,Waveform,093 Pan Pipe,From the N64DD SDK,,
Roland,JV-1080,PR-D (GM),056 OrchestraHit,,,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,,
Ganbare Goemon Pachisuro,,"(Released: May 25, 2009)",,,,
AKAI,S612,SL206 SOUNDS OF JAPAN,SHAKUHACHI #2,,,
AKAI,S1000,SL3025 JAPANESE DRUM,JAPANESE DR.,CLACK 1,,
Roland,JV-1080,PR-D (GM),013 Marimba,,,
Roland,JV-1080,PR-D (GM),048 Timpani,,,
Roland,JV-1080,PR-D (GM),056 OrchestraHit,,,
Roland,JV-1080,PR-D (GM),068 Baritone Sax,,,
Roland,JV-1080,PR-D (GM),107 Shamisen,,,
Stuff to Find,,,,,,
AKAI,?,,,Tsuzumi,,
,,,,,,
Section 5 - Castlevania,,,,,,
,,,,,,
Super Castlevania IV ★,,"(Released: October 31, 1991)","(Music by: Masanori Adachi, Akira Sōji, Taro Kudo)",,Jump to top,
Live Recording: Akkun,Simon's voice (Super Voice),,,Credited,SFX,
AKAI,S1000,Partition B -> SL1058 TBL+SIR,TABLAS,TABLA 16,"Cellar, Secret Room",
E-MU Systems,Proteus/2,Bank 0,009 Marcato 1,C4 + C5 + C6,-Used throughout the soundtrack-,
E-MU Systems,Proteus/2,Bank 0,054 Xylophone,Sampled with Yamaha TG-77 marimba.,Cellar,
KORG,M1,PROG,09 Drums #1,"Kick, Snare",-Used throughout the soundtrack-,
Roland,L-CD1,Indian Percussion #1,P1 Tabla-Baya 1,Tbl-DhaL,"Cellar, Secret Room",
Roland,S50 Library,RSB-504 -> Disk #7 -> ORCHESTRA AND TYPANI #1,P5: Timpani 1 pf,,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,01 Piano,B2 + B3 + B4,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,04 Horn,C4,"Simon's Theme, Boss 1",
Yamaha,TG77,Waveform,08 Flute,A5,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,09 Clarinet,A#4,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,21 Wood Bass,D3,-Used throughout the soundtrack-,
Yamaha,TG77,Waveform,32 Marimba,Sampled with E-MU Proteus/2 xylophone.,Cellar,
Yamaha,TX802,Bank A,54 PipeOrgan,Part of the SNES SDK,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 0,026 Oboe + ???,Synth-ish Brass,-Used throughout the soundtrack-,
Roland,S-770,BS :E.Bass 1 -> BS :P.Bass,BS :P.Bass 1a,Electric Bass,-Used throughout the soundtrack-,
Sound Ideas,Hanna-Barbera SFX Library,HB02 - Cartoon Sounds -> Coyote,"COYOTE - SHORT HOWL, ANIMAL",Howl SFX,SFX,
?,?,,,Simon's whip SFX,-Used throughout the soundtrack-,
?,?,,,Glock waveform,Konami Logo,
?,?,,,FM-like waveform,SFX,
Castlevania: Rondo of Blood,,"(Released: October 29, 1993)",,"(Music by: Akira Sōji, Keizō Nakamura, Tomoko Sano, Mikio Saitō)",,
Alesis,D4,SNARES,71 Pop Shot,,Op.13 (Stage 5 Other Side BGM),
Alesis,D4,SNARES,92 Big Stik,,Divine Bloodlines (Stage 1 BGM),
E-MU Systems,Proteus/1,Bank 0,000 Stereo Piano,,"Divine Bloodlines (Stage 1 BGM), Vampire Killer (Stage 2 Normal Side BGM), etc.",
E-MU Systems,Proteus/1,Bank 0,001 Hall Strings,,"Divine Bloodlines (Stage 1 BGM), March of the Holy Man (Richter Ending BGM), etc.",
E-MU Systems,Proteus/1,Bank 0,002 InChoirIrie,,Vampire Killer (Stage 2 Normal Side BGM),
E-MU Systems,Proteus/1,Bank 0,003 BigCityBrass,,"Mary Samba (Maria Ending BGM), Mother Earth (Ending BGM)",
E-MU Systems,Proteus/1,Bank 0,005 Acoustic Gtr,,"Slash (Stage 4 Other Side BGM), Ghost Ship Painting (Stage 5 Normal Side BGM), etc.",
E-MU Systems,Proteus/1,Bank 0,006 Modern Gtr,,Theme of Simon (Block 8 BGM),
E-MU Systems,Proteus/1,Bank 0,007 Thunder Bass,,Slash (Stage 4 Other Side BGM),
E-MU Systems,Proteus/1,Bank 0,019 F. Horn Sect,,Mary Samba (Maria Ending BGM),
E-MU Systems,Proteus/1,Bank 0,023 Slap/PopBass,,Vampire Killer (Stage 2 Normal Side BGM),
E-MU Systems,Proteus/1,Bank 0,058 Octave Choir,,Cross a Fear (Stage 2 Other Side BGM),
E-MU Systems,Proteus/1,Bank 1,102 Solo Lead,,"Cross a Fear (Stage 2 Other Side BGM), Moon Fight (Block 6 BGM 1)",
KORG,01/W,COMBI -> Bank A,A06 VolumeKnob,,Overture (Opening · Richter's Theme),
KORG,01/W,COMBI -> Bank A,A53 Steam&Res,,Den (Stage 7 BGM),
KORG,01/W,COMBI -> Bank A,A57 AnaStrings,,Divine Bloodlines (Stage 1 BGM),
KORG,01/W,COMBI -> Bank A,A62 MahlerHorn,,Den (Stage 7 BGM),
KORG,01/W,COMBI -> Bank A,A90 Dreaming,,Overture (Opening · Richter's Theme),
KORG,01/W,COMBI -> Bank B,B11 Full Pipes,,Bloody Tears (Stage 3 Normal Side BGM),
KORG,01/W,COMBI -> Bank B,B24 GargleBass,,Op.13 (Stage 5 Other Side BGM),
KORG,01/W,PROG -> Bank B,B22 Brass 1,,Vampire Killer (Stage 2 Normal Side BGM),
KORG,01/W,PROG -> Bank B,B98 MonoLead 2,,Divine Bloodlines (Stage 1 BGM),
KORG,T3,PROG A,A01 Piano16',,Beginning (Stage 4 Normal Side BGM),
Roland,D-50,Bank 1,I-16: Living Calliope,,"Slash (Stage 4 Other Side BGM), Theme of Simon (Block 8 BGM)",
Roland,D-50,Bank 2,I-26: Griitttarr,?,Moon Fight (Block 6 BGM 1),
Roland,JV-80,Internal,I17 Slap !!!,,Moon Fight (Block 6 BGM 1),
Roland,JV-80,Internal,I25 Great Church,,Moon Fight (Block 6 BGM 1),
Roland,JV-80,Preset A,A72 St Fretless,,Mary Samba (Maria Ending BGM),
Roland,JV-80,Preset B,B46 Brass Sect 1,,Dance of Illusions (Stage 8 · Dracula's Theme),
Roland,JV-80,Preset B,B77 Touch Lead,,Slash (Stage 4 Other Side BGM),
Roland,JV-80,Preset B,PRB PR — B RHYTHM,,Mary Samba (Maria Ending BGM),
Roland,SR-JV80-02 Orchestral,XP-X,?,,Dancing in Phantasmic Hell (Boss Theme BGM),
Castlevania: Bloodlines,,"(Released: March 17th, 1994)",,,,
BBC Enterprises,Essential Death & Horror SFX Vol. 1,Track 21 -> Monsters and Animals,The Mad Gorilla -> Timestamp 0:07,,Dracula's Death Roar,
BBC Enterprises,Essential Death & Horror SFX Vol. 1,Track 65 -> Vocal Effects and Heartbeats,Two Screams (Female) -> Timestamp 1:21,,Elizabeth Hartley's Death (Sound Effect),
BBC Enterprises,Essential Death & Horror SFX Vol. 1,Track 67 -> Vocal Effects and Heartbeats,Scream (Female),,Gargoyle Screech (Sound Effect),
Stuff to Find,,,,,,
AKAI,S1000,,,Pizzicato strings,Cemetery (Stage 3 Other Side BGM),
KORG,01/W,,,Kalimba,Ghost Ship Painting (Stage 5 Normal Side BGM),
KORG,?,,,Piano,Beginning (Stage 4 Normal Side BGM),
Roland,?,,,Electric guitar,Divine Bloodlines (Stage 1 BGM),
Roland,?,,,Slap bass,Vampire Killer (Stage 2 Normal Side BGM),
Yamaha,TG500,,,,,
Yamaha,YM2151,,,FM synths,Slash (Stage 4 Other Side BGM),
Yamaha,?,,,Misc. synth elements,Op.13 (Stage 5 Other Side BGM),
Castlevania: Dracula X,,"(Released: July 21, 1995)",,"(Music by: Tomoya Tomita, Masanari Iwata, Harumi Ueko, Masahiko Kimura)",,
Alesis ,D4,SNARES,05 Classic,,"Cerberus, Boss, Illusionary Dance, Stage Clear, Staff Roll",
Alesis ,D4,SNARES,71 Pop Shot,,Opus 13,
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,Sampled as chords,"Bloodlines, Beginning",
E-MU Systems,Proteus/1,Bank 0,002 InChoirIrie,,"Vampire Hunter, Opus 13, Beginning",
Ensoniq ,KS-32,ROM,00 KS Grand Piano,,Vampire Hunter,
Ensoniq ,KS-32,INT,40 Pro Brass,,"Vampire Hunter, Opus 13, Picture of the Ghost Ship, Illusionary Dance",
KORG,T3,PROG,05 Marimba,,Picture of the Ghost Ship,
KORG,T3,PROG,58 Synthbass3,,"Bloodlines, Bloody Tears, Opus 13, Picture of the Ghost Ship, Den",
Stuff to Find,,,,,,
AKAI,S612,SL203 CHORUS & ENSEMBLE,FEMALE CHORUS,To properly check,Ending,
AKAI,S1000,SL3030 PICK BASS,EL-BASS PICK,To properly check,"Vampire Hunter, Cemetery",
E-MU Systems,Proteus/1,?,Piano,,Vampire Hunter,
ROLAND ,JV-80,?,Pizzicato,,Cemetery,
?,?,,Rotary Organ,,Picture of the Ghost Ship,
?,?,,Orch Crash,,"Cerberus, Boss, Illusionary Dance, Stage Clear, Staff Roll",
?,?,,Tambourine,,"Cemetary, Picture of the Ghost Ship",
?,?,,Open Hat,,-Used throughout the soundtrack-,
?,?,,Snare,,-Used throughout the soundtrack-,
?,?,,Acoustic Kick,,-Used throughout the soundtrack-,
?,?,,Pipe Organ,,"Map, Bloody Tears, Den, Game Over",
?,?,,Funk Guitar,,Bloodlines,
?,?,,Synth Brass,,"Bloodlines, Bloody Tears",
?,?,,5ths Electric Guitar,,"Vampire Hunter, Bloody Tears, Den",
?,?,,Woodblock,,"Vampire Hunter, Opus 13",
?,?,,Elec Zap,,Opus 13,
?,?,,Timpani,,"Overture, Boss, Illusionary Dance, Stage Clear, Staff Roll",
?,?,,Strings ,,-Used throughout the soundtrack-,
?,?,,Flute,,"Picture of the Ghost Ship, Boss",
?,?,,Glockenspiel Bell,,Opus 13,
Castlevania: Symphony of the Night,,"(Released: March 20, 1997)",,"(Music by: Michiru Yamane, Akira Yamaoka)",,
Streamed Audio,,,,,,
E-MU Systems,Proteus/1,Bank 0,014 Rock Drums 1,,"Prologue, Wandering Ghosts",
E-MU Systems,Proteus/2,Bank 0,007 Arco Violas,,PlayStation Disc Bonus Track,
E-MU Systems,Proteus/2,Bank 0,014 Pizz Celli,,Lost Painting,
E-MU Systems,Proteus/2,Bank 0,015 Pizz Violas,,Metamorphosis 1,
KORG,01/W,COMBI -> Bank B,B31 ClickOrgan,,Marble Gallery,
KORG,01/W,PROG -> Bank A,A85 Bell Rise,,Heavenly Doorway,
KORG,01/W,PROG -> Bank A,A88 NuclearSun,,Rainbow Cemetery,
KORG,01/W,PROG -> Bank A,A90 Underwater,,Wandering Ghosts,
KORG,01/W,PROG -> Bank B,B09 MrProducer,,Marble Gallery,
KORG,01/W,PROG -> Bank B,B25 EtherBells,,Lost Painting,
KORG,01/W,PROG -> Bank B,B39 Timpani,,"Moonlight Nocturne, Tower of Mist, Metamorphosis 2",
Roland,JD-990,Internal,I-13 Acoustic Piano 1,,"Bloody Tears (A), Bloody Tears (B)",
Roland,JD-990,Internal,I-32 Phlangy Vox Pad,,Dracula's Castle,
Roland,JD-990,Internal,I-38 Clear Bells,,Silence,
Roland,JD-990,PR-B,B-22 Brass Mix,,Dance of Gold,
Roland,JV-2080,PR-A,110 Steel Away,,Wandering Ghosts,
Roland,SR-JV80-01 Pop,XP-X,058 Cimbalon 1,,Marble Gallery,
Roland,SR-JV80-02 Orchestral,XP-X,092 Oboe 1,,Dance of Pales,
Roland,SR-JV80-02 Orchestral,XP-X,188 Plucked Harp,,Dance of Pales,
Roland,SR-JV80-02 Orchestral,XP-X,242 Piatti!!,,Dance of Gold,
Roland,SR-JV80-03 Piano,XP-X,001 Grand Piano1,,Dance of Pales,
Sound Ideas,Warner Bros. Sound Effects,WB04-26-1,,Swamp sfx,Abandoned Pit,
Sound Ideas,Warner Bros. Sound Effects,WB04-26-2,,Swamp sfx,Abandoned Pit,
Stuff to Find,,,,,,
KORG,01/W,,,Monophonic lead,Marble Gallery,
Kurzweil,?,,,,,
Roland,JD-990,PR-B,B-54 Silky Strings,,,
Roland,SR-JV80-02 Orchestral,XP-X,,,Dance of Illusions,
Sequenced Soundbank,,,,,,
Alesis,D4,PERCUSSION,01 Talk Up ,,Master Librarian,
Alesis,D4,PERCUSSION,23 Hi Bongo,,Master Librarian,
E-MU Systems,Proteus/2,Bank 0,002 Solo Violin,,Unused Song,
Roland,SOUND Canvas SC-88,SC-88 Map,007 000 Harpsichord,~50% Velocity,"Master Librarian, Unused Song",
Roland,SOUND Canvas SC-88,SC-88 Map,013 000 Marimba,~50% Velocity,Master Librarian,
Roland,SOUND Canvas SC-88,SC-88 Map,036 000 Fretless Bs.,Clipped,"Master Librarian, Unused Song",
Roland,SOUND Canvas SC-88,SC-88 Map,074 000 Flute,,"Master Librarian, Unused Song",
Stuff to Find,,,,,,
?,?,,Shaker,,Master Librarian,
Sound Effects,,,,,,
BBC Enterprises,Essential Death & Horror SFX Vol. 1,Track 23 -> TS 0:00,Wolf Howling,Slowed down,SFX (Warg),
GNP Crescendo,Star Trek / Sound Effects,Track 22 -> TS 0:00,Photon Torpedo (3 Blasts),Pitched up 2 semitones,"SFX (Orlox, Lesser Demon)",
King Records,Hissatsu! Series Sound Collection,Track 05 -> TS 0:36,第2作 必殺仕置人 効果音,,SFX (Bloody Zombie Body Hit),
King Records,Hissatsu! Series Sound Collection,Track 21 -> TS 0:22,第7作 必殺仕業人 武器編-刀・3,"Slowed down, faded out","SFX (Special Move, Warp)",
King Records,Hissatsu! Series Sound Collection,Track 48 -> TS 0:03,第16作 必殺仕舞人 武器編-鎖,,SFX (Richter's Whip),
King Records,Hissatsu! Series Sound Collection,Track 59 -> TS 0:08,第20作 必殺渡し人 効果編,,SFX (Candle Hit),
Sound Ideas,Hanna-Barbera Sound FX Library,HB02-99-5,,,SFX (Alucard Wolf Bark),
Sound Ideas,Hanna-Barbera Sound FX Library,HB03-8-4,Magic Glisten,,SFX (Boss Defeated),
Sound Ideas,Hanna-Barbera Sound FX Library,HB03-10-3,MAGIC BELL GLISS UP 02,Pitched down 7 semitones,SFX (Alucard Transform),
Sound Ideas,The General Series 6000,6040-74-1,TOMBSTONE,"STONE DRAGGING ON STONE, GRIND",SFX (Stone Wall Move),
Sound Ideas,Warner Bros. Sound Effects,WB02-51-1,,,SFX (Boss Defeated),
Sound Ideas,Warner Bros. Sound Effects,WB05-20-3,"Rattle, Wood, Thin Wood Vibrating Fast",,SFX (Spellbook/Magic Tome Death),
Castlevania (Nintendo 64),,"(Released: January 26, 1999)",,(Music by: Masahiko Kimura),,
EastWest,Symphonic Adventures,VOLUME 001,FULL ORCH,,,
EastWest,Symphonic Adventures,VOLUME 002,SUS#6 116,,,
EastWest,Symphonic Adventures,VOLUME 003,SMAL INST2,,Rise of the Skeletons,
EastWest,Symphonic Adventures,VOLUME 003,SUSP#8  AA,,,
EastWest,Symphonic Adventures,VOLUME 004,FILMFX7 AD,,"Rise of the Skeletons, Villa Vampire",
Q-Up Arts,The Denny Jaeger Private Collection,TUBEVOX DRY,CHAAHM,Reverb added,Invisible Sorrow,
Q-Up Arts,The Denny Jaeger Private Collection,TUBEVOX DRY,SSSSHHHM,Reverb added,Invisible Sorrow,
Q-Up Arts,The Denny Jaeger Private Collection,TUBEVOX DRY,TSK -L,Reverb added,Invisible Sorrow,
Roland,JV-1080,PR-B,013 Finger Bass,,-Used throughout the soundtrack-,
Roland,JV-1080,PR-B,014 Nylon Bass,,,
Roland,JV-1080,PR-C,047 Bass Pizz,,,
Roland,JV-1080,PR-C,114 NextFrontier,,Annex - Silent Madness,
Roland,SR-JV80-02 Orchestral,XP-X,186 Harp 1,,Invisible Sorrow,
Roland,SR-JV80-02 Orchestral,XP-X,196 Harpsichord 1,,Annex - Silent Madness,
Roland,SR-JV80-05 World,XP-X,015 Udo Pot Menu,,,
Roland,SR-JV80-05 World,XP-X,022 Balafon,,Castle Center,
Roland,SR-JV80-05 World,XP-X,076 AsiaCYM Menu,,"Castle Center, Main Menu",
Roland,SR-JV80-05 World,XP-X,176 Egypt Tablah,,"Castle Center, Main Menu",
Roland,SR-JV80-05 World,XP-X,180 Tinjaw,,,
Roland,SR-JV80-05 World,XP-X,205 Shaker Menu,D4,,
Stuff to Find,,,,,,
EastWest,Symphonic Adventures,VOLUME 003,SUSP#6  AD,,,
Ensoniq,ZR-76,,Timpani,,,
Ensoniq,ZR-76,,,Flute,,
Ensoniq,ZR-76,,,French Horn,Castle Center,
Northstar,The Wizard Vol. 1,FLUORESCENCE,A#3 THEWI08L,,,
Northstar,The Wizard Vol. 1,FLUORESCENCE,D5 THEWIZ09L,,,
Roland,L-CD702 Orchestral Family Vol. 1,CMB Combos 1 -> CMB Arco Marcato,,STR_Strings G#5,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,CMB Ambient 16mb -> CMB_Ambient16meg,,DRM_LrgTimpmf4-L.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,CMB Ambient 16mb -> CMB Ambient16meg,,PRC_CBD Loose4.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,CMB Ambient 32mb -> CMB Ambient32meg,,DRM_Drmroll mf.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,CMB Ambient 32mb -> CMB Ambient32meg,,PRC_R8 Block.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,CYM Cymbal FX -> CYM Scrapes,,CYM_CymScrape2.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,PRC Orch Toys -> PRC Orch Triangl,,PRC Tri2Muted.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,PRC Orch Toys -> PRC Orch Triangl,,PRC_Tri2Ope3.wav,,
Roland,L-CDP-03 Orchestral Percussion Vol. 1,PRC Orch Toys -> PRC Orch Triangl,,PRC_Tri-Roll1.wav,,
Roland,SR-JV80-02 Orchestral,XP-X,227 Choir 1,,,
Roland,SR-JV80-02 Orchestral,XP-X,157 Brass ff 1,,,
Roland,SR-JV80-02 Orchestral,XP-X,Harpsichord,,,
Roland,SR-JV80-16 Orchestral II,XP-X,,Snare,-Used throughout the soundtrack-,
Roland,?,,,Shaker Loop,,
?,?,,,Strings,-Used throughout the soundtrack-,
?,?,,,Choir,,
?,?,,,Piano,Annex - Silent Madness,
?,?,,,Piano Chord,,
?,?,,,Distorted Guitar Slide,,
?,?,,,Music Box,,
?,?,,,Glockenspiel,,
?,?,,,Woodwind,,
?,?,,,Tubular Bell,,
Castlevania: Legacy of Darkness,,"(Released: December 8, 1999)",,(Music by: Masahiko Kimura),,
AMG,Diffusion The Next Generation,BEATZ,208_BEAT,,The Outer Wall,
Roland,JV-1080,PR-A,126 Crunch Split,,"Manuet of the Beast, Foggy Lake, Tower of Ruin - Thorny Grave",
Spectrasonics,Distorted Reality 2,CD 1 -> Partition B -> 05 160-480,LIGHTRAIL160,BRETHALYZE.wav,"Introduction, The Outer Wall, Tower 
of Ruin",
Castlevania: Circle of the Moon,,"(Released: March 21, 2001)",,"(Music by: Sōtarō Tojima, Hiroshi Mitsuoka)",,
Roland,JV-2080,PR-A,125 Power Trip,,,
Roland,JV-2080,PR-D (GM Bank),017 Organ 1,,,
Roland,JV-2080,PR-D (GM Bank),035 Picked Bs.,,"Clockwork Tower, Catacombs",
