Instrument,Source,Path/Bank,Preset,Notes,Demo
Pipe Organ,Garritan - Personal Orchestra 5,Instruments -> 6. Pipe Organ,Full Organ,,
Bass Drum,UNKNOWN,,,,
Chorus,UNKNOWN,,,,
Cymbal,UNKNOWN,,,,
Synth Arp,UNKNOWN,,,,
,,,,,
Section 3 - Heavensward (3.0),,,,,
,,,,,
3. Solid,,,,,(Arranged by Yoshitaka Suzuki & Masayoshi Soken)
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,Close mics,
Timpani,EastWest - Symphonic Orchestra,Perc -> Drums,Timp Hits LR,Close mics,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,Close and Stage mics,
Harpsichord,EastWest - Symphonic Orchestra,Strings -> Harpsichord,Harpsichord,,
Pipe Organ,Garritan - Personal Orchestra 5,Instruments -> 6. Pipe Organ,Full Organ,,
Violin Ensemble,Orchestral Tools - Berlin Strings,Instruments -> Multi Articulations -> 01. Violins I,Violins I Longs,,
Cello Ensemble,UNKNOWN,,,Does not sound like EWSO at 2:30,
Cymbal,UNKNOWN,,,First half of the track sounds different than later on,
Timpani,UNKNOWN,,,First half of the track sounds different than later on,
Electric Organ,UNKNOWN,,,At 2:23,
French Horn Ensemble,UNKNOWN,,,,
Piano,UNKNOWN,,,,
Trombone Ensemble,UNKNOWN,,,,
Trumpet Ensemble,UNKNOWN,,,,
Snare Ensemble,UNKNOWN,,,,
6. Descent,,,,,(Arranged by Ryo Takahashi)
Percussion Loop,EastWest - Stormdrum,Loops -> Big Beat Instruments,Basilica 075 bpm,Note E3,
Gamelan,Native Instruments - Spotlight Collection: Balinese Gamelan,,,"Matches ""Aftermath"" from ARR",
Pan Flute,UNKNOWN,,,,
Deep Choir,UNKNOWN,,,,
Female Choir,UNKNOWN,,,,
Ethnic Deep Choir,UNKNOWN,,,,
Piano,UNKNOWN,,,,
Vox Synth Pad,UNKNOWN,,,,
Ambient Synth Pad,UNKNOWN,,,,
30. Hallowed Halls,,,,,(Arranged by Kenichi Kuroda)
Pipe Organ,Samplephonics - The Leeds Town Hall Organ,-,Leeds Town Hall Organ,Preset 4,
39. The Mushroomery,,,,,(Arranged by Yukiko Takada & Masayoshi Soken)
Acoustic Guitar,EastWest - Ra,Americas -> Plucked -> 1980 Wburn Guitar,Washbrn GTR KS C0-D#0,,
Highland Pipes,EastWest - Ra,Europe -> Wind -> Highlnd Pipes,Highland Pipes VS,,
Violin Ensemble,EastWest - Symphonic Orchestra,Strings -> 18 Violins -> 5 Keysw,18V KS Master,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,Close mics,
Piano,Steinberg - HALion Sonic SE,HS SE Pro Set,Mellow Grand Piano,,
Cello,UNKNOWN,,,"Might be live, Heavensward does have a credited cellist",
Synth Choir Pad,UNKNOWN,,,Likely also HALion,
57. Locus,,,,,(Arranged by Masayoshi Soken)
Primary Vocals,Live Recording (Masayoshi Soken),,,,
Secondary Vocals,Live Recording (Michael-Christopher Koji Fox),,,,
Electric Guitar,UNKNOWN,,,,
Sine Synth,UNKNOWN,,,,
Piano,UNKNOWN,,,,
Synth Pad,UNKNOWN,,,,
Drum Kit,UNKNOWN,,,,
2. Down the Up Staircase,,,,,(Arranged by Yukiko Takada)
Acoustic Guitar,EastWest - Ra,Americas -> Plucked -> 1980 Wburn Guitar,Washbrn GTR KS C0-D#0,,
Pan Flute,EastWest - Ra,Americas -> Wind -> Pan Flute,Pan Flute KS C0-D#0,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,Close mics,
Glockenspiel,EastWest - Symphonic Orchestra,Perc -> Metals,Glock,Close mics,
Castanets,EastWest - Symphonic Orchestra,Perc -> Wood,Castanets,,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,Close and Stage mics,
Violin Ensemble,EastWest - Symphonic Orchestra,Strings -> 18 Violins -> 5 Keysw,18V KS Master,Close and Stage mics,
Solo Violin,EastWest - Symphonic Orchestra,Strings -> Solo Violin -> 5 Keysw,SVL KS Master,Close mics,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,Close mics,
Harp (Glissando),EastWest - Symphonic Orchestra,Strings -> Harp -> 3 Effects,Harp Gliss WT Up+Dn,Close mics,
Harpsichord,EastWest - Symphonic Orchestra,Strings -> Harpsichord,Harpsichord,,
Piano,Steinberg - HALion Sonic SE,HS SE Pro Set,Mellow Grand Piano,,
5. Piece of Mind,,,,,(Arranged by Yukiko Takada)
Sansa,Native Instruments - Kontakt Factory Library,World -> 7 - Metallophones,Sansa,,
7. The Kiss,,,,,(Arranged by Yukiko Takada)
Glockenspiel,EastWest - Symphonic Orchestra,Perc -> Metals,Glock,,
Castanets,EastWest - Symphonic Orchestra,Perc -> Wood,Castanets,,
Violin Ensemble,EastWest - Symphonic Orchestra,EastWest - Symphonic Orchestra,18V KS Master,,
Viola Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Violas -> 5 Keysw,VAS KS Master,,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,,
Clarinet,EastWest - Symphonic Orchestra,Woodwinds -> Solo Clarinet -> 5 Keysw,SCL KS Master,,
Electric Piano,Native Instruments - Kontakt Factory Library,Band -> 3 - Electric Pianos,CHECK,,
Drawbar Organ,Native Instruments - Kontakt Factory Library,Band -> 4 - Organ,CHECK,,
Xylophone (GM),Steinberg - HALion Sonic SE,HS SE Basic Set,[GM 014] Xylophone,,
Flute (GM),Steinberg - HALion Sonic SE,HS SE Basic Set,[GM 074] Flute,,
Clean Organ Layer,Steinberg - HALion Sonic SE,HS SE Pro Set,Fairground Organ,Reduce rotary mix,
Piano,Steinberg - HALion Sonic SE,CHECK,CHECK,,
Pizzicato Strings,UNKNOWN,,,,
Electric Guitar,UNKNOWN,,,,
Guiro,UNKNOWN,,,,
9. The Ancient City,,,,,(Arranged by Yukiko Takada)
Piano,Steinberg - HALion Sonic SE,HS SE Pro Set,Mellow Grand Piano,,
10. Metal - Brute Justice Mode,,,,,(Arranged by Masayoshi Soken)
Primary Vocals,Live Recording (Masayoshi Soken),,,,
Secondary Vocals,Live Recording (Michael-Christopher Koji Fox),,,,
Electric Guitar,Live Recording (Masayoshi Soken),,,Can also be GUNN,
Brass Ensemble,Native Instruments - Kontakt Factory Library,Band -> 1 - Horns,Trumpet Section,,
15. Freefall,,,,,(Arranged by Yoshitaka Suzuki)
Drum Loop,Heavyocity - Damage,Fill In,LPS Epic Organic,,
Violin Ensemble,Orchestral Tools - Berlin Strings,Instruments -> Multi Articulations -> 01. Violins I,Violins I Longs,,
Brass,Orchestral Tools - Metropolis Ark 1,Fill In,,,
Choir,Orchestral Tools - Metropolis Ark 1,Fill In,,,
45. Shadow of the Body,,,,,(Arranged by Yukiko Takada)
Gamelan Ensemble,EastWest - Ra,Far East -> Perc -> Gamelan,Gamelan Ensemble Tuned,,
Celesta,EastWest - Symphonic Orchestra,Perc -> Metals,Celesta,Close mics,
Bell Tree,EastWest - Symphonic Orchestra,Perc -> Metals,Various Metals,,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,Close and Stage mics,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,Close and Stage mics,
Viola Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Violas -> 5 Keysw,VAS KS Master,Close and Stage mics,
Violin Ensemble,EastWest - Symphonic Orchestra,Strings -> 18 Violins -> 5 Keysw,18V KS Master,Close and Stage mics,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,Close mics,
Harpsichord,EastWest - Symphonic Orchestra,Strings -> Harpsichord,Harpsichord,Close mics,
Piano,UNKNOWN,,,Potentially Ivory or Garritan Personal Orchestra,
,,,,,
Section 4 - Stormblood (4.0),,,,,
,,,,,
1. Storm of Blood,,,,,(Arranged by Yoshitaka Suzuki)
Vocal Phrase,Big Fish Audio - The Legend of China,-,Female_vocal_01_01,,
Taikos,EastWest - Stormdrum,MultiSamples -> Large Percussion,Taikos Earthquake,,
Percussion Loop,Heavyocity - Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Organic Full,Note E2,
105. Wayward Daughter,,,,,(Arranged by Masayoshi Soken)
Shamisen,EastWest - Ra,Far East -> Plucked -> Shamisen,Shamisen C0-E0,,
Koto,EastWest - Ra,Far East -> Plucked -> Koto,Koto KS C0-F#0,,
Kick,Fxpansion - BFD3,,Mardi Gras Sparkle Kick 1,,
Synth,Steinberg - Embracer,,Drama Rama,,
1. A Land Long Dead,,,,,(Arranged by Yukiko Takada)
Highland Pipes,EastWest - Ra,Europe -> Wind -> Highlnd Pipes,Highland Pipes VS,,
4. eScape,,,,,(Arranged by Masayoshi Soken)
Erhu,EastWest - Silk,CHECK,CHECK,,
Drumkit,Fxpansion - BFD 1.5,DW Kit,DW Kit,*Also Available in BFD El Dorado,
Synth Arp,Native Instruments - FM8,,,,
Synth Pad,Native Instruments - FM8,,,,
Bass,Native Instruments - Scarbee Rickenbacker Bass,,Bridge Pure DI,,
Bitcrusher,Steinberg - Cubase,,Bitcrusher (FX Plugin),Vocal Effect,
Synth Lead,UNKNOWN,,,,
6. Heartless,,,,*Not the same as ARR track 66,(Arranged by Yukiko Takada)
Trumpet Ensemble,EastWest - Hollywood Brass,3 Trumpets -> 07 Keyswitch,3TP KS Sus_Short C0-A#0,,
French Horn Ensemble,EastWest - Hollywood Brass,6 French Horns -> 07 Keyswitch,6FH KS Sus_Short C0-G#0,,
Violin Ensemble (Shorts),EastWest - Hollywood Strings,1st Violins -> 03 Short Tight -> MOD COMBOS,1st Violins Shorts MOD SPEED,,
Violin Ensemble,EastWest - Hollywood Strings,1st Violins -> 06 Keyswitch,1st Violins Sus KS C0-F#0 Ni,,
Toms Ensemble,EastWest - Stormdrum 3,Big Drums,Lord of Toms Ensemble,,
Trombone Ensemble,EastWest - Symphonic Orchestra,Brass -> 4 Trombones -> 5 Keysw,4TB KS Master,,
Tuba,EastWest - Symphonic Orchestra,Brass -> Solo Tuba -> 5 Keysw,STU KS Master,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Gong,EastWest - Symphonic Orchestra,Perc -> CymGong,All Gongs,,
Bass Drum,EastWest - Symphonic Orchestra,Perc -> Drums,Bass Drum Wagner,,
Timpani,EastWest - Symphonic Orchestra,Perc -> Drums,Timp Hits LR,Close and Stage mics,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long ,Harp Pluck,,
Percussion Loop,Heavyocity - Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Organic Full,I think there may be some individual elements patches used for the quieter sections as well,
7. From the Heavens,,,,,(Arranged by Yoshitaka Suzuki & Masayoshi Soken)
Choir (Male),Performance Samples - Oceania,Instruments,Oceania - Men - Main,,
Choir (Female),Performance Samples - Oceania,Instruments,Oceania - Women - Main,,
12. Sunrise,,,,,(Arranged by Masayoshi Soken)
Shamisen,EastWest - Ra,Far East -> Plucked -> Shamisen,Shamisen C0-E0,,
,,,,,
Section 5 - Shadowbringers (5.0),,,,,
,,,,,
37. Shadowbringers,,,,,(Arranged by Masayoshi Soken)
Female Vocals,Live Recording (Amanda Achen),-,-,,
Male Vocals,Live Recording (Jason Charles Miller),-,-,,
Electric Guitar,Live Recording (Masayoshi Soken),-,-,,
Electric Guitar,Live Recording (GUNN),-,-,,
Violin,Live Recording (Yuma Ito),-,-,,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,Close and Stage mics,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,,
String Ostinatos,Sonokinetic - Ostinato Strings,CHECK,,Triplets,
Bass,UNKNOWN,,,Unsure if this is live or not,
Drums,UNKNOWN,,,Unsure if these are live or BFD,
44. Sands of Amber,,,,,(Arranged by Masayoshi Soken)
Vocals,Best Service - Era II Vocal Codex,Female Voices -> Celtia,CELTIA Female Solo Voice,,
75. Invincible,,,,,(Arranged by Yoshitaka Suzuki)
Violin Ensemble,Orchestral Tools - Berlin Strings,Instruments -> Multi Articulations -> 01. Violins I,Violins I Longs,,
12. Significance - Nothing (From NieR:Automata),,,,,(Arranged by Keiichi Okabe)
Synth Bells,Spectrasonics - Omnisphere,Bells and Vibes,Chaotic Fingerbells,,
Piano,Spectrasonics - Omnisphere,Keyboards,Burning Lamentoso,,
Synth Pad,Spectrasonics - Omnisphere,Textures Playable,Ashes,,
13. Vague Hope - Cold Rain (From NieR:Automata),,,,,(Arranged by Keigo Hoashi)
Vocals,Live Recording (Emi Evans),-,-,,
Acoustic Guitar,Live Recording (Takanori Goto),-,-,,
Piano,Native Instruments - The Grandeur,Snapshots -> The Grandeur,Basic Grandeur,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Bells,UNKNOWN,,,,
Sleigh Bells,UNKNOWN,,,,
Synth Pad,UNKNOWN,,,,
Percussion Hits,UNKNOWN,,,,
Percussion Loop,UNKNOWN,,,,
14. Crumbling Lies - Front (From NieR:Automata),,,,,(Arranged by Keigo Hoashi)
Vocals,Live Recording (Nami Nakagawa),-,-,,
String Ensemble,Live Recording (Yu Manabe et. al),-,-,,
Trumpet Ensemble,Live Recording (Taihei Awaji),-,-,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Orchestral Chimes,EastWest - Symphonic Orchestra,Percussion -> Metals,Orch chimes,,
Percussion Ensemble,Heavyocity - Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,,
French Horn Ensemble,UNKNOWN,,,,
15. Alien Manifestation (From NieR:Automata),,,,,(Arranged by Keiichi Okabe & Keigo Hoashi)
Vocals,Live Recording (Nami Nakagawa),-,-,,
String Ensemble,Live Recording (Yu Manabe et. al),-,-,,
Sweeps,Heavyocity - Gravity,Stings -> Tonal Sweeps,Monsters Growl (B2),Note E4,
Synth Bass Arp,Spectrasonics - Omnisphere,ARP + BPM,Berghain,,
16. Song of the Ancients - Atonement (From NieR:Automata),,,,,(Arranged by Keiichi Okabe)
Vocals,Live Recording (Emi Evans),-,-,,
String Ensemble,Live Recording (Yu Manabe et. al),-,-,,
Percussion Ensemble,Heavyocity - Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Percussion Loop,Native Instruments - Action Strikes,Action Strikes - Ensemble,Tangarian Drums,,
Piano,Native Instruments - The Grandeur,Snapshots -> The Grandeur,Basic Grandeur,,
French Horn Ensemble,UNKNOWN,,,,
17. Bipolar Nightmare (From NieR:Automata),,,,,(Arranged by Keigo Hoashi)
Vocals,Live Recording (Nami Nakagawa),-,-,,
String Ensemble,Live Recording (Yu Manabe et. al),-,-,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Orchestral Chimes,EastWest - Symphonic Orchestra,Percussion -> Metals,Orch chimes,,
Percussion Ensemble,Heavyocity - Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Studio Armageddon Ens,,
Piano,Native Instruments - The Grandeur,Snapshots -> The Grandeur,Basic Grandeur,,
Percussion Loop,UNKNOWN,,,Matches Emil - Despair,
French Horn Ensemble,UNKNOWN,,,,
18. Weight of the World - Prelude Version,,,,,(Arranged by Keiichi Okabe)
Choir,"Live Recording (Saki Nakae, Shotaro Seo)",-,-,Most likely guesstimate,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long ,Harp Pluck,,
String Ensemble,UNKNOWN,,,,
French Horn Ensemble,UNKNOWN,,,,
Trombone Ensemble,UNKNOWN,,,,
Trumpet Ensemble,UNKNOWN,,,,
Flute,UNKNOWN,,,,
Timpani,UNKNOWN,,,,
Cymbal,UNKNOWN,,,,
Percussion Loop,UNKNOWN,,,Matches Shadowlord's Castle / Roar from OG NieR as well Battle Drums from Before Meteor,
31. Return to Oblivion,,,,,(Arranged by Masayoshi Soken)
Vocals,Live Recording (Reven),,,,
Solo Violin,UNKNOWN,,,,
Electric Guitar,UNKNOWN,,,,
Choir,UNKNOWN,,,,
Piano,UNKNOWN,,,,
Synth Bells,UNKNOWN,,,,
Percussion Loop,UNKNOWN,,,,
Synth Lead,UNKNOWN,,,,
Synth Bass,UNKNOWN,,,,
32. Gangos,,,,,(Arranged by Masayoshi Soken)
Vocal Phrase,Best Service - Era II Vocal Cordex,Female Voices -> Heroica,Heroica Phrases 80 BPM,,
Synth Pad,UNKNOWN,,,,
44. To The Edge,,,,,(Arranged by Masayoshi Soken)
Vocals,Live Recording (Jason Charles Miller),-,-,,
Guitar Amp Preset,Native Instruments - Guitar Rig 6,Presets,Presets Fusion Git.,,
Clock Ticking,Sonokinetic - The Watchmaker,CHECK,,,
FM Synths,Native Instruments - FM8,CHECK,,,
Synths,Native Instruments - Massive X,CHECK,,,
Organ,UNKNOWN,,,,
50. Torn from the Heavens/The Dark Colossus Destroys All - Medley Version,,,,,(Arranged by Keiichi Okabe)
Choir,Live Recording (Saki Nakae),-,-,Most likely guesstimate,
Choir Samples,Stems: Nami Nakagawa - NieR Gestalt & Replicant,Disc 2,Track 1 - The Dark Colossus Destroys All,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long ,Harp Pluck,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
String Ensemble,UNKNOWN,,,,
French Horn Ensemble,UNKNOWN,,,,
Trombone Ensemble,UNKNOWN,,,,
Trumpet Ensemble,UNKNOWN,,,,
Timpani,UNKNOWN,,,,
Orchestral Chimes,UNKNOWN,,,,
Percussion Loop,UNKNOWN,,,,
57. Don't Be Afraid (Shadowbringers),,,,,(Arranged by Masayoshi Soken)
String Ensemble (GM),Steinberg - HALion Sonic SE,HS SE Basic Set,[GM 049] String Ensemble 1,,
77. Kainé - Final Fantasy Main Theme Version,,,,,(Arranged by Keiichi Okabe)
Vocals,Stems: Emi Evans - NieR Replicant ver.1.2247...,Disc 2,Track 10 - Kainé / Salvation,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long ,Harp Pluck,,
Cymbal,EastWest - Symphonic Orchestra,Perc -> CymGong,All Cymbals,,
Bells,UNKNOWN,,,,
String Ensemble,UNKNOWN,,,,
Solo Violin,UNKNOWN,,,,
81. And Love You Shall Find,,,,,(Arranged by Masayoshi Soken)
Boy Soprano,Cinesamples - VOXOS,CHECK,CHECK,,
Bass Ensemble,EastWest - Symphonic Orchestra,Strings -> 9 Double Basses -> 5 Keysw,CBS KS Master,Close and Stage mics,
Cello Ensemble,EastWest - Symphonic Orchestra,Strings -> 10 Cellos -> 5 Keysw,VCS KS Master,Close and Stage mics,
Piano,UNKNOWN,,,There are at least two separate pianos used,
,,,,,
Section 6 - Endwalker (6.0),,,,,
,,,,,
16. Prayers Repeated,,,,,(Arranged by Keiko)
Piano,Native Instruments - Una Corda,CHECK,CHECK,,
42. Your Answer,,,,,(Arranged by Takafumi Imamura & Daiki Ishikawa)
Vocal Samples,Stems: Susan Calloway - FINAL FANTASY XIV,-,Track 104 - Answers,,
Trombone Ensemble,EastWest - Hollywood Brass,2 Trombones and 1 Bass Trombone -> 07 Keyswitch,3TB KS Sus_Short C#4-G#4,,
Trumpet Ensemble,EastWest - Hollywood Brass,3 Trumpets -> 07 Keyswitch,3TP KS Sus_Short C0-A#0,,
French Horn Ensemble,EastWest - Hollywood Brass,6 French Horns -> 07 Keyswitch,6FH KS Sus_Short C0-G#0,,
Toms Ensemble,EastWest - Stormdrum 3,Big Drums,Lord of Toms Ensemble,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,,
9. FINAL FANTASY IV: Battle 2 (Endwalker),,,,,(Arranged by Masayoshi Soken)
String Ensemble (GM),Steinberg - HALion Sonic SE,HS SE Basic Set,[GM 049] String Ensemble 1,,
Electric Guitar,UNKNOWN,,,,
Violin Ensemble,UNKNOWN,,,,
Cello Ensemble,UNKNOWN,,,,
Bass Ensemble,UNKNOWN,,,,
Picked Bass,UNKNOWN,,,,
Drumkit,UNKNOWN,,,,
Trumpet Ensemble,UNKNOWN,,,,
Saxophone,UNKNOWN,,,,
Drawback Organ,UNKNOWN,,,,
"62. Athena, the Tireless One",,,,,(Arranged by Masayoshi Soken)
Synth Loop,Native Instruments - Massive X,Rush -> Synth Misc,Aboree Deep,,
69. Starsbreath,,,,,(Arranged by Justin Frieden)
Uilleann Pipes,EastWest - Ra,Europe -> Wind -> Uilleann Pipes,Uilleann Pipes KS C0-D#0,,
Percussion Loop,Heavyocity - Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Organic Elements 01,Note F4,
"87. O Hunter, Rejoice",,,,,(Arranged by Justin Frieden)
Percussion Loop,Native Instruments - Action Strikes,Action Strikes - Ensemble,License to Drum,,
Cymbal,UNKNOWN,,,,
Jazz Guitar,UNKNOWN,,,,
Violin Ensemble,UNKNOWN,,,,
,,,,,
Section 7 - Dawntrail (7.0),,,,,
,,,,,
11. Of Glittering Wings,,,,,(Arranged by Saya Yasaki)
Pan Flute,EastWest - Ra,Americas -> Wind -> Pan Flute,Pan Flute KS C0-D#0,,
Bagpipe Ensemble,EastWest - Ra,Europe -> Wind -> Bag Pipe Ens,Bag Pipe Ens VS,,
Santur,Native Instruments - Spotlight Collection: India,3 - Melodic,Santur,,
12. Fun and Games,,,,,(Arranged by Takafumi Imamura)
Xylophone,EastWest - Symphonic Orchestra,Perc -> Wood,Xylophone,,
21. Emerald under Sapphire,,,,,(Arranged by Daiki Ishikawa)
Vocals,Best Service - Era II Vocal Codex,Female Voices -> Heroica,HEROICA Female Solo Voice,,
42. Bygone Serenity,,,,,(Arranged by Masayoshi Soken)
Oboe,Live Recording (Kanami Araki),,,,
Glockenspiel,EastWest - Hollywood Orchestral Percussion,Metals,Glockenspiel,,
Flute,EastWest - Hollywood Orchestral Woodwinds,Flute -> 05 Legato,FL Leg Slur VS,Legato can be heard in the track,
Cello,EastWest - Symphonic Orchestra,Strings -> Solo Cello -> 5 Keysw,SVC KS Master,Close and Stage mics,
Choirs,UNKNOWN,,,Can be heard at 3:01,
Pizzicato Strings,UNKNOWN,,,Likely one of the Symphonic Orchestra full string patches,
Piano,UNKNOWN,,,,
Synth Pad,UNKNOWN,,,Can be heard at 2:34,
GM String Thing?,UNKNOWN,,,"I have honestly no idea what this is, but it can be heard faintly doubling the melody at 3:21",
51. Paved in Solitude,,,,,(Arranged by Takafumi Imamura)
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,,
Amen Break Fill,Shaman Stems - Insomnia: Restless Jungle Patches,-,sh_ins_170_drum_break_loop_Retcon_fill.wav,Obtained through Splice,
Percusion Loop,Heavocity - Damage,CHECK,CHECK,,
Synth Lead,UNKNOWN,,,,
Violin Ensemble,UNKNOWN,,,,
Viola Ensemble,UNKNOWN,,,,
Cello Ensemble,UNKNOWN,,,,
Bass Ensemble,UNKNOWN,,,,
French Horn Ensemble,UNKNOWN,,,,
Trumpet Ensemble,UNKNOWN,,,,
Flute,UNKNOWN,,,,
Choirs,UNKNOWN,,,,
Piano,UNKNOWN,,,,
Reverb Piano,UNKNOWN,,,,
Synth Arp,UNKNOWN,,,,
Synth Arp,UNKNOWN,,,,
Glockenspiel,UNKNOWN,,,,
Synth Electric Guitar Lead,UNKNOWN,,,,
8-Bit Synth Lead,UNKNOWN,,,,
Synth Pad,UNKNOWN,,,,
Deep Synth Pad,UNKNOWN,,,,
63. Bee My Honey,,,,,(Arranged by Masayoshi Soken)
Vocals,Live Recording (Paula Kaye Gerhold),,,,
Piano,UNKNOWN,,,,
Drumkit,UNKNOWN,,,,
Electric Guitar,UNKNOWN,,,,
Picked Bass,UNKNOWN,,,,
Square Lead,UNKNOWN,,,,
Sine Lead,UNKNOWN,,,,
8-bit synths,UNKNOWN,,,,
Mono Synth Lead,UNKNOWN,,,,
Voxy Synth Pad,UNKNOWN,,,,
Deep Synth Pad,UNKNOWN,,,,
Crystaline Synth Pad,UNKNOWN,,,,
SFX,UNKNOWN,,,,
E.Piano bass(?),UNKNOWN,,,,
String Staccatos,UNKNOWN,,,,
4. Unleashed,,,,,(Arranged by Masayoshi Soken)
Vocals,Live Recording (Jason Charles Miller),,,,
Percussion Loop,Heavocity - Damage,01 Rhythmic Suites -> Loop Menus,LPS Epic Organic,,
Piano,UNKNOWN,,,,
Electric Guitar,UNKNOWN,,,,
Synth Arp,UNKNOWN,,,,
Synth Arp,UNKNOWN,,,,
Synth Pad,UNKNOWN,,,,
Drumkit,UNKNOWN,,,,
5. Find the Princess (Dawntrail),,,,,(Arranged by Saya Yasaki)
Harpsichord,Sample: Nobuo Uematsu - FINAL FANTASY IX,Disc 1,Track 8 - Find the Princess,EQ'd and distorted,
Cymbal,EastWest - Hollywood Orchestral Percussion,Cymbals -> Sus Cymbal,18in Wuhan Sus Cymbal Cres,,
Harp,EastWest - Symphonic Orchestra,Strings -> Harp -> 1 Long,Harp Pluck,,
Piano,Native Instruments - Noire,NOIRE Pure,Basic Pure,Particles engine utilized,
1. Sinister,,,,,(Arranged by Daiki Ishikawa)
Vocals,Live Recording (Paula Kaye Gerhold),-,-,Original singer listed on Ironmouse's Fanfest cover video,
Church Organ,EastWest - Goliath,Keyboard Mallet Instr,Church Organ,,
Orchestral Chimes,EastWest - Symphonic Orchestra,Perc -> Metals,Orch chimes,,
Harpsichord,EastWest - Symphonic Orchestra,Strings -> Harpsichord,Harpsichord,Close mics,
Choir (Male),Performance Samples - Oceania,Instruments,Oceania - Men - Main,,
Choir (Female),Performance Samples - Oceania,Instruments,Oceania - Women - Main,,
,,,,,
Section 8 - Bard Instruments ,,,,,
,,,,,
Section 8.1 Pre-4.1 Samples,,,,,
Harp,,,,,
Lute,,,,,
Fiddle,,,,,
Violin,,,,,
Viola,,,,,
Cello,,,,,
Double Bass,,,,,
Flute,,,,,
Oboe,,,,,
Clarinet,,,,,
Fife,,,,,
Panpipes,,,,,
Saxophone,,,,,
Trumpet,,,,,
Trombone,,,,,
Tuba,,,,,
Horn,,,,,
Piano,,,,,
Timpani,,,,,
Bongo,,,,,
Bass Drum,,,,,
Snare Drum,,,,,
Cymbal,,,,,
Section 8.2 Post-4.1 Samples,,,,,
Harp,,,,,
Lute,,,,,
Fiddle,,,,,
Violin,,,,,
Viola,,,,,
Cello,,,,,
Double Bass,,,,,
Flute,,,,,
Oboe,,,,,
Clarinet,,,,,
Fife,,,,,
Panpipes,,,,,
Saxophone,,,,,
Trumpet,,,,,
Trombone,,,,,
Tuba,,,,,
Horn,,,,,
Piano,,,,,
Timpani,,,,,
Bongo,,,,,
Bass Drum,,,,,
Snare Drum,,,,,
Cymbal,,,,,
Electric Guitar,Live Recording (Masayoshi Soken),-,-,Fender collaboration guitar,
Electric Guitar (Power Chords),Live Recording (Masayoshi Soken),-,-,Fender collaboration guitar,
